Disciplinary Actions  - Reported by Local & State Police
Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Illegal weapons possession,Drug law violations,Liquor law violations
2001,231828,Bryant & Stratton College-Richmond,1,Richmond Campus,295,0,0,0
2001,231785,Bryant & Stratton College-Virginia Beach,1,Main Campus,297,0,0,0
2001,232186,George Mason University,1,Main Campus,24897,0,0,0
2001,406495,Graham Webb International Academy of Hair,1,Main Campus,133,0,0,0
2001,232557,Liberty University,1,Main Campus,6162,0,0,0
2001,433299,NNPS RRMC SCHOOL OF PRACTICAL NURSING,1,NNPS RRMC SCHOOL OF PRACTICAL NURSING,34,0,0,0
2001,233417,NNPS RRMC SCHOOL OF RADIOLOGIC TECHNOLOGY,1,NNPS RRMC SCHOOL OF RADIOLOGIC TECHNOLOGY,15,0,0,0
2001,233310,Rappahannock Community College,1,Glenns Campus,2058,0,0,0
2001,233338,Richard Bland College of the College of William and Mary,1,Richard Bland College of the College of William and Mary,1304,0,0,0
2001,233408,Riverside School of Health Careers,1,Main Campus,136,0,0,0
2001,233666,Staunton School of Cosmetology,1,Main Campus,25,0,0,0
2001,438498,Stratford University,1,Main Campus,686,0,0,0
2001,233897,The University of Virginia's College at Wise,1,University of VA's College at Wise,1480,0,0,0
2001,234076,University of Virginia-Main Campus,2,University of  Virginia Northern Virginia Center,22739,0,0,0
2001,234076,University of Virginia-Main Campus,3,University of Virginia Roanoke Center,22739,0,0,0
2001,234076,University of Virginia-Main Campus,5,University of Virginia Richmond Center,22739,0,0,0
2001,234076,University of Virginia-Main Campus,6,University of Virginia Southwest Higher Education Center,22739,0,0,0
2001,234030,Virginia Commonwealth University,1,Monroe Park Campus,25001,0,0,0
2001,234030,Virginia Commonwealth University,2,MCV Campus,25001,0,0,0
2001,234119,Virginia School of Hair Design,1,Virginia School of Hair Design,151,0,0,0
2001,233949,Virginia Western Community College,1,Main Campus,7904,0,0,0
2001,234191,Wards Corner Beauty Academy-Norfolk,1,Main Campus,62,0,0,0
2001,234359,Woodrow Wilson Rehabilitation Center,1,Woodrow Wilson Rehabilitation Center,238,0,0,0
