Date ,Report Type ,Street ,Zip ,Area ,ED ,N#
2/9/2004,PETIT LARCENY ,ALBACORE DRIVE ,23692,200,4,126
2/9/2004,TRESPASSING ,ALBACORE DRIVE ,23692,200,4,126
3/3/2004,GRAND LARCENY ,ALBACORE DRIVE ,23692,200,4,126
5/5/2004,CITIZEN REQUESTED ASSISTANCE ,ALBACORE DRIVE ,23692,200,4,126
7/19/2004,CITIZEN REQUESTED ASSISTANCE ,ALICA COURT ,23692,200,3,282
10/3/2015,CITIZEN REQUESTED ASSISTANCE ,ALICE COURT ,23692,200,3,282
10/8/2015,"ASSAULT, SIMPLE, DOMESTIC ",ALICE COURT ,23692,200,3,282
10/10/2015,"DAMAGE PROPERTY, PRIVATE ",ALICE COURT ,23692,200,3,282
10/10/2015,HIT AND RUN -PROPERTY DAMAGE ,ALICE COURT ,23692,200,3,282
1/27/2004,"DAMAGE PROPERTY, PRIVATE ",ALLEN HARRIS DRIVE ,23692,200,3,182
3/5/2004,ANNOYING PHONE CALLS ,ALLEN HARRIS DRIVE ,23692,200,3,182
8/8/2004,"DAMAGE PROPERTY, PRIVATE ",ALLEN HARRIS DRIVE ,23692,200,3,182
8/8/2004,"DAMAGE PROPERTY, PRIVATE ",ALLEN HARRIS DRIVE ,23692,200,3,182
8/8/2004,"DAMAGE PROPERTY, PRIVATE ",ALLEN HARRIS DRIVE ,23692,200,3,182
12/11/2015,CITIZEN REQUESTED ASSISTANCE ,ALLEN HARRIS DRIVE ,23692,200,3,182
1/24/2004,"DAMAGE PROPERTY, PRIVATE ",ALLENS MILL ROAD ,23692,200,4,73
1/25/2004,CITIZEN REQUESTED ASSISTANCE ,ALLENS MILL ROAD ,23692,200,4,73
2/8/2004,"DAMAGE PROPERTY, PRIVATE ",ALLENS MILL ROAD ,23692,200,4,73
2/19/2004,CITIZEN REQUESTED ASSISTANCE ,ALLENS MILL ROAD ,23692,200,4,73
4/10/2004,"DAMAGE PROPERTY, PRIVATE ",ALLENS MILL ROAD ,23692,200,4,73
4/16/2004,DISORDERLY CONDUCT ,ALLENS MILL ROAD ,23692,200,4,73
4/26/2004,"ASSAULT, SIMPLE, DOMESTIC ",ALLENS MILL ROAD ,23692,200,4,73
4/26/2004,BRANDISHING FIREARM ,ALLENS MILL ROAD ,23692,200,4,73
5/4/2004,CITIZEN REQUESTED ASSISTANCE ,ALLENS MILL ROAD ,23692,200,4,73
5/22/2004,"ASSAULT, SIMPLE ",ALLENS MILL ROAD ,23692,200,4,73
3/3/2004,CITIZEN REQUESTED ASSISTANCE ,ALLENS MILL ROAD & DALE HOLLOW ,23692,200,4,73
5/22/2004,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,ALLENS ROAD & WOLFTRAP ROAD ,23692,200,4,73
10/23/2015,"GRAFFITI ,PRIVATE PROPERTY ",AMORY LANE ,23692,200,3,73
5/29/2004,"ASSAULT, SIMPLE ",ANCHOR DRIVE ,23692,200,4,186
8/12/2004,CITIZEN REQUESTED ASSISTANCE ,ANCHOR DRIVE ,23692,200,4,186
8/12/2004,CREDIT CARD FRAUD ,ANCHOR DRIVE ,23692,200,4,186
7/1/2004,"DAMAGE PROPERTY, PRIVATE ",ANCHOR LANE ,23692,200,4,186
3/24/2004,ANNOYING PHONE CALLS ,ARCADIA LOOP ,23692,200,3,73
3/24/2004,VIOLATE PROTECTIVE ORDERS ,ARCADIA LOOP ,23692,200,3,73
6/8/2004,MOTOR VEHICLE THEFT ,ARCADIA LOOP ,23692,200,3,73
1/1/2004,CITIZEN REQUESTED ASSISTANCE ,ARTILLERY ROAD ,23692,200,1,120
7/31/2004,"DAMAGE PROPERTY, PRIVATE ",ARTILLERY ROAD ,23692,200,1,120
8/2/2004,"DAMAGE PROPERTY, PRIVATE ",ARTILLERY ROAD ,23692,200,1,120
4/13/2004,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",ASPEN BLVD ,23692,200,3,55
4/14/2004,"LARCENY,FROM MOTOR VEHICLE ",BAILEY DRIVE ,23692,100,4,106
2/26/2004,CITIZEN REQUESTED ASSISTANCE ,BAILEY ROAD ,23692,100,4,107
4/14/2004,"LARCENY,FROM MOTOR VEHICLE ",BAILEY ROAD ,23692,100,4,107
11/21/2015,"LARCENY,FROM MOTOR VEHICLE ",BALDRIC PLACE ,23692,100,4,12
2/3/2004,"DAMAGE PROPERTY, PRIVATE ",BARCROFT DRIVE ,23692,200,4,7
4/16/2004,CITIZEN REQUESTED ASSISTANCE ,BARCROFT DRIVE ,23692,200,4,7
4/17/2004,"ASSAULT, SIMPLE ",BARCROFT DRIVE ,23692,200,4,7
4/17/2004,"DAMAGE PROPERTY, PRIVATE ",BARCROFT DRIVE ,23692,200,4,7
5/15/2004,DEAD ON ARRIVAL ,BARCROFT DRIVE ,23692,200,4,7
8/2/2004,"FRAUD, ALL OTHERS ",BARCROFT DRIVE ,23692,200,4,7
1/28/2004,CITIZEN REQUESTED ASSISTANCE ,BARFLEUR PLACE ,23692,100,4,239
3/16/2004,CITIZEN REQUESTED ASSISTANCE ,BARNSWALLOW RIDGE ,23692,200,3,76
4/13/2004,GRAND LARCENY ,BARNSWALLOW RIDGE ,23692,200,3,76
4/16/2004,CITIZEN REQUESTED ASSISTANCE ,BARNSWALLOW RIDGE ,23692,200,3,76
4/16/2004,"FRAUD, ALL OTHERS ",BARNSWALLOW RIDGE ,23692,200,3,76
4/21/2004,"FRAUD, ALL OTHERS ",BARNSWALLOW RIDGE ,23692,200,3,76
5/12/2004,MOTOR VEHICLE THEFT ,BARNSWALLOW RIDGE ,23692,200,3,76
7/18/2004,CITIZEN REQUESTED ASSISTANCE ,BARNSWALLOW RIDGE ,23692,200,3,76
8/9/2004,"DAMAGE PROPERTY, PRIVATE ",BARNSWALLOW RIDGE ,23692,200,3,76
8/9/2004,TRESPASSING ,BARNSWALLOW RIDGE ,23692,200,3,76
4/19/2004,"LARCENY,FROM MOTOR VEHICLE ",BASTA DRIVE ,23692,100,3,222
4/21/2004,PETIT LARCENY ,BASTA DRIVE ,23692,100,3,222
11/13/2015,CITIZEN REQUESTED ASSISTANCE ,BATTERY CIRCLE ,23692,100,4,195
12/3/2015,CITIZEN REQUESTED ASSISTANCE ,BATTERY CIRCLE ,23692,100,4,195
2/26/2004,CITIZEN REQUESTED ASSISTANCE ,BATTLE ROAD ,23692,200,3,8
7/21/2004,PETIT LARCENY ,BATTLE ROAD ,23692,200,3,8
10/12/2015,GRAND LARCENY ,BATTLE ROAD ,23692,200,3,8
12/6/2015,"DAMAGE PROPERTY, PRIVATE ",BATTLE ROAD ,23692,200,3,8
2/29/2004,"DAMAGE PROPERTY, PRIVATE ",BAYVIEW DRIVE ,23692,100,4,153
4/4/2004,"ASSAULT, SIMPLE ",BEACHWOOD DRIVE ,23692,100,4,85
