Name: “Table 1 of 1 on page 3 of 8”,Name: “Table 1 of 1 on page 3 of 8”,Name: “Table 1 of 1 on page 3 of 8”,Name: “Table 1 of 1 on page 3 of 8”,Name: “Table 1 of 1 on page 3 of 8”,Name: “Table 1 of 1 on page 3 of 8”,Name: “Table 1 of 1 on page 3 of 8”,Name: “Table 1 of 1 on page 3 of 8”,Name: “Table 1 of 1 on page 3 of 8”,Name: “Table 1 of 1 on page 3 of 8”,Name: “Table 1 of 1 on page 3 of 8”,Name: “Table 1 of 1 on page 3 of 8”,Name: “Table 1 of 1 on page 3 of 8”,Name: “Table 1 of 1 on page 3 of 8”
Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3
,,,,,,,,,,,,,
,,,,,SCHOOL-ASSOCIATED VIOLENT DEATHS IN THE UNITED STATES,SCHOOL-ASSOCIATED VIOLENT DEATHS IN THE UNITED STATES,SCHOOL-ASSOCIATED VIOLENT DEATHS IN THE UNITED STATES,SCHOOL-ASSOCIATED VIOLENT DEATHS IN THE UNITED STATES,SCHOOL-ASSOCIATED VIOLENT DEATHS IN THE UNITED STATES,SCHOOL-ASSOCIATED VIOLENT DEATHS IN THE UNITED STATES,SCHOOL-ASSOCIATED VIOLENT DEATHS IN THE UNITED STATES,SCHOOL-ASSOCIATED VIOLENT DEATHS IN THE UNITED STATES,SCHOOL-ASSOCIATED VIOLENT DEATHS IN THE UNITED STATES
Univariable and bivariable analyses,Univariable and bivariable analyses,Univariable and bivariable analyses,"variable analyses, based on the Wald ␹2","variable analyses, based on the Wald ␹2","variable analyses, based on the Wald ␹2","variable analyses, based on the Wald ␹2","variable analyses, based on the Wald ␹2","variable analyses, based on the Wald ␹2","CDC, Atlanta, Ga. When necessary, we","CDC, Atlanta, Ga. When necessary, we","CDC, Atlanta, Ga. When necessary, we","CDC, Atlanta, Ga. When necessary, we","CDC, Atlanta, Ga. When necessary, we"
were conducted on event characteris-,were conducted on event characteris-,were conducted on event characteris-,"test, were performed in SUDAAN","test, were performed in SUDAAN","test, were performed in SUDAAN","test, were performed in SUDAAN","test, were performed in SUDAAN","test, were performed in SUDAAN",also applied for and received approval,also applied for and received approval,also applied for and received approval,also applied for and received approval,also applied for and received approval
tics using the Yates corrected ␹2 test; the,tics using the Yates corrected ␹2 test; the,tics using the Yates corrected ␹2 test; the,"(SUDAAN Statistical Software Center,","(SUDAAN Statistical Software Center,","(SUDAAN Statistical Software Center,","(SUDAAN Statistical Software Center,","(SUDAAN Statistical Software Center,","(SUDAAN Statistical Software Center,",from local institutional review boards.,from local institutional review boards.,from local institutional review boards.,from local institutional review boards.,from local institutional review boards.
2-tailed Fisher exact test was used when,2-tailed Fisher exact test was used when,2-tailed Fisher exact test was used when,"Research Triangle Park, NC) to adjust for","Research Triangle Park, NC) to adjust for","Research Triangle Park, NC) to adjust for","Research Triangle Park, NC) to adjust for","Research Triangle Park, NC) to adjust for","Research Triangle Park, NC) to adjust for",,,,,
expected values were less than 5. We at-,expected values were less than 5. We at-,expected values were less than 5. We at-,clustering by event. Confidence inter-,clustering by event. Confidence inter-,clustering by event. Confidence inter-,clustering by event. Confidence inter-,clustering by event. Confidence inter-,clustering by event. Confidence inter-,RESULTS,RESULTS,,,
tempted to identify potential risk fac-,tempted to identify potential risk fac-,tempted to identify potential risk fac-,vals (CIs) obtained from SUDAAN are,vals (CIs) obtained from SUDAAN are,vals (CIs) obtained from SUDAAN are,vals (CIs) obtained from SUDAAN are,vals (CIs) obtained from SUDAAN are,vals (CIs) obtained from SUDAAN are,Data from at least 1 official source were,Data from at least 1 official source were,Data from at least 1 official source were,Data from at least 1 official source were,Data from at least 1 official source were
tors for homicide perpetration by com-,tors for homicide perpetration by com-,tors for homicide perpetration by com-,reported and used when describing sig-,reported and used when describing sig-,reported and used when describing sig-,reported and used when describing sig-,reported and used when describing sig-,reported and used when describing sig-,obtained for all 220 events. Data from,obtained for all 220 events. Data from,obtained for all 220 events. Data from,obtained for all 220 events. Data from,obtained for all 220 events. Data from
paring characteristics of homicide,paring characteristics of homicide,paring characteristics of homicide,nificant differences (PϽ.05).,nificant differences (PϽ.05).,nificant differences (PϽ.05).,nificant differences (PϽ.05).,,,police sources were obtained for 213,police sources were obtained for 213,police sources were obtained for 213,police sources were obtained for 213,police sources were obtained for 213
"perpetrators to homicide victims, a con-","perpetrators to homicide victims, a con-","perpetrators to homicide victims, a con-",The study protocol was approved by,The study protocol was approved by,The study protocol was approved by,The study protocol was approved by,The study protocol was approved by,The study protocol was approved by,(97%) events. We interviewed a school,(97%) events. We interviewed a school,(97%) events. We interviewed a school,(97%) events. We interviewed a school,(97%) events. We interviewed a school
venient referent population. These bi-,venient referent population. These bi-,venient referent population. These bi-,the institutional review board of the,the institutional review board of the,the institutional review board of the,the institutional review board of the,the institutional review board of the,the institutional review board of the,official for 172 (78%) events.,official for 172 (78%) events.,official for 172 (78%) events.,official for 172 (78%) events.,
"Table 1. Rates of School-Associated Violent Deaths (Students Only), United States, 1994-1999","Table 1. Rates of School-Associated Violent Deaths (Students Only), United States, 1994-1999","Table 1. Rates of School-Associated Violent Deaths (Students Only), United States, 1994-1999","Table 1. Rates of School-Associated Violent Deaths (Students Only), United States, 1994-1999","Table 1. Rates of School-Associated Violent Deaths (Students Only), United States, 1994-1999","Table 1. Rates of School-Associated Violent Deaths (Students Only), United States, 1994-1999","Table 1. Rates of School-Associated Violent Deaths (Students Only), United States, 1994-1999","Table 1. Rates of School-Associated Violent Deaths (Students Only), United States, 1994-1999","Table 1. Rates of School-Associated Violent Deaths (Students Only), United States, 1994-1999",,,,,
,,Overall*,,,,Homicide,Homicide,Homicide,,,Suicide,,
,No. of,,Rate Ratio,Rate Ratio,No. of,,,Rate Ratio,No. of,No. of,,Rate Ratio,Rate Ratio
Variable,Deaths,Rate†,(95% CI),(95% CI),Deaths,Rate†,,(95% CI),Deaths,Deaths,Rate†,(95% CI),(95% CI)
All student victims,172,0.068,,...,146,0.058,,...,,24,0.010,...,
Sex,,,,,,,,,,,,,
Female,52,0.042,,1.00,46,0.037,,1.00,,6,0.005,1.00,
Male,120,0.090,2.14 (1.56-2.99),2.14 (1.56-2.99),100,0.075,,2.03 (1.43-2.88),,18,0.014,2.80 (1.11-7.07),2.80 (1.11-7.07)
Race/ethnicity,,,,,,,,,,,,,
"White, non-Hispanic‡",66,0.041,,1.00,46,0.028,,1.00,,19,0.012,1.00,
"Black, non-Hispanic",59,0.147,3.59 (2.54-5.12),3.59 (2.54-5.12),57,0.141,,5.04 (3.39-7.37),,2,0.005,0.42 (0.10-1.82),0.42 (0.10-1.82)
Hispanic,37,0.111,2.70 (1.82-4.08),2.70 (1.82-4.08),33,0.099,,3.54 (2.23-5.46),,3,0.009,0.75 (0.23-2.60),0.75 (0.23-2.60)
Asian/Pacific Islander,6,0.063,1.54 (0.67-3.55),1.54 (0.67-3.55),6,0.062,,2.21 (0.94-5.17),,0,0.0,...,
School grade§,,,,,,,,,,,,,
Elementary‡,15,0.012,,1.00,13,0.010,,1.00,,1,0.001,1.00,
Middle/junior high,26,0.058,4.83 (2.66-9.47),4.83 (2.66-9.47),23,0.051,,5.10 (2.59-10.11),,3,0.007,7.00 (0.90-83.45),7.00 (0.90-83.45)
Senior high/combined,129,0.166,13.83 (8.43-24.58),13.83 (8.43-24.58),108,0.139,13.90 (7.82-24.73),13.90 (7.82-24.73),,8,0.010,10.00 (1.68-107.08),10.00 (1.68-107.08)
School district࿣,,,,,,,,,,,,,
Rural‡,29,0.045,,1.00,24,0.037,,1.00,,4,0.006,1.00,
Suburban,63,0.065,1.44 (0.94-2.27),1.44 (0.94-2.27),51,0.053,,1.43 (0.88-2.33),,11,0.011,1.83 (0.59-5.82),1.83 (0.59-5.82)
Urban,75,0.085,1.88 (1.25-2.94),1.88 (1.25-2.94),66,0.075,,2.02 (1.28-3.25),,9,0.010,1.67 (0.51-5.41),1.67 (0.51-5.41)
"* Overall rates include homicides, suicides, homicide-suicides, legal intervention, and unintentional firearm deaths. CI indicates confidence interval; ellipses, not applicable.","* Overall rates include homicides, suicides, homicide-suicides, legal intervention, and unintentional firearm deaths. CI indicates confidence interval; ellipses, not applicable.","* Overall rates include homicides, suicides, homicide-suicides, legal intervention, and unintentional firearm deaths. CI indicates confidence interval; ellipses, not applicable.","* Overall rates include homicides, suicides, homicide-suicides, legal intervention, and unintentional firearm deaths. CI indicates confidence interval; ellipses, not applicable.","* Overall rates include homicides, suicides, homicide-suicides, legal intervention, and unintentional firearm deaths. CI indicates confidence interval; ellipses, not applicable.","* Overall rates include homicides, suicides, homicide-suicides, legal intervention, and unintentional firearm deaths. CI indicates confidence interval; ellipses, not applicable.","* Overall rates include homicides, suicides, homicide-suicides, legal intervention, and unintentional firearm deaths. CI indicates confidence interval; ellipses, not applicable.","* Overall rates include homicides, suicides, homicide-suicides, legal intervention, and unintentional firearm deaths. CI indicates confidence interval; ellipses, not applicable.","* Overall rates include homicides, suicides, homicide-suicides, legal intervention, and unintentional firearm deaths. CI indicates confidence interval; ellipses, not applicable.","* Overall rates include homicides, suicides, homicide-suicides, legal intervention, and unintentional firearm deaths. CI indicates confidence interval; ellipses, not applicable.","* Overall rates include homicides, suicides, homicide-suicides, legal intervention, and unintentional firearm deaths. CI indicates confidence interval; ellipses, not applicable.","* Overall rates include homicides, suicides, homicide-suicides, legal intervention, and unintentional firearm deaths. CI indicates confidence interval; ellipses, not applicable.","* Overall rates include homicides, suicides, homicide-suicides, legal intervention, and unintentional firearm deaths. CI indicates confidence interval; ellipses, not applicable.","* Overall rates include homicides, suicides, homicide-suicides, legal intervention, and unintentional firearm deaths. CI indicates confidence interval; ellipses, not applicable."
†Per 100 000 students.,,,,,,,,,,,,,
‡Referent group.,,,,,,,,,,,,,
"§Based on National Center for Education Statistics criteria22 : elementary (grades preschool-8), middle/junior high (grades 5-8), high school (grades 9-12), and combined grade","§Based on National Center for Education Statistics criteria22 : elementary (grades preschool-8), middle/junior high (grades 5-8), high school (grades 9-12), and combined grade","§Based on National Center for Education Statistics criteria22 : elementary (grades preschool-8), middle/junior high (grades 5-8), high school (grades 9-12), and combined grade","§Based on National Center for Education Statistics criteria22 : elementary (grades preschool-8), middle/junior high (grades 5-8), high school (grades 9-12), and combined grade","§Based on National Center for Education Statistics criteria22 : elementary (grades preschool-8), middle/junior high (grades 5-8), high school (grades 9-12), and combined grade","§Based on National Center for Education Statistics criteria22 : elementary (grades preschool-8), middle/junior high (grades 5-8), high school (grades 9-12), and combined grade","§Based on National Center for Education Statistics criteria22 : elementary (grades preschool-8), middle/junior high (grades 5-8), high school (grades 9-12), and combined grade","§Based on National Center for Education Statistics criteria22 : elementary (grades preschool-8), middle/junior high (grades 5-8), high school (grades 9-12), and combined grade","§Based on National Center for Education Statistics criteria22 : elementary (grades preschool-8), middle/junior high (grades 5-8), high school (grades 9-12), and combined grade","§Based on National Center for Education Statistics criteria22 : elementary (grades preschool-8), middle/junior high (grades 5-8), high school (grades 9-12), and combined grade","§Based on National Center for Education Statistics criteria22 : elementary (grades preschool-8), middle/junior high (grades 5-8), high school (grades 9-12), and combined grade","§Based on National Center for Education Statistics criteria22 : elementary (grades preschool-8), middle/junior high (grades 5-8), high school (grades 9-12), and combined grade","§Based on National Center for Education Statistics criteria22 : elementary (grades preschool-8), middle/junior high (grades 5-8), high school (grades 9-12), and combined grade","§Based on National Center for Education Statistics criteria22 : elementary (grades preschool-8), middle/junior high (grades 5-8), high school (grades 9-12), and combined grade"
school (combination of high school grades and lower grades).,school (combination of high school grades and lower grades).,school (combination of high school grades and lower grades).,school (combination of high school grades and lower grades).,,,,,,,,,,
"࿣Based on locale codes in Department of Education’s Common Core of Data18 : urban (a large or midsize city), suburban (urban fringe of a large or midsize city), and rural (large town,","࿣Based on locale codes in Department of Education’s Common Core of Data18 : urban (a large or midsize city), suburban (urban fringe of a large or midsize city), and rural (large town,","࿣Based on locale codes in Department of Education’s Common Core of Data18 : urban (a large or midsize city), suburban (urban fringe of a large or midsize city), and rural (large town,","࿣Based on locale codes in Department of Education’s Common Core of Data18 : urban (a large or midsize city), suburban (urban fringe of a large or midsize city), and rural (large town,","࿣Based on locale codes in Department of Education’s Common Core of Data18 : urban (a large or midsize city), suburban (urban fringe of a large or midsize city), and rural (large town,","࿣Based on locale codes in Department of Education’s Common Core of Data18 : urban (a large or midsize city), suburban (urban fringe of a large or midsize city), and rural (large town,","࿣Based on locale codes in Department of Education’s Common Core of Data18 : urban (a large or midsize city), suburban (urban fringe of a large or midsize city), and rural (large town,","࿣Based on locale codes in Department of Education’s Common Core of Data18 : urban (a large or midsize city), suburban (urban fringe of a large or midsize city), and rural (large town,","࿣Based on locale codes in Department of Education’s Common Core of Data18 : urban (a large or midsize city), suburban (urban fringe of a large or midsize city), and rural (large town,","࿣Based on locale codes in Department of Education’s Common Core of Data18 : urban (a large or midsize city), suburban (urban fringe of a large or midsize city), and rural (large town,","࿣Based on locale codes in Department of Education’s Common Core of Data18 : urban (a large or midsize city), suburban (urban fringe of a large or midsize city), and rural (large town,","࿣Based on locale codes in Department of Education’s Common Core of Data18 : urban (a large or midsize city), suburban (urban fringe of a large or midsize city), and rural (large town,","࿣Based on locale codes in Department of Education’s Common Core of Data18 : urban (a large or midsize city), suburban (urban fringe of a large or midsize city), and rural (large town,","࿣Based on locale codes in Department of Education’s Common Core of Data18 : urban (a large or midsize city), suburban (urban fringe of a large or midsize city), and rural (large town,"
"small town, and rural).",,,,,,,,,,,,,
Figure 2. Total School-Associated Violent Death Event Rates vs Multiple-Victim Homicide Event Rates and Student Homicide Rates by,Figure 2. Total School-Associated Violent Death Event Rates vs Multiple-Victim Homicide Event Rates and Student Homicide Rates by,Figure 2. Total School-Associated Violent Death Event Rates vs Multiple-Victim Homicide Event Rates and Student Homicide Rates by,Figure 2. Total School-Associated Violent Death Event Rates vs Multiple-Victim Homicide Event Rates and Student Homicide Rates by,Figure 2. Total School-Associated Violent Death Event Rates vs Multiple-Victim Homicide Event Rates and Student Homicide Rates by,Figure 2. Total School-Associated Violent Death Event Rates vs Multiple-Victim Homicide Event Rates and Student Homicide Rates by,Figure 2. Total School-Associated Violent Death Event Rates vs Multiple-Victim Homicide Event Rates and Student Homicide Rates by,Figure 2. Total School-Associated Violent Death Event Rates vs Multiple-Victim Homicide Event Rates and Student Homicide Rates by,Figure 2. Total School-Associated Violent Death Event Rates vs Multiple-Victim Homicide Event Rates and Student Homicide Rates by,Figure 2. Total School-Associated Violent Death Event Rates vs Multiple-Victim Homicide Event Rates and Student Homicide Rates by,Figure 2. Total School-Associated Violent Death Event Rates vs Multiple-Victim Homicide Event Rates and Student Homicide Rates by,Figure 2. Total School-Associated Violent Death Event Rates vs Multiple-Victim Homicide Event Rates and Student Homicide Rates by,Figure 2. Total School-Associated Violent Death Event Rates vs Multiple-Victim Homicide Event Rates and Student Homicide Rates by,
"Academic Year, United States, 1992-1999","Academic Year, United States, 1992-1999","Academic Year, United States, 1992-1999",,,,,,,,,,,
A,Violent Death Event Rates,,,,,,B,Student Homicide Rates,Student Homicide Rates,,,,
0.025,,,,,,0.08,,,,,,,
,,,,,,0.07,,,,,,,
0.020,,,,,,,,,,,,,
,,,,,,0.06,,,,,,,
,,,,,,0.05,,,,,,,
0.015,,,,,,,,,,,,,
,,,,,,0.04,,,,,,,
,Total Event Rates,,,,,,,,,,,,
0.010,,,,,,,,,,,,,
,,,,,,0.03,,Total Homicide,,,,,
,Multiple Victim,,,,,,,,,,,,
,,,,,,,,Single Homicide,,,,,
,,,,,,0.02,,,,,,,
0.005,,,,,,,,Multiple Homicide,,,,,
,,,,,,0.01,,,,,,,
0,,,,,,0,,,,,,,
1992-1993 ∗ 1993-1994 ∗,1994-1995,1995-1996,1996-1997,1997-1998,1998-1999,1992-1993 ∗ 1993-1994 ∗,1992-1993 ∗ 1993-1994 ∗,1992-1993 ∗ 1993-1994 ∗,1994-1995,1995-1996,1996-1997,1997-1998,1998-1999
,Academic Year,Academic Year,,,,,,,Academic Year,Academic Year,Academic Year,,
Rates marked with asterisk based on data from Kachur et al.1,Rates marked with asterisk based on data from Kachur et al.1,Rates marked with asterisk based on data from Kachur et al.1,"There were no multiple-victim student homicides for the school years 1992-1993, 1993-1994, and 1994-1995.","There were no multiple-victim student homicides for the school years 1992-1993, 1993-1994, and 1994-1995.","There were no multiple-victim student homicides for the school years 1992-1993, 1993-1994, and 1994-1995.","There were no multiple-victim student homicides for the school years 1992-1993, 1993-1994, and 1994-1995.","There were no multiple-victim student homicides for the school years 1992-1993, 1993-1994, and 1994-1995.","There were no multiple-victim student homicides for the school years 1992-1993, 1993-1994, and 1994-1995.","There were no multiple-victim student homicides for the school years 1992-1993, 1993-1994, and 1994-1995.","There were no multiple-victim student homicides for the school years 1992-1993, 1993-1994, and 1994-1995.","There were no multiple-victim student homicides for the school years 1992-1993, 1993-1994, and 1994-1995.","There were no multiple-victim student homicides for the school years 1992-1993, 1993-1994, and 1994-1995.","There were no multiple-victim student homicides for the school years 1992-1993, 1993-1994, and 1994-1995."
©2001 American Medical Association. All rights reserved.,©2001 American Medical Association. All rights reserved.,©2001 American Medical Association. All rights reserved.,©2001 American Medical Association. All rights reserved.,©2001 American Medical Association. All rights reserved.,,,,"(Reprinted) JAMA, December 5, 2001—Vol 286, No. 21","(Reprinted) JAMA, December 5, 2001—Vol 286, No. 21","(Reprinted) JAMA, December 5, 2001—Vol 286, No. 21","(Reprinted) JAMA, December 5, 2001—Vol 286, No. 21","(Reprinted) JAMA, December 5, 2001—Vol 286, No. 21",2697
