Bureau of Justice Statistics,,,,,,,,,,,,,,,,
filename:  cv0534.csv,,,,,,,,,,,,,,,,
"Table 34. Percent distribution of victimizations, by type of crime and relationship to offender",,,,,,,,,,,,,,,,
"data source: National Criminal Victimization Survey, 2005  NCJ 215244",,,,,,,,,,,,,,,,
produced by:  Cathy Maston ,,,,,,,,,,,,,,,,
authors:  Patsy Klaus and Cathy Maston,,,,,,,,,,,,,,,,
refer questions to: askbjs@usdoj.gov  202-307-0765,,,,,,,,,,,,,,,,
data of version:  12/08/06,,,,,,,,,,,,,,,,

"Table 34. Family violence, 2005:  Percent distribution of victimizations, by type of crime and relationship to offender",,,,,,,,,,,,,,,,
,,,Percent of victimizations,,,,,,,,,,,,,
,,,,,Related,,,,,,,,,,,
Type of crime,Total number of victimizations,,Total crimes,,Total,, Spouse,,Ex-spouse,,Parent,,Own child,,Other relatives,
Crimes of violence,"5,173,720",,100,%,8.6,%,2.8,%,1,%,0.9,%,1.2,%,2.8,%
   Completed violence,"1,658,660",,100,%,10,,4.2,,0.9,*,1.2,*,1.4,*,2.3,
   Attempted/threatened violence,"3,515,060",,100,%,8,,2.2,,1,*,0.7,*,1.1,,3,
   Rape/Sexual assault/b,"191,670",,100,%,3.8,*,0,*,0,*,0,*,0,*,3.8,*
   Robbery,"624,850",,100,%,2.9,*,0.5,*,0.5,*,0.4,*,0.9,*,0.6,*
      Completed/property taken,"415,320",,100,%,3.7,*,0.7,*,0.7,*,0,*,1.4,*,0.9,*
      Attempted to take property,"209,530",,100,%,1.2,*,0,*,0,*,1.2,*,0,*,0,*
   Assault,"4,357,190",,100,%,9.7,,3.3,,1.1,,1,,1.3,,3,
      Aggravated,"1,052,260",,100,%,8.7,,1.3,*,0.7,*,0.9,*,1.9,*,3.8,
      Simple,"3,304,930",,100,%,10,,3.9,,1.2,,1,*,1.1,,2.8,
,Percent of victimizations,,,,,,,,,,,,,,,
Type of crime,Well-known/a,,Casual acquaintances,,Don't know relationship,,Strangers,,Don't know number of offenders,,,,,,,
Crimes of violence,23.4,%,14,%,5.6,%,45.8,%,2.6,%,,,,,,
   Completed violence,22.2,,14.3,,6.8,,44.2,,2.5,,,,,,,
   Attempted/threatened violence,24,,13.9,,5,,46.5,,2.6,,,,,,,
   Rape/Sexual assault/b,31.3,,29.1,,2.8,*,31.4,,1.6,*,,,,,,
   Robbery,11.6,,5.5,*,10.5,,66.5,,3.1,*,,,,,,
      Completed/property taken,12.2,,6.7,*,9.5,,64,,3.9,*,,,,,,
      Attempted to take property,10.4,*,2.9,*,12.4,*,71.4,,1.7,*,,,,,,
   Assault,24.8,,14.6,,5,,43.5,,2.5,
      Aggravated,24.4,,9.1,,7.6,,47.3,,3,*
      Simple,24.9,,16.3,,4.1,,42.2,,2.4,
Note: Detail may not add to total shown because of rounding.,,,,,,,,,,
*Estimate is based on about 10 or fewer sample cases.,,,,,,,,,,
a/Includes data on offenders well known to the victim whose relationship to the victim could not be ascertained.,,,,,,,,,,
b/Includes verbal threats of rape and threats of sexual assault.,,,,,,,,,,
