Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,
filename:  cv0585.csv,,,,,,,,,,,,,,,,,,,,
"Table 85. Percent distribution of victimizations resulting in theft loss, by race of victims, type of crime and value of loss",,,,,,,,,,,,,,,,,,,,
"data source: National Criminal Victimization Survey, 2005  NCJ 215244",,,,,,,,,,,,,,,,,,,,
produced by:  Cathy Maston ,,,,,,,,,,,,,,,,,,,,
authors:  Patsy Klaus and Cathy Maston,,,,,,,,,,,,,,,,,,,,
refer questions to: askbjs@usdoj.gov  202-307-0765,,,,,,,,,,,,,,,,,,,,
data of version:  12/08/06,,,,,,,,,,,,,,,,,,,,

"Table 85. Selected personal and property crimes, 2005: Percent distribution of victimizations resulting in theft loss, by race of victims, type of crime and value of loss",,,,,,,,,,,,,,,,,,,,
,,,Percent of victimizations resulting in theft loss,,,,,,,,,,,,,,,,,
Race and type of crime,,Number of victimizations, Total,,No monetary value,,Less than $50,,$50-$99,,      $100-$249,,$250-$499,,$500-$999,,$1000 or more,,Not known and not available,
All races/a,,,,,,,,,,,,,,,,,,,,
  All personal crimes/b,,"645,170",100,%,0.9,%*,21.8,%,13.8,%,17.8,%,11.8,%,4.3,%*,8.6,%,21,%
,Robbery,"415,320",100,%,1.5,*,20.5,,9.5,,17,,14.5,,4.8,*,12,,20.3,
,Purse snatching/ Pocket picking,"223,810",100,%,0,*,24.9,,22.1,,19.8,,7.1,*,2.3,*,1.1,*,22.7,
  All property crimes,,"16,452,390",100,%,2.1,%,24.3,%,12.1,%,20.6,%,11.2,%,7.4,%,13.5,%,8.7,%
,Household burglary,"2,561,470",100,%,1.1,*,9,,9.6,,18.3,,12.8,,14.5,,27.2,,7.5,
,Motor vehicle theft,"774,650",100,%,0.3,*,0,*,0,*,1.6,*,1.6,*,7,,79.8,,9.6,
,Theft,"13,116,270",100,%,2.4,,28.7,,13.3,,22.2,,11.5,,6,,6.9,,8.9,
White only,,,,,,,,,,,,,,,,,,,,
  All personal crimes/b,,"427,770",100,%,1.4,%*,20.1,%,14.9,%,14.7,%,13.4,%,4.2,%*,10.9,%,20.3,%
,Robbery,"253,280",100,%,2.4,*,17.7,,7.5,*,18.2,,16.3,,5,*,16.3,,16.6,
,Purse snatching/ Pocket picking,"171,450",100,%,0,*,24.1,,26.2,,9.8,*,9.3,*,3,*,1.4,*,26.2,
  All property crimes,,"13,740,700",100,%,2.2,%,25.2,%,12.1,%,20.8,%,11,%,7.1,%,12.8,%,8.8,%
,Household burglary,"2,032,690",100,%,1.4,*,9.7,,9.6,,19.4,,12.6,,13.1,,26.5,,7.7,
,Motor vehicle theft,"556,970",100,%,0.4,*,0,*,0,*,1.9,*,2.3,*,7.4,,79.3,,8.8,
,Theft,"11,151,040",100,%,2.4,,29.3,,13.1,,22,,11.2,,6,,7,,9.1,
Black only,,,,,,,,,,,,,,,,,,,,
  All personal crimes/b,,"177,730",100,%,0,%*,26.8,%,7.9,%*,29.3,%,10.6,%*,4,%*,4.8,%*,16.6,%*
,Robbery,"127,800",100,%,0,*,26.1,*,7.5,*,19.2,*,14.8,*,5.5,*,6.7,*,20.3,*
,Purse snatching/ Pocket picking,"49,930",100,%,0,*,28.7,*,8.9,,55.2,*,0,*,0,*,0,*,7.2,*
  All property crimes,,"1,927,840",100,%,1.7,%*,17.9,%,12.2,%,20.8,%,11.9,%,8.8,%,17.7,%,9.1,%
,Household burglary,"399,150",100,%,0,*,5.1,*,10.1,,15.1,,15.9,,17.2,,31.6,,4.9,*
,Motor vehicle theft,"169,820",100,%,0,*,0,*,0,*,1.3,*,0,*,7.7,*,77.4,,13.6,*
,Theft,"1,358,870",100,%,2.5,*,23.9,,14.3,,24.9,,12.2,,6.5,,6.1,,9.7,
Note: Detail may not add to total shown because of rounding.,,,,,,,,,,,,,,,,,,,,
*Estimate is based on about 10 or fewer sample cases.,,,,,,,,,,,,,,,,,,,,
"a/Includes data on persons of ""Other"" races and persons indicating two or more races, not shown separately.",,,,,,,,,,,,,,,,,,,,
"b/Includes data on rape and sexual assault, not shown separately, but excludes data on assault, which by definition does not involve theft.",,,,,,,,,,,,,,,,,,,,
