Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,
filename:  cv0586.csv,,,,,,,,,,,,,,,,,,
"Table 86. Percent distribution of victimizations resulting in theft loss, by race of victims, type of crime and proportion of loss recovered",,,,,,,,,,,,,,,,,,
"data source: National Criminal Victimization Survey, 2005  NCJ 215244",,,,,,,,,,,,,,,,,,
produced by:  Cathy Maston ,,,,,,,,,,,,,,,,,,
authors:  Patsy Klaus and Cathy Maston,,,,,,,,,,,,,,,,,,
refer questions to: askbjs@usdoj.gov  202-307-0765,,,,,,,,,,,,,,,,,,
data of version:  12/08/06,,,,,,,,,,,,,,,,,,

"Table 86. Selected personal and property crimes, 2005: Percent distribution of victimizations resulting in theft loss, by race of victims, type of crime and proportion of loss recovered",,,,,,,,,,,,,,,,,,
,,,Percent of victimizations resulting in theft loss,,,,,,,,,,,,,,,
,,,,,,,Some recovered,,,,,,,,,,,
Race and type of crime,,Number of victimizations, Total,,None recovered/a,,Total,,Less than half,,Half or more,,Proportion unknown/b,,All recovered,,Not available,
All races/c,,,,,,,,,,,,,,,,,,
,All personal crimes/d,"645,170",100,%,67.5,%,13.3,%,3.2,%*,3.5,%*,6.5,%,11.8,%,7.4,%
,   Robbery,"415,320",100,%,69.4,,7,*,2,*,3.5,*,1.6,*,14.7,,8.9,
,   Purse snatching/Pocket picking,"223,810",100,%,64.5,,24,,5.7,*,3.7,*,14.6,*,6.7,*,4.8,*
,All property crimes,"16,452,390",100,%,86.2,%,4.9,%,1.6,%,1.7,%,1.7,%,6.7,%,2.2,%
,   Household burglary,"2,561,470",100,%,88.6,,4.5,,2,,1.3,*,1.2,*,5.2,,1.6,
                           crimes                                                                                            ,   Motor vehicle theft,"774,650",100,%,25.3,,27.8,,2.8,*,14,,11,,43.9,,3,*
,   Theft,"13,116,270",100,%,89.3,,3.6,,1.4,,1,,1.2,,4.8,,2.3,
White only,,,,,,,,,,,,,,,,,,
,All personal crimes/d,"427,770",100,%,65,%,17.3,%,4.9,%*,3.6,%*,8.9,%,11.6,%,6,%*
,   Robbery,"253,280",100,%,67.2,,8.6,*,3.2,*,2.8,*,2.5,*,16.5,,7.7,*
,   Purse snatching/Pocket picking,"171,450",100,%,63,,28.8,,7.4,*,4.8,*,16.6,*,4.5,*,3.7,*
,All property crimes,"13,740,700",100,%,86.3,%,5,%,1.7,%,1.6,%,1.7,%,6.4,%,2.3,%
,   Household burglary,"2,032,690",100,%,87.8,,4.9,,2.3,,1.1,*,1.5,*,5.6,,1.7,*
,   Motor vehicle theft,"556,970",100,%,23,,29.3,,3.3,*,15.2,,10.8,,43.9,,3.7,*
,   Theft,"11,151,040",100,%,89.2,,3.7,,1.5,,1,,1.3,,4.7,,2.4,
Black only,,,,,,,,,,,,,,,,,,
,All personal crimes/d,"177,730",100,%,73.2,%,6.6,%*,0,%*,4.2,%*,2.4,%*,12.4,%*,7.8,%*
,   Robbery,"127,800",100,%,75.1,,5.9,*,0,*,5.9,*,0,*,11.6,*,7.4,*
,   Purse snatching/Pocket picking,"49,930",100,%,68.2,*,8.6,*,0,*,0,*,8.6,*,14.3,*,8.9,*
,All property crimes,"1,927,840",100,%,84.4,%,4.8,%,1.5,%*,1.9,%*,1.4,%*,9,%,1.8,%*
,   Household burglary,"399,150",100,%,90.5,,3.5,*,1.5,*,1.9,*,0,*,4.6,*,1.3,*
,   Motor vehicle theft,"169,820",100,%,33.3,,21.1,*,1.8,*,8,*,11.3,*,45.6,,0,*
,   Theft,"1,358,870",100,%,89,,3.1,,1.5,*,1.1,*,0.6,*,5.7,,2.2,*
Note: Detail may not add to total shown because of rounding.,,,,,,,,,,,,,,,,,,
*Estimate is based on about 10 or fewer sample cases.,,,,,,,,,,,,,,,,,,
a/Includes items that were taken that had no value.,,,,,,,,,,,,,,,,,,
b/Includes items that were recovered that had no value.,,,,,,,,,,,,,,,,,,
"c/Includes data on persons of ""Other"" races and persons indicating two or more races.",,,,,,,,,,,,,,,,,,
"d/Includes data on rape and sexual assault, not shown separately, but excludes data on assault, which by definition does not involve theft.",,,,,,,,,,,,,,,,,,














































,,,,,,, 
