Bureau of Justice Statistics,,,,,,,,,,,,,,,
filename:  cv0543a.csv,,,,,,,,,,,,,,,
"Table 43a. Percent distribution of victimizations, by characteristics of victims, type of crime, and victim/offender relationship",,,,,,,,,,,,,,,
"data source: National Criminal Victimization Survey, 2005  NCJ 215244",,,,,,,,,,,,,,,
produced by:  Cathy Maston ,,,,,,,,,,,,,,,
authors:  Patsy Klaus and Cathy Maston,,,,,,,,,,,,,,,
refer questions to: askbjs@usdoj.gov  202-307-0765,,,,,,,,,,,,,,,
data of version:  12/08/06,,,,,,,,,,,,,,,

"Table 43a. Personal crimes of violence, 2005:  Percent distribution of victimizations, by characteristics of victims, type of crime, and victim/offender relationship",,,,,,,,,,,,,,,
,,,,Percent of all victimizations,,,,,,,,,,,
,,,,,Nonstrangers,,,,,,,,,,
Characteristic,,Total victimizations,,Total,,Intimate,,Other relative,, Friend or acquaintance,,Stranger,,Don't know relationship,
Both genders,Crimes of violence,100,%,51.8,%,9,%,5.8,%,36.9,%,45.8,%,2.4,%
,   Rape/Sexual assault/a,100,,67,,26.1,,6.2,*,34.7,,31.4,,1.6,*
,    Robbery,100,,30.4,,4.8,*,1.9,*,23.7,,66.5,,3.1,*
,    Assault,100,,54.2,,8.9,,6.4,,38.9,,43.5,,2.4,
,        Aggravated,100,,49.7,,5.3,,6.9,,37.6,,47.3,,3,*
,        Simple,100,,55.6,,10,,6.2,,39.3,,42.2,,2.2,
    Male,Crimes of violence,100,,42.8,,2.6,,4.6,,35.6,,54.1,,3.1,
,   Rape/Sexual assault/a,100,*,0,*,0,*,0,*,0,*,100,*,0,*
,    Robbery,100,,23.2,,3.2,*,2.1,*,17.9,,73.6,,3.2,*
,    Assault,100,,46.5,,2.5,,5,,39,,50.3,,3.1,
,        Aggravated,100,,42.4,,1.1,*,5.5,,35.7,,53.6,,4,*
,        Simple,100,,48,,3,,4.9,,40.1,,49.2,,2.8,
    Female,Crimes of violence,100,,64.4,,18.1,,7.6,,38.7,,34.1,,1.5,*
,   Rape/Sexual assault/a,100,,72.8,,28.3,,6.7,*,37.7,,25.5,,1.7,*
,    Robbery,100,,49.5,,9,*,1.5,*,39,,47.6,,3,*
,    Assault,100,,65.1,,18,,8.3,,38.8,,33.6,,1.3,*
,        Aggravated,100,,62.2,,12.4,,9.1,*,40.7,,36.5,,1.3,*
,        Simple,100,,65.8,,19.5,,8,,38.3,,32.9,,1.3,*
All Races,Crimes of violence,100,,51.8,,9,,5.8,,36.9,,45.8,,2.4,
,   Rape/Sexual assault/a,100,,67,,26.1,,6.2,*,34.7,,31.4,,1.6,*
,    Robbery,100,,30.4,,4.8,*,1.9,*,23.7,,66.5,,3.1,*
,    Assault,100,,54.2,,8.9,,6.4,,38.9,,43.5,,2.4,
,        Aggravated,100,,49.7,,5.3,,6.9,,37.6,,47.3,,3,*
,        Simple,100,,55.6,,10,,6.2,,39.3,,42.2,,2.2,
    White only,Crimes of violence,100,,50.4,,8.4,,5.8,,36.2,,47.2,,2.3,
,   Rape/Sexual assault/a,100,,55.9,,15.4,*,3.7,*,36.8,,41.6,,2.4,*
,    Robbery,100,,30.7,,6.1,*,2.7,*,21.9,,65.7,,3.6,*
,    Assault,100,,52.8,,8.5,,6.2,,38.1,,45.1,,2.2,
,        Aggravated,100,,45.5,,4.9,,6.8,,33.8,,51.8,,2.8,*
,        Simple,100,,54.8,,9.5,,6.1,,39.3,,43.2,,2,
    Black only,Crimes of violence,100,,58.8,,10,,6.4,,42.3,,38.5,,2.7,*
,   Rape/Sexual assault/a,100,,89.3,,46.7,*,13.9,*,28.7,*,10.7,*,0,*
,    Robbery,100,,26.9,,2,*,0,*,25,*,70.4,,2.6,*
,    Assault,100,,63.3,,8.7,,7.2,,47.4,,33.7,,3,*
,        Aggravated,100,,63,,3,*,5.8,*,54.2,,33.7,,3.4,*
,        Simple,100,,63.5,,12.1,,8.1,*,43.3,,33.7,,2.8,*
    Other race only/b,Crimes of violence,100,,42.5,,4.7,*,2.9,*,34.9,,55.3,,2.2,*
,   Rape/Sexual assault/a,100,*,100,*,57.7,*,0,*,42.3,*,0,*,0,*
,    Robbery,100,,32.3,*,0,*,0,*,32.3,*,67.7,*,0,*
,    Assault,100,,42.6,,3.5,*,3.8,*,35.2,,54.4,,3,*
,        Aggravated,100,*,27.4,*,0,*,15.7,*,11.8,*,72.6,*,0,*
,        Simple,100,,47.5,,4.7,*,0,*,42.8,,48.6,,4,*
     Two or more races/c,Crimes of violence,100,,59.7,,21.6,,7.4,*,30.7,,36.8,,3.5,*
,   Rape/Sexual assault/a,100,,62.9,*,33.7,*,0,*,35.5,*,30.8,*,0,*
,    Robbery,100,,100,*,0,*,0,*,100,*,0,*,0,*
,    Assault,100,,58.3,,21.5,,7.9,*,28.9,,37.9,,3.7,*
,        Aggravated,100,,74.4,*,31.1,*,7,*,36.2,*,17.1,*,8.6,*
,        Simple,100,,54,,18.9,*,8.1,*,26.9,,43.6,,2.4,*
Ethnicity,Crimes of violence,100,,51.8,,9,,5.8,,36.9,,45.8,,2.4,
,   Rape/Sexual assault/a,100,,67,,26.1,,6.2,*,34.7,,31.4,,1.6,*
,    Robbery,100,,30.4,,4.8,*,1.9,*,23.7,,66.5,,3.1,*
,    Assault,100,,54.2,,8.9,,6.4,,38.9,,43.5,,2.4,
,        Aggravated,100,,49.7,,5.3,,6.9,,37.6,,47.3,,3,*
,        Simple,100,,55.6,,10,,6.2,,39.3,,42.2,,2.2,
    Hispanic,Crimes of violence,100,,41.9,,10.6,,6.7,,24.7,,53.5,,4.5,*
,   Rape/Sexual assault/a,100,*,38.6,*,25.4,*,0,*,13.2,*,61.4,*,0,*
,    Robbery,100,,18.4,*,3,*,3,*,12.4,*,75.9,,5.7,*
,    Assault,100,,46.9,,11.3,,7.8,,27.8,,48.6,,4.5,*
,        Aggravated,100,,47.9,,8.5,*,12.6,*,26.7,,48.8,,3.3,*
,        Simple,100,,46.4,,12.4,,5.8,*,28.2,,48.5,,5.1,*
    Non-Hispanic,Crimes of violence,100,,53.5,,8.7,,5.6,,39.2,,44.4,,2.1,
,   Rape/Sexual assault/a,100,,73.6,,26.2,,7.6,*,39.7,,24.5,,2,*
,    Robbery,100,,33.5,,5.3,*,1.7,*,26.5,,64,,2.5,*
,    Assault,100,,55.4,,8.5,,6.1,,40.8,,42.6,,2,
,        Aggravated,100,,49.9,,4.6,,5.3,,40,,47.1,,2.9,*
,        Simple,100,,57,,9.6,,6.3,,41.1,,41.2,,1.7,
Note:  Detail may not add to total shown because of rounding.,,,,,,,,,,,,,,,
*Estimate is based on about 10 or fewer sample cases.
a/Includes verbal threats of rape and threats of sexual assault.
"b/Includes American Indian, Eskimo, Asian Pacific Islander If only one of these races is given."
"c/Includes all persons of any race, indicating two or more races."
