Bureau of Justice Statistics,,,,,,,,,,,,,,,,
filename:  cv0580.csv,,,,,,,,,,,,,,,,
"Table 80. Percent distribution of victimizations in which injured victims received hospital care, by selected characteristics of victims, type of crime and type of hospital care",,,,,,,,,,,,,,,,
"data source: National Criminal Victimization Survey, 2005  NCJ 215244",,,,,,,,,,,,,,,,
produced by:  Cathy Maston ,,,,,,,,,,,,,,,,
authors:  Patsy Klaus and Cathy Maston,,,,,,,,,,,,,,,,
refer questions to: askbjs@usdoj.gov  202-307-0765,,,,,,,,,,,,,,,,
data of version:  12/08/06,,,,,,,,,,,,,,,,

"Table 80. Personal crimes of violence, 2005: Percent distribution of victimizations in which injured victims received hospital care, by selected characteristics of victims, type of crime and type of hospital care",,,,,,,,,,,,,,,,
        ,,,Percent of injured victims receiving care,,,,,,,,,,,,,
                                                                                                                        ,,,,,,,Inpatient care,,,,,,,,,
Characteristic and type of crime,Number of victimizations,,Total,,Emergency room care,,Total,,Less than 1 day,,1-3 days,,4 days or more,,Not available,
Gender,,,,,,,,,,,,,,,,
   Both genders,,,,,,,,,,,,,,,,
        Crimes of violence/a,"326,080",,100,%,71.1,%,28.9,%,19.5,%,7.4,%*,2,%*,0,%*
        Robbery,"58,400",,100,%,72.2,,27.8,*,21.4,*,6.5,*,0,*,0,*
        Assault,"233,760",,100,%,71.7,,28.3,,19.8,,7.1,*,1.4,*,0,*
   Male,,,,,,,,,,,,,,,,
        Crimes of violence/a,"182,660",,100,%,63.7,,36.3,,24.7,,9.7,*,1.8,*,0,*
        Robbery,"37,130",,100,%,56.2,*,43.8,*,33.6,*,10.2,*,0,*,0,*
        Assault,"145,530",,100,%,65.6,,34.4,,22.5,*,9.6,*,2.3,*,0,*
   Female,,,,,,,,,,,,,,,,
        Crimes of violence/a,"143,420",,100,%,80.5,,19.5,*,12.8,*,4.3,*,2.3,*,0,*
        Robbery,"21,280",*,100,%*,100,*,0,*,0,*,0,*,0,*,0,*
        Assault,"88,220",,100,%,81.7,,18.3,*,15.4,*,2.9,*,0,*,0,*
Race/b,,,,,,,,,,,,,,,,
   White only,,,,,,,,,,,,,,,,
        Crimes of violence/a,"214,750",,100,%,71.6,,28.4,,21.7,,3.6,*,3.1,*,0,*
        Robbery,"38,420",,100,%,57.7,*,42.3,*,32.5,*,9.8,*,0,*,0,*
        Assault,"152,690",,100,%,76,,24,,19.3,*,2.5,*,2.2,*,0,*
   Black only,,,,,,,,,,,,,,,,
        Crimes of violence/a,"84,770",,100,%,74.2,,25.8,*,10.9,*,15,*,0,*,0,*
        Robbery,"12,100",*,100,%*,100,*,0,*,0,*,0,*,0,*,0,*
        Assault,"66,040",,100,%,66.8,,33.2,*,14,*,19.2,*,0,*,0,*
Victim-offender relationship,,,,,,,,,,,,,,,,
   Involving strangers,,,,,,,,,,,,,,,,
        Crimes of violence/a,"186,850",,100,%,71.2,,28.8,,20.5,,6.5,*,1.8,*,0,*
        Robbery,"48,910",,100,%,71.3,*,28.7,*,21,*,7.7,*,0,*,0,*
        Assault,"126,870",,100,%,71.3,,28.7,*,22.1,*,6.7,*,0,*,0,*
   Involving nonstrangers,,,,,,,,,,,,,,,,
        Crimes of violence/a,"139,230",,100,%,71.1,,28.9,,18.1,*,8.5,*,2.4,*,0,*
        Robbery,"9,500",*,100,%*,76.8,*,23.2,*,23.2,*,0,*,0,*,0,*
        Assault,"106,890",,100,%,72.2,,27.8,*,17.1,*,7.6,*,3.1,*,0,*
Note: Detail may not add to total shown because of rounding.,,,,,,,,,,,,,,,,
*Estimate is based on about 10 or fewer sample cases.,,,,,,,,,,,,,,,,
"a/Includes data on rape and sexual assault, not shown separately.",,,,,,,,,,,,,,,,
"b/Excludes data on persons of ""Other"" races and persons indicating two or more races.",,,,,,,,,,,,,,,,
