Bureau of Justice Statistics,,,,,,,,,,,,,,,,
filename:  cv0572.csv,,,,,,,,,,,,,,,,
"Table 72. Percent of victimizations in which self-protective measures were employed, by person taking the measure, outcome of action and type of crime",,,,,,,,,,,,,,,,
"data source: National Criminal Victimization Survey, 2005  NCJ 215244",,,,,,,,,,,,,,,,
produced by:  Cathy Maston ,,,,,,,,,,,,,,,,
authors:  Patsy Klaus and Cathy Maston,,,,,,,,,,,,,,,,
refer questions to: askbjs@usdoj.gov  202-307-0765,,,,,,,,,,,,,,,,
data of version:  12/08/06,,,,,,,,,,,,,,,,

"Table 72. Personal crimes of violence, 2005: Percent of victimizations in which self-protective measures were employed, by person taking the measure, outcome of action and type of crime",,,,,,,,,,,,,,,,
,,,Percent of victimizations,,,,,,,,,,,,,
Person taking action and type of crime,,Number of victimizations,         Total,,Helped situation,,Hunt situation,,Both helped and hurt situation,,Neither helped nor hurt situation,,Don't know,,Not available,
Measure taken by victim,,,,,,,,,,,,,,,,
,Crimes of violence,"3,463,460",100,%,64.6,%,9.9,%,5.4,%,10.8,%,8.2,%,0.9,%*
,   Rape/Sexual assault/a,"156,380",100,%,57.1,,21.3,*,1.9,*,13.3,*,6.5,*,0,*
,   Robbery,"384,650",100,%,74.9,,4.3,*,6.3,*,9.2,*,5.3,*,0,*
,   Assault,"2,922,420",100,%,63.7,,10.1,,5.5,,10.9,,8.7,,1.1,*
,      Aggravated,"714,810",100,%,59.6,,7.7,,6,,16.3,,9.7,,0.8,*
,      Simple,"2,207,620",100,%,65,,10.8,,5.4,,9.1,,8.4,,1.2,*
Measure taken by others,,,,,,,,,,,,,,,,
,Crimes of violence,"3,532,170",100,%,39.5,%,9.2,%,2.7,%,37,%,6.6,%,5,%
,   Rape/Sexual assault/a,"67,970",100,%,36.6,*,25.9,*,0,*,25.8,*,0,*,11.8,*
,   Robbery,"313,830",100,%,29.2,,4.6,*,5.2,*,44.6,,14.1,,2.1,*
,   Assault,"3,150,360",100,%,40.6,,9.3,,2.5,,36.5,,6,,5.1,
,      Aggravated,"791,020",100,%,39.7,,11.5,,1.2,*,34.4,,8.3,,5,
,      Simple,"2,359,340",100,%,40.8,,8.5,,3,,37.2,,5.3,,5.1,
Note: Detail may not add to total shown because of rounding.,,,,,,,,,,,,,,,,
"Excludes victimizations in which no self-protective actions were taken.  Of those victimizations in which a self-protective measure or measures was/were employed, the victim and/or someone else may have taken the action.  Therefore, the above categories are not mutually exclusive.",,,,,,,,,,,,,,,,
*Estimate is based on about 10 or fewer sample cases.,,,,,,,,,,,,,,,,
a/Includes verbal threats of rape and threats of sexual assault.,,,,,,,,,,,,,,,,





































































































,,,,,,,,,,,,,,,,11.3
,,,,,,,,,,,,,,,,17.2
,,,,,,,,,,,,,,,,10.9
,,,,,,,,,,,,,,,,11
,,,,,,,,,,,,,,,,10.5
,,,,,,,,,,,,,,,,11.2






,,,,,,,,,,,,,,,,42.5
,,,,,,,,,,,,,,,,38.4
,,,,,,,,,,,,,,,,49.2
,,,,,,,,,,,,,,,,41.8
,,,,,,,,,,,,,,,,42.2
,,,,,,,,,,,,,,,,41.7
