Bureau of Justice Statistics,,,,,,,,,,,,,,,,
filename:  cv0562.csv,,,,,,,,,,,,,,,,
"Table 62. Percent distribution of incidents, by type of crime, type of offender and place of occurrence ",,,,,,,,,,,,,,,,
"data source: National Criminal Victimization Survey, 2005  NCJ 215244",,,,,,,,,,,,,,,,
produced by:  Cathy Maston ,,,,,,,,,,,,,,,,
authors:  Patsy Klaus and Cathy Maston,,,,,,,,,,,,,,,,
refer questions to: askbjs@usdoj.gov  202-307-0765,,,,,,,,,,,,,,,,
data of version:  12/08/06,,,,,,,,,,,,,,,,

"Table 62. Personal robbery and assault by armed or unarmed offenders, 2005: Percent distribution of incidents, by type of crime, type of offender and place of occurrence",,,,,,,,,,,,,,,,
,Percent of incidents,,,,,,,,,,,,,,,
Type of crime and offender,Number of incidents,,  Total,,At or in respondent's home,, Near home,,On the street near home,,"At, in, or near a friend's relative's or neighbor's home",,"Inside a restaurant, bar, or nightclub",,Other commercial building,
Robbery,,,,,,,,,,,,,,,,
By armed offenders,"275,210",,100,%,7.7,%*,8.4,%*,6.9,%*,4.7,%*,2.3,%*,6.6,%*
By unarmed offenders,"219,090",,100,%,24.6,,7.6,*,2.5,*,4,*,0,*,1.1,*
Assault,,,,,,,,,,,,,,,,
By armed offenders,"859,350",,100,%,11.3,,10.5,,7,,10.9,,4.3,,8.8
By unarmed offenders,"2,802,510",,100,%,15.4,,11.1,,4.2,,7.6,,4.5,,7.7
,Percent of incidents,,,,,,,,,,,,,,
Type of crime and offender,Parking lot or garage,,Inside school building/on school property,,"In apartment yard, park, field, or playground",,On street other than near own home,,On public transportation or inside station,,   Other,,,,
Robbery,,,,,,,,,,,,,,,
By armed offenders,16.9,%,0.9,%*,6.1,%*,34.8,%,2.4,%*,2.5,%*,,,
By unarmed offenders,8.2,*,11.9,*,4.4,*,26.1,,3.4,*,6.2,*,,,
Assault,,,,,,,,,,,,,,,
By armed offenders,7,,6.2,,3.4,*,25.1,,0.3,*,5.2,,,,
By unarmed offenders,8.8,,16.6,,2.8,,12.6,,0.8,*,7.7,,,,
Note: Detail may not add to total shown because of rounding.,,,,,,,,,,,,,,,
Excludes incidents in which the presence of a weapon was not ascertained.,,,,,,,,,,,,,,,
*Estimate is based on about 10 or fewer sample cases.,,,,,,,,,,,,,,,
































































,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"246,820",,100,%,"30,220",%*,12.2,,"28,090",%*,11.4,,"10,640",%*,4.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"223,620",,100,%,"68,600",,30.7,,"17,270",*,7.7,,"6,130",*,2.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"899,070",,100,%,"105,920",,11.8,,"91,320",,10.2,,"29,520",*,3.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,013,450",,100,%,"530,330",,17.6,,"316,480",,10.5,,"79,110",,2.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,340",%*,2.2,,"5,110",%*,2.1,,"15,580",%*,6.3,,"44,600",%,18.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,000",*,7.6,,"9,620",*,4.3,,"3,310",*,1.5,,"20,180",*,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89,160",,9.9,,"34,710",,3.9,,"69,050",,7.7,,"80,420",,8.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"226,320",,7.5,,"134,600",,4.5,,"246,240",,8.2,,"181,920",,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,480",%*,4.7,,"4,050",%*,1.6,,"77,600",%,31.4,,"2,490",%*,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,890",*,9.8,,"2,530",*,1.1,,"33,100",,14.8,,"2,800",*,1.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,770",,9.1,,"36,950",,4.1,,"204,890",,22.8,,"5,550",*,0.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"536,400",,17.8,,"61,240",,2,,"397,490",,13.2,,"15,960",*,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,610",%*,4.7,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,190",*,9.5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69,810",,7.8,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"287,350",,9.5,,,,,,,,,,,,
