Name: “Table 1 of 1 on page 75 of 162”,Name: “Table 1 of 1 on page 75 of 162”,Name: “Table 1 of 1 on page 75 of 162”,Name: “Table 1 of 1 on page 75 of 162”,Name: “Table 1 of 1 on page 75 of 162”,Name: “Table 1 of 1 on page 75 of 162”
Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75
,,,,,
,,,,P a g e,| 73
"Table 22. Homicide Deaths by City/County of Injury, 2006-2008","Table 22. Homicide Deaths by City/County of Injury, 2006-2008","Table 22. Homicide Deaths by City/County of Injury, 2006-2008","Table 22. Homicide Deaths by City/County of Injury, 2006-2008",,
,,Year of Death,,,
County/City of Injury,2006,2007,2008,Total,
Accomack,5,6,2,13,
Albemarle,1,1,2,4,
Alexandria,4,7,4,15,
Alleghany,0,3,1,4,
Amelia,0,0,0,0,
Amherst,0,1,1,2,
Appomattox,0,2,1,3,
Arlington,3,2,4,9,
Augusta,3,1,0,4,
Bath,0,0,0,0,
Bedford City,0,0,1,1,
Bedford,1,2,0,3,
Bland,0,0,0,0,
Botetourt,0,1,0,1,
Bristol,4,0,0,4,
Brunswick,3,1,2,6,
Buchanan,1,0,2,3,
Buckingham,1,2,0,3,
Buena Vista,0,0,0,0,
Campbell,2,2,2,6,
Caroline,5,4,0,9,
Carroll,1,4,1,6,
Charles City,0,0,1,1,
Charlotte,0,0,2,2,
Charlottesville,5,3,5,13,
Chesapeake,7,15,12,34,
Chesterfield,5,9,12,26,
Clarke,0,0,1,1,
Colonial Heights,0,0,0,0,
Covington,0,0,0,0,
Craig,0,0,1,1,
Culpeper,1,1,0,2,
Cumberland,0,2,0,2,
Danville,5,6,10,21,
Dickenson,0,1,1,2,
Dinwiddie,5,1,1,7,
Emporia,1,2,1,4,
Essex,0,0,0,0,
Fairfax City,1,1,1,3,
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,November 2009,November 2009
