Name: “Table 1 of 1 on page 139 of 162”,Name: “Table 1 of 1 on page 139 of 162”,Name: “Table 1 of 1 on page 139 of 162”,Name: “Table 1 of 1 on page 139 of 162”,Name: “Table 1 of 1 on page 139 of 162”,Name: “Table 1 of 1 on page 139 of 162”
Table: 139,Table: 139,Table: 139,Table: 139,Table: 139,Table: 139
,,,,,
,,,,P a g e,| 137
"FENTANYL, HYDROCODONE, METHADONE & OXYCODONE DEATHS (N=356)","FENTANYL, HYDROCODONE, METHADONE & OXYCODONE DEATHS (N=356)","FENTANYL, HYDROCODONE, METHADONE & OXYCODONE DEATHS (N=356)","FENTANYL, HYDROCODONE, METHADONE & OXYCODONE DEATHS (N=356)","FENTANYL, HYDROCODONE, METHADONE & OXYCODONE DEATHS (N=356)",
Prescription drug deaths have become an increasing cause of injury and death in Virginia accounting for at least,Prescription drug deaths have become an increasing cause of injury and death in Virginia accounting for at least,Prescription drug deaths have become an increasing cause of injury and death in Virginia accounting for at least,Prescription drug deaths have become an increasing cause of injury and death in Virginia accounting for at least,Prescription drug deaths have become an increasing cause of injury and death in Virginia accounting for at least,Prescription drug deaths have become an increasing cause of injury and death in Virginia accounting for at least
61.2 percent of all drug/poison deaths.,61.2 percent of all drug/poison deaths.,"Fentanyl, hydrocodone, methadone, and oxycodone (FHMO) were","Fentanyl, hydrocodone, methadone, and oxycodone (FHMO) were","Fentanyl, hydrocodone, methadone, and oxycodone (FHMO) were",
found to be partly or wholly responsible for 65.1% of these prescription drug only deaths.,found to be partly or wholly responsible for 65.1% of these prescription drug only deaths.,found to be partly or wholly responsible for 65.1% of these prescription drug only deaths.,found to be partly or wholly responsible for 65.1% of these prescription drug only deaths.,[NOTE: The FHMO,[NOTE: The FHMO
tables and figures represent deaths in which one or a combination of the FHMO drugs caused death; but other,tables and figures represent deaths in which one or a combination of the FHMO drugs caused death; but other,tables and figures represent deaths in which one or a combination of the FHMO drugs caused death; but other,tables and figures represent deaths in which one or a combination of the FHMO drugs caused death; but other,tables and figures represent deaths in which one or a combination of the FHMO drugs caused death; but other,tables and figures represent deaths in which one or a combination of the FHMO drugs caused death; but other
drugs/poisons may also have contributed to death.],drugs/poisons may also have contributed to death.],drugs/poisons may also have contributed to death.],,,
,Ninety-five percent of FHMO deaths were white and 61.2 percent were male.,Ninety-five percent of FHMO deaths were white and 61.2 percent were male.,Ninety-five percent of FHMO deaths were white and 61.2 percent were male.,,
,Methadone was found in 144 or 40.4% of all FHMO deaths.,Methadone was found in 144 or 40.4% of all FHMO deaths.,,,
,The western portion of the state had 44.7% of all the FHMO cases.,The western portion of the state had 44.7% of all the FHMO cases.,The western portion of the state had 44.7% of all the FHMO cases.,,
,"Table 43. FHMO Combinations Causing Death, 2008","Table 43. FHMO Combinations Causing Death, 2008","Table 43. FHMO Combinations Causing Death, 2008",,
,FHMO Combination,FHMO Combination,Total,,
,Oxycodone,Oxycodone,87,,
,Methadone,Methadone,124,,
,Fentanyl,,50,,
,Hydrocodone,Hydrocodone,45,,
,Oxycodone & Methadone,Oxycodone & Methadone,12,,
,Oxycodone & Fentanyl,Oxycodone & Fentanyl,6,,
,Oxycodone & Hydrocodone,Oxycodone & Hydrocodone,16,,
,Methadone & Fentanyl,Methadone & Fentanyl,4,,
,Methadone & Hydrocodone,Methadone & Hydrocodone,3,,
,Fentanyl & Hydrocodone,Fentanyl & Hydrocodone,7,,
,"Oxycodone, Fentanyl & Hydrocodone","Oxycodone, Fentanyl & Hydrocodone",1,,
,"Oxycodone, Methadone & Hydrocodone","Oxycodone, Methadone & Hydrocodone",1,,
,FHMO Subtotal,FHMO Subtotal,356,,
,Non-FHMO Drug/Poison Combinations,Non-FHMO Drug/Poison Combinations,378,,
,Total,,734,,
Virginia Department of Health,,Office of the Chief Medical Examiner,,November 2009,November 2009
