Name: “Table 1 of 1 on page 56 of 162”,Name: “Table 1 of 1 on page 56 of 162”,Name: “Table 1 of 1 on page 56 of 162”,Name: “Table 1 of 1 on page 56 of 162”,Name: “Table 1 of 1 on page 56 of 162”,Name: “Table 1 of 1 on page 56 of 162”
Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56
,,,,,
,,,,P a g e,| 54
Continued,,,,,
,,Year of Death,Year of Death,,
County/City of Injury,2006,2007,2008,Total,
Spotsylvania,29,39,30,98,
Stafford,18,43,25,86,
Staunton,7,6,8,21,
Suffolk,16,36,26,78,
Surry,2,7,4,13,
Sussex,13,15,17,45,
Tazewell,36,11,16,63,
Virginia Beach,101,105,102,308,
Warren,6,11,17,34,
Washington,18,20,22,60,
Waynesboro,7,2,7,16,
Westmoreland,13,10,11,34,
Williamsburg,6,5,3,14,
Winchester,15,2,4,21,
Wise,31,28,15,74,
Wythe,11,14,24,49,
York,14,17,14,45,
TOTAL IN STATE,2316,2334,2224,6874,
Out of State,29,52,46,127,
Unknown,8,18,27,53,
TOTAL,2353,2404,2297,7054,
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,November 2009,November 2009
