Name: “Table 1 of 1 on page 71 of 162”,Name: “Table 1 of 1 on page 71 of 162”,Name: “Table 1 of 1 on page 71 of 162”,Name: “Table 1 of 1 on page 71 of 162”,Name: “Table 1 of 1 on page 71 of 162”,Name: “Table 1 of 1 on page 71 of 162”,Name: “Table 1 of 1 on page 71 of 162”,Name: “Table 1 of 1 on page 71 of 162”,Name: “Table 1 of 1 on page 71 of 162”,Name: “Table 1 of 1 on page 71 of 162”,Name: “Table 1 of 1 on page 71 of 162”,Name: “Table 1 of 1 on page 71 of 162”,Name: “Table 1 of 1 on page 71 of 162”,Name: “Table 1 of 1 on page 71 of 162”,Name: “Table 1 of 1 on page 71 of 162”,Name: “Table 1 of 1 on page 71 of 162”,Name: “Table 1 of 1 on page 71 of 162”
Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,P a g e,| 69
,"Figure 34. Homicide Deaths & Rates by Race/Ethnicity by Gender, 2008","Figure 34. Homicide Deaths & Rates by Race/Ethnicity by Gender, 2008","Figure 34. Homicide Deaths & Rates by Race/Ethnicity by Gender, 2008","Figure 34. Homicide Deaths & Rates by Race/Ethnicity by Gender, 2008","Figure 34. Homicide Deaths & Rates by Race/Ethnicity by Gender, 2008","Figure 34. Homicide Deaths & Rates by Race/Ethnicity by Gender, 2008","Figure 34. Homicide Deaths & Rates by Race/Ethnicity by Gender, 2008","Figure 34. Homicide Deaths & Rates by Race/Ethnicity by Gender, 2008","Figure 34. Homicide Deaths & Rates by Race/Ethnicity by Gender, 2008","Figure 34. Homicide Deaths & Rates by Race/Ethnicity by Gender, 2008","Figure 34. Homicide Deaths & Rates by Race/Ethnicity by Gender, 2008","Figure 34. Homicide Deaths & Rates by Race/Ethnicity by Gender, 2008","Figure 34. Homicide Deaths & Rates by Race/Ethnicity by Gender, 2008","Figure 34. Homicide Deaths & Rates by Race/Ethnicity by Gender, 2008",,
200,,,,,,,,,,,,,,,25.0,
180,,177,,,,,,,,,,,,,,
,,,,Male,Male,,Female,Female,,Unknown,Unknown,,,,,
,,,,Male Rate,Male Rate,,Female,Female,Rate,,,,,,,
160,,,,,,,,,,,,,,,20.0,
140,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,15.0,
100,,93,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,10.0,
60,,,,,,,,,,,,,,,,
,,46,47,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,5.0,
,,,,23,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,
,,0,0,3,0,5,2,0,1,1,0,0,0,,1,
0,,,,,,,,,,,,,,,0.0,
,Black,,White,Hispa nic,Hispa nic,,Asian,,,Indian,,Unknown,Unknown,,,
,,"Table 18. Homicide Deaths by Method of Death, 2008","Table 18. Homicide Deaths by Method of Death, 2008","Table 18. Homicide Deaths by Method of Death, 2008","Table 18. Homicide Deaths by Method of Death, 2008","Table 18. Homicide Deaths by Method of Death, 2008","Table 18. Homicide Deaths by Method of Death, 2008","Table 18. Homicide Deaths by Method of Death, 2008","Table 18. Homicide Deaths by Method of Death, 2008","Table 18. Homicide Deaths by Method of Death, 2008","Table 18. Homicide Deaths by Method of Death, 2008","Table 18. Homicide Deaths by Method of Death, 2008",,,,
