Name: “Table 1 of 1 on page 77 of 162”,Name: “Table 1 of 1 on page 77 of 162”,Name: “Table 1 of 1 on page 77 of 162”,Name: “Table 1 of 1 on page 77 of 162”,Name: “Table 1 of 1 on page 77 of 162”,Name: “Table 1 of 1 on page 77 of 162”
Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77
,,,,,
,,,,P a g e,| 75
,,Year of Death,,Continued,
County/City of Injury,2006,2007,2008,Total,
Mecklenburg,0,1,4,5,
Middlesex,1,0,0,1,
Montgomery,3,33,3,39,
Nelson,0,1,0,1,
New Kent,0,0,1,1,
Newport News,20,30,16,66,
Norfolk,34,53,29,116,
Northampton,2,1,0,3,
Northumberland,0,1,0,1,
Norton,0,0,0,0,
Nottoway,0,1,0,1,
Orange,2,1,1,4,
Page,1,0,0,1,
Patrick,0,1,0,1,
Petersburg,10,7,5,22,
Pittsylvania,2,4,3,9,
Poquoson,0,0,0,0,
Portsmouth,18,17,16,51,
Powhatan,0,0,4,4,
Prince Edward,0,1,1,2,
Prince George,0,0,1,1,
Prince William,12,14,11,37,
Pulaski,1,0,2,3,
Radford,1,0,1,2,
Rappahannock,1,0,0,1,
Richmond City,85,61,39,185,
Richmond,0,0,1,1,
Roanoke City,13,8,13,34,
Roanoke,1,2,1,4,
Rockbridge,0,1,1,2,
Rockingham,1,0,1,2,
Russell,2,0,1,3,
Salem,0,0,2,2,
Scott,0,2,1,3,
Shenandoah,0,0,0,0,
Smyth,0,0,3,3,
Southampton,1,3,0,4,
Spotsylvania,4,4,0,8,
Stafford,1,3,6,10,
Staunton,0,0,2,2,
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,November 2009,November 2009
