Name: “Table 1 of 1 on page 88 of 162”,Name: “Table 1 of 1 on page 88 of 162”,Name: “Table 1 of 1 on page 88 of 162”,Name: “Table 1 of 1 on page 88 of 162”,Name: “Table 1 of 1 on page 88 of 162”,Name: “Table 1 of 1 on page 88 of 162”,Name: “Table 1 of 1 on page 88 of 162”,Name: “Table 1 of 1 on page 88 of 162”,Name: “Table 1 of 1 on page 88 of 162”
Table: 88,Table: 88,Table: 88,Table: 88,Table: 88,Table: 88,Table: 88,Table: 88,Table: 88
,,,,,,,,
,,,,,,,P a g e,| 86
NATURAL DEATHS OF CHILDREN (N=83),NATURAL DEATHS OF CHILDREN (N=83),NATURAL DEATHS OF CHILDREN (N=83),NATURAL DEATHS OF CHILDREN (N=83),,,,,
The less than 1 year old age group comprised 66.3 percent of all the natural deaths of children that fell under the,The less than 1 year old age group comprised 66.3 percent of all the natural deaths of children that fell under the,The less than 1 year old age group comprised 66.3 percent of all the natural deaths of children that fell under the,The less than 1 year old age group comprised 66.3 percent of all the natural deaths of children that fell under the,The less than 1 year old age group comprised 66.3 percent of all the natural deaths of children that fell under the,The less than 1 year old age group comprised 66.3 percent of all the natural deaths of children that fell under the,The less than 1 year old age group comprised 66.3 percent of all the natural deaths of children that fell under the,The less than 1 year old age group comprised 66.3 percent of all the natural deaths of children that fell under the,The less than 1 year old age group comprised 66.3 percent of all the natural deaths of children that fell under the
OCME’s jurisdiction.,OCME’s jurisdiction.,,,,,,,
,The number of SIDS cases decreased from 41 cases in 2007 to 22 cases in 2008.,The number of SIDS cases decreased from 41 cases in 2007 to 22 cases in 2008.,The number of SIDS cases decreased from 41 cases in 2007 to 22 cases in 2008.,The number of SIDS cases decreased from 41 cases in 2007 to 22 cases in 2008.,The number of SIDS cases decreased from 41 cases in 2007 to 22 cases in 2008.,The number of SIDS cases decreased from 41 cases in 2007 to 22 cases in 2008.,,
,,"Figure 44. Natural Deaths of Children by Age Group by Gender, 2008","Figure 44. Natural Deaths of Children by Age Group by Gender, 2008","Figure 44. Natural Deaths of Children by Age Group by Gender, 2008","Figure 44. Natural Deaths of Children by Age Group by Gender, 2008","Figure 44. Natural Deaths of Children by Age Group by Gender, 2008",,
,30,28,,,,,,
,,,,,,Male,,
,,27,,,,,,
,,,,,,Female,,
,25,,,,,,,
,20,,,,,,,
,15,,,,,,,
,,,9,,,,,
,10,,,,,,,
,,,,,5,,5,
,,,,4,,,,
,5,,,,,,,
,,,2,,,,,
,,,,1,,1,1,
,0,,,,,,,
,,"
    ",1-4,5-9,10-14,,15-17,
,,,,Age Group (yrs),,,,
,"Figure 45. Proportion of Natural Deaths of Children by Race/Ethnicity, 2008","Figure 45. Proportion of Natural Deaths of Children by Race/Ethnicity, 2008","Figure 45. Proportion of Natural Deaths of Children by Race/Ethnicity, 2008","Figure 45. Proportion of Natural Deaths of Children by Race/Ethnicity, 2008","Figure 45. Proportion of Natural Deaths of Children by Race/Ethnicity, 2008","Figure 45. Proportion of Natural Deaths of Children by Race/Ethnicity, 2008",,
,,,,Asian,,,,
,,,,4%,,,,
,,,,,,,Black,
,,White,,,,,36%,
,,53%,,,,,,
,,,,,,Hispanic,,
,,,,,Other,6%,,
,,,,,1%,,,
Virginia Department of Health,Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,November 2009,November 2009
