Name: “Table 1 of 1 on page 95 of 162”,Name: “Table 1 of 1 on page 95 of 162”,Name: “Table 1 of 1 on page 95 of 162”,Name: “Table 1 of 1 on page 95 of 162”
Table: 95,Table: 95,Table: 95,Table: 95
,,,
,,P a g e,| 93
,"Table 27. Suicide Deaths of Children by Method, 2008",,
Method of Death,Total Cases,Autopsied,
Asphyxia,,,
Hanging,14,9,
Plastic bag,2,2,
Drug Use,,,
"Ingested and/or injected illicit, prescription, and/or OTC",,,
,1,1,
medication,,,
Motor Vehicle,,,
Car,1,1,
Traumatic Injury,,,
Gunshot Wound,14,14,
Handgun,(8),(8),
Rifle,(1),(1),
Shotgun,(5),(5),
Total,32,27,
Virginia Department of Health,Office of the Chief Medical Examiner,,November 2009
