Name: “Table 1 of 1 on page 147 of 162”,Name: “Table 1 of 1 on page 147 of 162”,Name: “Table 1 of 1 on page 147 of 162”,Name: “Table 1 of 1 on page 147 of 162”,Name: “Table 1 of 1 on page 147 of 162”,Name: “Table 1 of 1 on page 147 of 162”,Name: “Table 1 of 1 on page 147 of 162”,Name: “Table 1 of 1 on page 147 of 162”
Table: 147,Table: 147,Table: 147,Table: 147,Table: 147,Table: 147,Table: 147,Table: 147
,,,,,,,
,,,,,,P a g e,| 145
City/County of,,,,City/County of,,,
Residency,Total,Rate,Continued,Residency,Total,Rate,
Mathews,0,0.0,,Rockbridge,0,0.0,
Mecklenburg,0,0.0,,Rockingham,0,0.0,
Middlesex,1,9.4,,Russell,0,0.0,
Montgomery,0,0.0,,Salem,4,15.7,
Nelson,0,0.0,,Scott,0,0.0,
New Kent,1,5.6,,Shenandoah,1,2.5,
Newport News,6,3.3,,Smyth,0,0.0,
Norfolk,5,2.1,,Southampton,0,0.0,
Northampton,0,0.0,,Spotsylvania,5,4.2,
Northumberland,0,0.0,,Stafford,0,0.0,
Norton,0,0.0,,Staunton,1,4.2,
Nottoway,0,0.0,,Suffolk,2,2.4,
Orange,0,0.0,,Surry,0,0.0,
Page,0,0.0,,Sussex,0,0.0,
Patrick,0,0.0,,Tazewell,1,2.3,
Petersburg,2,6.1,,Virginia Beach,9,2.1,
Pittsylvania,5,8.2,,Warren,0,0.0,
Poquoson,0,0.0,,Washington,1,1.9,
Portsmouth,4,4.0,,Waynesboro,0,0.0,
Powhatan,1,3.6,,Westmoreland,0,0.0,
Prince Edward,0,0.0,,Williamsburg,0,0.0,
Prince George,0,0.0,,Winchester,1,3.9,
Prince William,7,1.9,,Wise,1,2.4,
Pulaski,0,0.0,,Wythe,0,0.0,
Radford,1,6.2,,York,2,3.3,
Rappahannock,0,0.0,,Total for State,,,
Richmond City,14,6.9,,Residents,163,2.1,
Richmond,0,0.0,,Out of State,8,ND*,
Roanoke City,2,2.2,,Total,171,ND,
,0,,,,*ND- No Denominator,,
Roanoke,,0.0,,,,,
Virginia Department of Health,,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,November 2009,November 2009
