Name: “Table 1 of 1 on page 39 of 162”,Name: “Table 1 of 1 on page 39 of 162”,Name: “Table 1 of 1 on page 39 of 162”,Name: “Table 1 of 1 on page 39 of 162”,Name: “Table 1 of 1 on page 39 of 162”,Name: “Table 1 of 1 on page 39 of 162”,Name: “Table 1 of 1 on page 39 of 162”,Name: “Table 1 of 1 on page 39 of 162”
Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39
,,,,,,,
,,,,,,P a g e,| 37
"Table 10. Total Cases by City/County of Death, 2008","Table 10. Total Cases by City/County of Death, 2008","Table 10. Total Cases by City/County of Death, 2008","Table 10. Total Cases by City/County of Death, 2008","Table 10. Total Cases by City/County of Death, 2008","Table 10. Total Cases by City/County of Death, 2008",,
,,,Manner of Death,Manner of Death,,,
,Accident,Homicide,Natural,Suicide,Undetermined,,
County/City of Death,Total,Total,Total,Total,Total,Total,
Accomack,7,2,10,1,1,21,
Albemarle,22,1,13,5,2,43,
Alexandria,13,4,54,13,0,84,
Alleghany,6,1,5,,1,13,
Amelia,8,0,3,1,0,12,
Amherst,8,1,16,4,3,32,
Appomattox,1,1,0,0,0,2,
Arlington,34,4,42,28,1,109,
Augusta,35,1,14,12,0,62,
Bath,1,0,3,1,0,5,
Bedford City,2,0,4,1,0,7,
Bedford,11,0,19,9,0,39,
Bland,1,0,1,0,0,2,
Botetourt,8,0,8,2,1,19,
Bristol,3,0,6,1,1,11,
Brunswick,3,2,2,1,0,8,
Buchanan,18,2,3,7,0,30,
Buckingham,5,0,4,5,0,14,
Buena Vista,1,0,1,1,0,3,
Campbell,17,2,9,4,1,33,
Caroline,4,0,13,3,1,21,
Carroll,13,1,5,5,0,24,
Charles City,5,1,1,2,0,9,
Charlotte,5,1,3,1,0,10,
Charlottesville,83,12,22,16,5,138,
Chesapeake,35,7,47,17,4,110,
Chesterfield,74,9,54,30,0,167,
Clarke,2,1,1,3,1,8,
Colonial Heights,1,0,4,3,1,9,
Covington,0,0,1,1,0,2,
Craig,1,1,1,2,0,5,
Culpeper,13,0,18,2,1,34,
Cumberland,1,0,0,2,0,3,
Danville,26,8,21,4,4,63,
Dickenson,12,1,3,4,0,20,
Dinwiddie,11,1,7,1,1,21,
Emporia,2,2,6,2,0,12,
Essex,4,0,2,4,0,10,
Fairfax City,4,1,7,1,0,13,
Fairfax,212,28,171,92,8,511,
Falls Church,0,0,1,3,1,5,
Fauquier,24,1,19,7,1,52,
Floyd,1,2,6,1,0,10,
Fluvanna,8,1,4,4,0,17,
Franklin City,1,0,4,0,0,5,
Franklin,17,0,20,5,3,45,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,November 2009,November 2009
