Name: “Table 1 of 1 on page 83 of 162”,Name: “Table 1 of 1 on page 83 of 162”,Name: “Table 1 of 1 on page 83 of 162”,Name: “Table 1 of 1 on page 83 of 162”,Name: “Table 1 of 1 on page 83 of 162”,Name: “Table 1 of 1 on page 83 of 162”,Name: “Table 1 of 1 on page 83 of 162”,Name: “Table 1 of 1 on page 83 of 162”
Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83
,,,,,,,
,,,,,,P a g e,| 81
SECTION 4: DEATHS OF CHILDREN (17 Years of Age & Younger) (N=373),SECTION 4: DEATHS OF CHILDREN (17 Years of Age & Younger) (N=373),SECTION 4: DEATHS OF CHILDREN (17 Years of Age & Younger) (N=373),SECTION 4: DEATHS OF CHILDREN (17 Years of Age & Younger) (N=373),SECTION 4: DEATHS OF CHILDREN (17 Years of Age & Younger) (N=373),SECTION 4: DEATHS OF CHILDREN (17 Years of Age & Younger) (N=373),,
The 373 deaths of children represented 6.4 percent of all deaths investigated by the OCME in 2008.,The 373 deaths of children represented 6.4 percent of all deaths investigated by the OCME in 2008.,The 373 deaths of children represented 6.4 percent of all deaths investigated by the OCME in 2008.,The 373 deaths of children represented 6.4 percent of all deaths investigated by the OCME in 2008.,The 373 deaths of children represented 6.4 percent of all deaths investigated by the OCME in 2008.,The 373 deaths of children represented 6.4 percent of all deaths investigated by the OCME in 2008.,This is a,This is a
decrease of 4 percent from the number of children deaths in 2007.,decrease of 4 percent from the number of children deaths in 2007.,decrease of 4 percent from the number of children deaths in 2007.,decrease of 4 percent from the number of children deaths in 2007.,decrease of 4 percent from the number of children deaths in 2007.,,,
,Males represented 60.9 percent of all child cases.,Males represented 60.9 percent of all child cases.,,,,,
,The less than one year age group had the largest percentage of cases (40.1%).,The less than one year age group had the largest percentage of cases (40.1%).,The less than one year age group had the largest percentage of cases (40.1%).,The less than one year age group had the largest percentage of cases (40.1%).,,,
,"The leading causes of death were blunt force injuries to the head or neck (68 or 18.2%), followed by","The leading causes of death were blunt force injuries to the head or neck (68 or 18.2%), followed by","The leading causes of death were blunt force injuries to the head or neck (68 or 18.2%), followed by","The leading causes of death were blunt force injuries to the head or neck (68 or 18.2%), followed by","The leading causes of death were blunt force injuries to the head or neck (68 or 18.2%), followed by","The leading causes of death were blunt force injuries to the head or neck (68 or 18.2%), followed by",
,"SUID cases (55 or 14.7%), then multiple blunt force injuries (28 or 7.5%).","SUID cases (55 or 14.7%), then multiple blunt force injuries (28 or 7.5%).","SUID cases (55 or 14.7%), then multiple blunt force injuries (28 or 7.5%).","SUID cases (55 or 14.7%), then multiple blunt force injuries (28 or 7.5%).",,,
,"For OCME cases, black children died at a rate 1.5 times greater than that of white children, 3.7 times","For OCME cases, black children died at a rate 1.5 times greater than that of white children, 3.7 times","For OCME cases, black children died at a rate 1.5 times greater than that of white children, 3.7 times","For OCME cases, black children died at a rate 1.5 times greater than that of white children, 3.7 times","For OCME cases, black children died at a rate 1.5 times greater than that of white children, 3.7 times","For OCME cases, black children died at a rate 1.5 times greater than that of white children, 3.7 times","For OCME cases, black children died at a rate 1.5 times greater than that of white children, 3.7 times"
,"greater than that of Hispanic children, and 4 times that of Asian children","greater than that of Hispanic children, and 4 times that of Asian children","greater than that of Hispanic children, and 4 times that of Asian children","greater than that of Hispanic children, and 4 times that of Asian children",,,
,,"Figure 40. Deaths of Children by Manner of Death, 2008","Figure 40. Deaths of Children by Manner of Death, 2008","Figure 40. Deaths of Children by Manner of Death, 2008",,,
,152,,,,,,
,160,,,,,,
,140,,,,,,
,120,,,,,,
,100,,,,,,
,,,83,,,,
,80,,,,68,,
,60,,,,,,
,,38,,,,,
,,,,32,,,
,40,,,,,,
,20,,,,,,
,0,,,,,,
,Accident,Homicide,Natural,Suicide,Undetermined,,
Virginia Department of Health,Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,November 2009,November 2009
