Name: “Table 1 of 1 on page 55 of 162”,Name: “Table 1 of 1 on page 55 of 162”,Name: “Table 1 of 1 on page 55 of 162”,Name: “Table 1 of 1 on page 55 of 162”,Name: “Table 1 of 1 on page 55 of 162”,Name: “Table 1 of 1 on page 55 of 162”
Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55
,,,,,
,,,,P a g e,| 53
Continued,,,,,
,,Year of Death,,,
County/City of Injury,2006,2007,2008,Total,
Manassas,8,8,6,22,
Martinsville,8,3,8,19,
Mathews,8,4,1,13,
Mecklenburg,18,17,11,46,
Middlesex,3,7,6,16,
Montgomery,15,24,27,66,
Nelson,6,12,6,24,
New Kent,15,6,7,28,
Newport News,52,36,36,124,
Norfolk,59,79,59,197,
Northampton,6,8,10,24,
Northumberland,2,3,8,13,
Norton,3,0,1,4,
Nottoway,6,8,3,17,
Orange,6,14,13,33,
Page,4,10,4,18,
Patrick,5,7,11,23,
Petersburg,16,22,14,52,
Pittsylvania,28,30,37,95,
Poquoson,5,1,1,7,
Portsmouth,29,20,18,67,
Powhatan,14,6,7,27,
Prince Edward,9,16,5,30,
Prince George,9,12,12,33,
Prince William,69,57,65,191,
Pulaski,16,23,19,58,
Radford,2,5,9,16,
Rappahannock,0,4,2,6,
Richmond City,127,132,85,344,
Richmond,2,2,6,10,
Roanoke City,37,30,32,99,
Roanoke,27,22,23,72,
Rockbridge,12,14,10,36,
Rockingham,30,21,19,70,
Russell,19,19,15,53,
Salem,13,7,8,28,
Scott,6,8,10,24,
Shenandoah,14,5,24,43,
Smyth,13,10,11,34,
Southampton,10,15,10,35,
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,November 2009,November 2009
