Name: “Table 1 of 1 on page 53 of 162”,Name: “Table 1 of 1 on page 53 of 162”,Name: “Table 1 of 1 on page 53 of 162”,Name: “Table 1 of 1 on page 53 of 162”,Name: “Table 1 of 1 on page 53 of 162”,Name: “Table 1 of 1 on page 53 of 162”
Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53
,,,,,
,,,,P a g e,| 51
"Table 14. Accidental Deaths by City/County of Injury by Year of Death, 2006-2008","Table 14. Accidental Deaths by City/County of Injury by Year of Death, 2006-2008","Table 14. Accidental Deaths by City/County of Injury by Year of Death, 2006-2008","Table 14. Accidental Deaths by City/County of Injury by Year of Death, 2006-2008",,
,,Year of Death,,,
County/City of Injury,2006,2007,2008,Total,
Accomack,22,20,11,53,
Albemarle,17,20,33,70,
Alexandria,21,21,21,63,
Alleghany,10,14,8,32,
Amelia,4,7,11,22,
Amherst,11,8,16,35,
Appomattox,2,6,7,15,
Arlington,18,20,30,68,
Augusta,26,35,38,99,
Bath,2,3,1,6,
Bedford City,3,5,5,13,
Bedford,22,27,16,65,
Bland,0,6,2,8,
Botetourt,12,12,13,37,
Bristol,6,10,3,19,
Brunswick,16,7,6,29,
Buchanan,21,18,19,58,
Buckingham,3,9,6,18,
Buena Vista,0,0,1,1,
Campbell,32,16,31,79,
Caroline,9,14,8,31,
Carroll,17,15,19,51,
Charles City,4,8,7,19,
Charlotte,4,6,6,16,
Charlottesville,21,28,11,60,
Chesapeake,55,60,47,162,
Chesterfield,56,71,92,219,
Clarke,5,6,5,16,
Colonial Heights,6,3,4,13,
Covington,4,0,2,6,
Craig,7,2,2,11,
Culpeper,16,24,12,52,
Cumberland,1,2,4,7,
Danville,16,13,22,51,
Dickenson,11,16,13,40,
Dinwiddie,12,14,20,46,
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,November 2009,November 2009
