Name: “Table 1 of 1 on page 19 of 162”,Name: “Table 1 of 1 on page 19 of 162”,Name: “Table 1 of 1 on page 19 of 162”,Name: “Table 1 of 1 on page 19 of 162”,Name: “Table 1 of 1 on page 19 of 162”
Table: 19,Table: 19,Table: 19,Table: 19,Table: 19
,,,,
,,,P a g e,| 17
SECTION 2: TOTAL CASES (N=5811),SECTION 2: TOTAL CASES (N=5811),,,
"In 2008, the Office of the Chief Medical Examiner (OCME) investigated 5,811 deaths, representing 9.9 percent","In 2008, the Office of the Chief Medical Examiner (OCME) investigated 5,811 deaths, representing 9.9 percent","In 2008, the Office of the Chief Medical Examiner (OCME) investigated 5,811 deaths, representing 9.9 percent","In 2008, the Office of the Chief Medical Examiner (OCME) investigated 5,811 deaths, representing 9.9 percent","In 2008, the Office of the Chief Medical Examiner (OCME) investigated 5,811 deaths, representing 9.9 percent"
of the estimated total deaths in Virginia.,of the estimated total deaths in Virginia.,"[NOTE: Retrospective cases are not included in the total case count,","[NOTE: Retrospective cases are not included in the total case count,","[NOTE: Retrospective cases are not included in the total case count,"
"but are instead examined separately in Section 10 because while these deaths were investigated in 2008, the","but are instead examined separately in Section 10 because while these deaths were investigated in 2008, the","but are instead examined separately in Section 10 because while these deaths were investigated in 2008, the","but are instead examined separately in Section 10 because while these deaths were investigated in 2008, the","but are instead examined separately in Section 10 because while these deaths were investigated in 2008, the"
deaths may not necessarily have occurred in 2008.],deaths may not necessarily have occurred in 2008.],While the caseload for 2008 represented a decrease from,While the caseload for 2008 represented a decrease from,While the caseload for 2008 represented a decrease from
"2007, it was still an overall increase of 12.1 percent since 1999.","2007, it was still an overall increase of 12.1 percent since 1999.",Of the deaths investigated by the OCME in,Of the deaths investigated by the OCME in,Of the deaths investigated by the OCME in
2008:,,,,
,The total number of deaths investigated represented a 2.6 percent decrease from the 2007 total.,The total number of deaths investigated represented a 2.6 percent decrease from the 2007 total.,The total number of deaths investigated represented a 2.6 percent decrease from the 2007 total.,
,"Overall the numbers of accidents, homicides, and naturals decreased compared to 2007 while the total","Overall the numbers of accidents, homicides, and naturals decreased compared to 2007 while the total","Overall the numbers of accidents, homicides, and naturals decreased compared to 2007 while the total","Overall the numbers of accidents, homicides, and naturals decreased compared to 2007 while the total"
,numbers of suicides and undetermined cases increased.,,,
,Males represented almost 70 percent of cases.,,,
,Blacks were overrepresented in homicides.,,,
,The 45-54 year old age group had the greatest number of cases representing 20.1 percent of OCME,The 45-54 year old age group had the greatest number of cases representing 20.1 percent of OCME,The 45-54 year old age group had the greatest number of cases representing 20.1 percent of OCME,
,cases.,,,
,September had the least number of cases while February had the most.,September had the least number of cases while February had the most.,,
,Thursdays had the least number of cases while Saturdays had the most.,Thursdays had the least number of cases while Saturdays had the most.,,
,Fairfax County had the most number of residents die (n=397) but Bedford City had the highest rate (206,Fairfax County had the most number of residents die (n=397) but Bedford City had the highest rate (206,Fairfax County had the most number of residents die (n=397) but Bedford City had the highest rate (206,Fairfax County had the most number of residents die (n=397) but Bedford City had the highest rate (206
,"residents per 100,000).",,,
Virginia Department of Health,Virginia Department of Health,Office of the Chief Medical Examiner,November 2009,November 2009
