Name: “Table 1 of 1 on page 54 of 162”,Name: “Table 1 of 1 on page 54 of 162”,Name: “Table 1 of 1 on page 54 of 162”,Name: “Table 1 of 1 on page 54 of 162”,Name: “Table 1 of 1 on page 54 of 162”,Name: “Table 1 of 1 on page 54 of 162”
Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54
,,,,,
,,,,P a g e,| 52
Continued,,,,,
,,Year of Death,,,
County/City of Injury,2006,2007,2008,Total,
Emporia,2,8,2,12,
Essex,4,7,4,15,
Fairfax City,3,4,5,12,
Fairfax,221,157,144,522,
Falls Church,2,1,0,3,
Fauquier,21,32,26,79,
Floyd,13,10,5,28,
Fluvanna,9,7,14,30,
Franklin City,2,2,1,5,
Franklin,27,22,23,72,
Frederick,24,25,26,75,
Fredericksburg,22,14,15,51,
Galax,0,3,0,3,
Giles,9,5,9,23,
Gloucester,21,10,16,47,
Goochland,6,15,10,31,
Grayson,13,5,2,20,
Greene,4,14,5,23,
Greensville,10,3,2,15,
Halifax,15,22,27,64,
Hampton,31,28,28,87,
Hanover,21,27,26,74,
Harrisonburg,11,1,3,15,
Henrico,89,66,76,231,
Henry,34,15,34,83,
Highland,1,2,2,5,
Hopewell,5,8,6,19,
Isle of Wight,16,16,15,47,
James City,17,8,24,49,
King and Queen,5,7,5,17,
King George,5,7,8,20,
King William,3,7,5,15,
Lancaster,9,9,6,24,
Lee,11,16,10,37,
Lexington,3,2,1,6,
Loudoun,23,37,27,87,
Louisa,16,24,17,57,
Lunenburg,6,11,9,26,
Lynchburg,13,24,24,61,
Madison,3,9,6,18,
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,November 2009,November 2009
