Name: “Table 1 of 1 on page 63 of 162”,Name: “Table 1 of 1 on page 63 of 162”,Name: “Table 1 of 1 on page 63 of 162”,Name: “Table 1 of 1 on page 63 of 162”,Name: “Table 1 of 1 on page 63 of 162”,Name: “Table 1 of 1 on page 63 of 162”,Name: “Table 1 of 1 on page 63 of 162”,Name: “Table 1 of 1 on page 63 of 162”
Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63,Table: 63
,,,,,,,
,,,,,,P a g e,| 61
City/County of Residence,Total,Rate,Continued,City/County of Residence,Total,Rate,
Middlesex,1,9.4,,Rockingham,9,12.1,
Montgomery,9,10.0,,Russell,9,31.2,
Nelson,3,19.6,,Salem,7,27.5,
New Kent,2,11.2,,Scott,5,21.9,
Newport News,18,10.0,,Shenandoah,7,17.2,
Norfolk,28,12.0,,Smyth,6,18.8,
Northampton,1,7.5,,Southampton,3,16.2,
Northumberland,3,23.2,,Spotsylvania,15,12.5,
Norton,1,27.0,,Stafford,18,14.8,
Nottoway,3,18.9,,Staunton,1,4.2,
Orange,6,18.1,,Suffolk,10,12.2,
Page,4,16.6,,Surry,0,0.0,
Patrick,5,26.5,,Sussex,1,8.2,
Petersburg,8,24.3,,Tazewell,5,11.4,
Pittsylvania,6,9.8,,Virginia Beach,45,10.4,
Poquoson,1,8.5,,Warren,8,21.8,
Portsmouth,8,8.0,,Washington,9,17.0,
Powhatan,4,14.3,,Waynesboro,3,13.7,
Prince Edward,1,4.6,,Westmoreland,4,22.9,
Prince George,7,19.4,,Williamsburg,1,8.0,
Prince William,36,9.9,,Winchester,6,23.2,
Pulaski,2,5.7,,Wise,9,21.6,
Radford,1,6.2,,Wythe,5,17.4,
Rappahannock,3,41.9,,York,9,14.7,
Richmond City,23,11.4,,TOTAL FOR STATE,,,
Richmond,3,32.8,,RESIDENTS,915,11.8,
Roanoke City,17,18.3,,OUT OF STATE,34,ND†,
Roanoke,17,18.7,,TOTAL,949,ND,
Rockbridge,5,23.2,,† ND- No Denominator,,,
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,November 2009,November 2009
