Name: “Table 1 of 1 on page 73 of 162”,Name: “Table 1 of 1 on page 73 of 162”,Name: “Table 1 of 1 on page 73 of 162”,Name: “Table 1 of 1 on page 73 of 162”,Name: “Table 1 of 1 on page 73 of 162”,Name: “Table 1 of 1 on page 73 of 162”,Name: “Table 1 of 1 on page 73 of 162”,Name: “Table 1 of 1 on page 73 of 162”
Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73
,,,,,,,
,,,,,,P a g e,| 71
City/County of Residency,Total,Rate,Continued,City/County of Residency,Total,Rate,Rate
Dickenson,1,6.1,,Madison,1,7.3,7.3
Dinwiddie,0,0.0,,Manassas,2,5.7,5.7
Emporia,1,17.7,,Martinsville,1,6.9,6.9
Essex,0,0.0,,Mathews,0,0.0,0.0
Fairfax City,1,4.2,,Mecklenburg,4,12.4,12.4
Fairfax,22,2.2,,Middlesex,0,0.0,0.0
Falls Church,0,0.0,,Montgomery,3,3.3,3.3
Fauquier,1,1.5,,Nelson,0,0.0,0.0
Floyd,2,13.5,,New Kent,2,11.2,11.2
Fluvanna,4,15.7,,Newport News,13,7.2,7.2
Franklin City,0,0.0,,Norfolk,27,11.5,11.5
Franklin,1,1.9,,Northampton,0,0.0,0.0
Frederick,2,2.7,,Northumberland,0,0.0,0.0
Fredericksburg,1,4.4,,Norton,0,0.0,0.0
Galax,2,29.4,,Nottoway,0,0.0,0.0
Giles,0,0.0,,Orange,1,3.0,3.0
Gloucester,1,2.6,,Page,0,0.0,0.0
Goochland,1,4.8,,Patrick,0,0.0,0.0
Grayson,2,12.5,,Petersburg,4,12.2,12.2
Greene,0,0.0,,Pittsylvania,3,4.9,4.9
Greensville,3,25.1,,Poquoson,0,0.0,0.0
Halifax,3,8.5,,Portsmouth,13,12.9,12.9
Hampton,10,6.9,,Powhatan,5,17.9,17.9
Hanover,2,2.0,,Prince Edward,2,9.2,9.2
Harrisonburg,1,2.3,,Prince George,0,0.0,0.0
Henrico,17,5.8,,Prince William,13,3.6,3.6
Henry,7,12.7,,Pulaski,1,2.9,2.9
Highland,0,0.0,,Radford,2,12.4,12.4
Hopewell,3,13.0,,Rappahannock,0,0.0,0.0
Isle of Wight,3,8.5,,Richmond City,40,19.8,19.8
James City,1,1.6,,Richmond,0,0.0,0.0
King and Queen,0,0.0,,Roanoke City,9,9.7,9.7
King George,1,4.3,,Roanoke,4,4.4,4.4
King William,0,0.0,,Rockbridge,0,0.0,0.0
Lancaster,0,0.0,,Rockingham,0,0.0,0.0
Lee,2,8.5,,Russell,1,3.5,3.5
Lexington,0,0.0,,Salem,1,3.9,3.9
Loudoun,4,1.4,,Scott,1,4.4,4.4
Louisa,1,3.1,,Shenandoah,2,4.9,4.9
Lunenburg,2,15.5,,Smyth,3,9.4,9.4
Lynchburg,3,4.1,,Southampton,0,0.0,0.0
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,November 2009,November 2009
