Name: “Table 1 of 1 on page 124 of 162”,Name: “Table 1 of 1 on page 124 of 162”,Name: “Table 1 of 1 on page 124 of 162”,Name: “Table 1 of 1 on page 124 of 162”,Name: “Table 1 of 1 on page 124 of 162”
Table: 124,Table: 124,Table: 124,Table: 124,Table: 124
,,,,
,,,P a g e,| 122
"Table 36. Drug/Poison Caused Deaths by OCME District, 2008","Table 36. Drug/Poison Caused Deaths by OCME District, 2008","Table 36. Drug/Poison Caused Deaths by OCME District, 2008",,
,OCME District,Cases,Percent,
,Central,200,27.2%,
,Northern,165,22.4%,
,Tidewater,124,16.9%,
,Western,246,33.4%5,
,Total,735,100%,
"Figure 78. Proportion of Drug/Poison Caused Deaths by Manner of Death, 2008","Figure 78. Proportion of Drug/Poison Caused Deaths by Manner of Death, 2008","Figure 78. Proportion of Drug/Poison Caused Deaths by Manner of Death, 2008",,
,,Undetermined,,
,Suicide,2%,,
,20%,,,
,,,Accident,
Homicide,,,78%,
0.3%,,,,
"Figure 79. Drug/Poison Caused Deaths by Age Group by Gender, 2008","Figure 79. Drug/Poison Caused Deaths by Age Group by Gender, 2008","Figure 79. Drug/Poison Caused Deaths by Age Group by Gender, 2008",,
Virginia Department of Health,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,November 2009,November 2009
