Name: “Table 1 of 1 on page 142 of 162”,Name: “Table 1 of 1 on page 142 of 162”,Name: “Table 1 of 1 on page 142 of 162”,Name: “Table 1 of 1 on page 142 of 162”,Name: “Table 1 of 1 on page 142 of 162”,Name: “Table 1 of 1 on page 142 of 162”,Name: “Table 1 of 1 on page 142 of 162”,Name: “Table 1 of 1 on page 142 of 162”
Table: 142,Table: 142,Table: 142,Table: 142,Table: 142,Table: 142,Table: 142,Table: 142
,,,,,,,
,,,,,,P a g e,| 140
City/County of,,,,City/County of,,,
Residence,Deaths,Rate,Continued,Residence,Deaths,Rate,
Mathews,0,0.0,,Suffolk,1,1.2,
Mecklenburg,2,6.2,,Surry,1,14.0,
Middlesex,0,0.0,,Sussex,0,0.0,
Montgomery,11,12.2,,Tazewell,10,22.8,
Nelson,0,0.0,,Virginia Beach,17,3.9,
New Kent,1,5.6,,Warren,2,5.5,
Newport News,5,2.8,,Washington,7,13.2,
Norfolk,10,4.3,,Waynesboro,1,4.6,
Northampton,1,7.5,,Westmoreland,0,0.0,
Northumberland,1,7.7,,Williamsburg,0,0.0,
Norton,1,27.0,,Winchester,2,7.7,
Nottoway,0,0.0,,Wise,5,12.0,
Orange,2,6.0,,Wythe,10,34.8,
Page,1,4.1,,York,1,1.6,
Patrick,0,0.0,,Total for State,,,
Petersburg,1,3.0,,Residents,341,4.4,
Pittsylvania,6,9.8,,Out of State,15,ND*,
Poquoson,1,8.5,,Total,356,ND,
,,,,*ND- No Denominator,,,
Portsmouth,1,1.0,,,,,
Powhatan,0,0.0,,,,,
Prince Edward,0,0.0,,,,,
Prince George,1,2.8,,,,,
Prince William,9,2.5,,,,,
Pulaski,9,25.7,,,,,
Radford,2,12.4,,,,,
Rappahannock,0,0.0,,,,,
Richmond City,6,3.0,,,,,
Richmond,0,0.0,,,,,
Roanoke City,7,7.5,,,,,
Roanoke,4,4.4,,,,,
Rockbridge,1,4.6,,,,,
Rockingham,1,1.3,,,,,
Russell,4,13.9,,,,,
Salem,2,7.9,,,,,
Scott,3,13.1,,,,,
Shenandoah,4,9.8,,,,,
Smyth,0,0.0,,,,,
Southampton,1,5.4,,,,,
Spotsylvania,3,2.5,,,,,
Stafford,2,1.6,,,,,
Staunton,4,16.7,,,,,
Virginia Department of Health,,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,November 2009,November 2009
