Name: “Table 1 of 1 on page 37 of 162”,Name: “Table 1 of 1 on page 37 of 162”,Name: “Table 1 of 1 on page 37 of 162”,Name: “Table 1 of 1 on page 37 of 162”,Name: “Table 1 of 1 on page 37 of 162”,Name: “Table 1 of 1 on page 37 of 162”,Name: “Table 1 of 1 on page 37 of 162”,Name: “Table 1 of 1 on page 37 of 162”
Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37
,,,,,,,
,,,,,,P a g e,| 35
,,,Manner of Death,Manner of Death,,Continued,Continued
,Accident,Homicide,Natural,Suicide,Undetermined,,
County/City of Injury/Illness,Total,Total,Total,Total,Total,Total,Total
Portsmouth,18,16,45,10,6,95,
Powhatan,7,4,18,4,1,34,
Prince Edward,5,1,8,1,1,16,
Prince George,12,1,6,7,0,26,
Prince William,65,11,48,35,5,164,
Pulaski,19,2,10,2,3,36,
Radford,9,1,1,2,1,14,
Rappahannock,2,0,3,3,0,8,
Richmond City,85,39,102,22,1,249,
Richmond,6,1,1,4,0,12,
Roanoke City,32,13,28,19,3,95,
Roanoke,23,1,13,19,0,56,
Rockbridge,10,1,11,6,1,29,
Rockingham,19,1,7,9,3,39,
Russell,15,1,8,10,0,34,
Salem,8,2,2,5,1,18,
Scott,10,1,8,5,0,24,
Shenandoah,24,0,10,8,0,42,
Smyth,11,3,5,5,0,24,
Southampton,10,0,26,4,0,40,
Spotsylvania,30,0,25,17,1,73,
Stafford,25,6,14,15,0,60,
Staunton,8,2,6,1,0,17,
Suffolk,26,5,19,10,1,61,
Surry,4,1,0,0,0,5,
Sussex,17,0,9,1,1,28,
Tazewell,16,2,20,4,0,42,
Virginia Beach,102,18,88,45,6,259,
Warren,17,0,15,8,2,42,
Washington,22,2,23,11,3,61,
Waynesboro,7,1,7,3,0,18,
Westmoreland,11,1,5,4,0,21,
Williamsburg,3,0,10,1,0,14,
Winchester,4,0,6,7,1,18,
Wise,15,0,16,8,3,42,
Wythe,24,2,8,8,0,42,
York,14,1,15,11,0,41,
TOTAL FOR STATE,2224,387,2001,945,132,5689,5689
Out of State,46,4,7,3,2,62,
Unknown,27,8,19,1,5,60,
TOTAL,2297,399,2027,949,139,5811,5811
Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,November 2009,November 2009
