Name: “Table 1 of 1 on page 109 of 141”,Name: “Table 1 of 1 on page 109 of 141”,Name: “Table 1 of 1 on page 109 of 141”,Name: “Table 1 of 1 on page 109 of 141”,Name: “Table 1 of 1 on page 109 of 141”,Name: “Table 1 of 1 on page 109 of 141”,Name: “Table 1 of 1 on page 109 of 141”
Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107
,,,,,,
100,•,Offender Risk Assessment in Virginia,,,,
,Finding A: The total benefits of reduced jail and prison sentences were approximately $8.7,Finding A: The total benefits of reduced jail and prison sentences were approximately $8.7,Finding A: The total benefits of reduced jail and prison sentences were approximately $8.7,Finding A: The total benefits of reduced jail and prison sentences were approximately $8.7,Finding A: The total benefits of reduced jail and prison sentences were approximately $8.7,Finding A: The total benefits of reduced jail and prison sentences were approximately $8.7
,"million, with over 90 percent of the savings coming from diversions from state prisons.","million, with over 90 percent of the savings coming from diversions from state prisons.","million, with over 90 percent of the savings coming from diversions from state prisons.","million, with over 90 percent of the savings coming from diversions from state prisons.","million, with over 90 percent of the savings coming from diversions from state prisons.","million, with over 90 percent of the savings coming from diversions from state prisons."
*,Figure 6.1,,,,,
Benefits of Reduced Prison and Jail Sentences,Benefits of Reduced Prison and Jail Sentences,Benefits of Reduced Prison and Jail Sentences,Benefits of Reduced Prison and Jail Sentences,,,
,,Number of,Bed-Space,Annual Cost,,Saving per
,,Offenders,Saved (years),of Bed Space,Total Savings,Diversion
Diversions from State Prison,Diversions from State Prison,363,408.5,"$19,483","$7,959,000","$21,926"
Diversions from Local Jails,Diversions from Local Jails,,,,,
Fairfax,Fairfax,46,6.1,"43,800","265,913","5,781"
Norfolk,Norfolk,26,4.1,"16,790","69,030","2,655"
Henrico,Henrico,52,6.8,"32,485","221,812","4,266"
Newport News,Newport News,18,2.6,"17,520","45,498","2,528"
Suffolk/Isle of Wight,Suffolk/Isle of Wight,20,3.2,"13,870","44,240","2,212"
Southhampton/Franklin City,Southhampton/Franklin City,7,1.4,"19,345","27,978","3,997"
Danville,Danville,11,1.3,"15,695","20,953","1,905"
