Name: “Table 1 of 1 on page 90 of 141”,Name: “Table 1 of 1 on page 90 of 141”,Name: “Table 1 of 1 on page 90 of 141”,Name: “Table 1 of 1 on page 90 of 141”,Name: “Table 1 of 1 on page 90 of 141”,Name: “Table 1 of 1 on page 90 of 141”
Table: 88,Table: 88,Table: 88,Table: 88,Table: 88,Table: 88
,,,,,
,Diversion and Recidivism in the Context of Risk Assessment,Diversion and Recidivism in the Context of Risk Assessment,Diversion and Recidivism in the Context of Risk Assessment,•,81
Figure 5.22,,,,,
Recidivism Rates By Covariates (Arrest Resulting in Conviction),Recidivism Rates By Covariates (Arrest Resulting in Conviction),Recidivism Rates By Covariates (Arrest Resulting in Conviction),,,
,Total Number,Number Who,Percent,,
,of Cases,Recidivate,Recidivating,,
Female,189,17,9.0%,,
Male,366,59,16.1,,
Age 28+,325,46,14.2,,
"Age 
    ",230,30,13.0,,
Married,243,34,14.0,,
Never Married,312,42,13.5,,
Employed,307,47,15.3,,
Unemployed,248,29,11.7,,
Offender Not Alone When Primary,183,27,14.8,,
Offense Committed,,,,,
Offender Alone When Primary,372,49,13.2,,
Offense Committed,,,,,
"Additional Offenses (
    ",460,62,13.5,,
Additional Offenses (≥ 6),95,14,14.7,,
No Prior Arrest/Confine Past 12 Mos.,247,23,9.3,,
Prior Arrest/Confine Past 12 Mos.,308,53,17.2,,
Total Fel/Mis Conv/Adjud,168,16,9.5,,
(Risk Score ≤ 1),,,,,
Total Fel/Mis Conv/Adjud,387,60,15.5,,
(Risk Score > 1),,,,,
No Prior Felony Drug Conv/Adj,424,53,12.5,,
Prior Felony Drug Conv/Adj,131,23,17.6,,
No Prior Adult Incarcerations,179,13,7.3,,
Prior Adult Incarcerations (1-2),231,33,14.3,,
Prior Adult Incarcerations (≥ 3),145,30,20.7,,
No Prior Juvenile Incarcerations/,519,70,13.5,,
Commitments,,,,,
Prior Juvenile Incarcerations/,36,6,16.7,,
Commitments,,,,,
Drug,259,35,13.5,,
Fraud,155,16,10.3,,
Larceny,141,25,17.7,,
