Name: “Table 1 of 1 on page 44 of 87”,Name: “Table 1 of 1 on page 44 of 87”,Name: “Table 1 of 1 on page 44 of 87”,Name: “Table 1 of 1 on page 44 of 87”,Name: “Table 1 of 1 on page 44 of 87”,Name: “Table 1 of 1 on page 44 of 87”,Name: “Table 1 of 1 on page 44 of 87”
Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44
,,,,,,
"Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999-2003 ~ continued","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999-2003 ~ continued","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999-2003 ~ continued","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999-2003 ~ continued","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999-2003 ~ continued","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999-2003 ~ continued","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999-2003 ~ continued"
,,,Year of Death,Year of Death,,
Locality of Death,1999,2000,2001,2002,2003,Total
Loudoun,1,1,6,3,1,12
Louisa,0,3,1,1,1,6
Lunenburg,0,0,0,1,0,1
Lynchburg,6,6,5,12,7,36
Madison,0,0,0,1,0,1
Manassas,2,2,0,1,5,10
Martinsville,6,11,8,3,1,29
Mecklenburg,3,2,2,3,1,11
Montgomery,0,1,0,1,1,3
Nelson,0,1,2,0,0,3
New Kent,2,1,0,2,0,5
Newport News,20,23,34,23,29,129
Norfolk,61,61,51,54,59,286
Northampton,1,3,1,0,1,6
Northumberland,0,0,1,0,0,1
Norton,1,1,0,0,0,2
Nottoway,1,1,1,1,0,4
Orange,0,1,1,1,0,3
Page,1,0,0,0,0,1
Patrick,0,1,1,0,0,2
Petersburg,8,9,5,7,7,36
Pittsylvania,0,3,5,7,2,17
Portsmouth,12,16,11,8,11,58
Powhatan,0,1,1,1,0,3
Prince Edward,0,1,3,1,0,5
Prince George,1,1,1,1,1,5
Prince William,11,5,8,4,8,36
Pulaski,2,2,2,1,0,7
Radford,0,1,0,0,0,1
Rappahannock,1,0,0,0,1,2
Richmond City,92,95,83,102,115,487
Richmond,1,0,0,0,0,1
Roanoke City,13,14,18,20,22,87
Roanoke,0,1,0,2,1,4
Rockbridge,0,0,0,0,3,3
Rockingham,1,0,1,1,0,3
Russell,0,4,0,2,1,7
Salem,0,0,1,0,0,1
Scott,0,0,0,1,1,2
Shenandoah,0,1,0,0,3,4
Smyth,0,0,0,3,0,3
Southampton,4,1,1,0,2,8
Spotsylvania,1,1,0,3,4,9
Stafford,0,2,1,1,4,8
Staunton,0,0,1,0,1,2
Suffolk,5,3,6,4,2,20
Surry,1,1,0,1,0,3
Sussex,2,2,3,0,0,7
Tazewell,0,3,1,2,2,8
Virginia Beach,12,7,11,5,23,58
Warren,0,1,0,1,0,2
Washington,2,3,3,2,2,12
Waynesboro,1,2,0,0,0,3
Westmoreland,3,2,0,0,0,5
Williamsburg,0,0,1,2,2,5
Winchester,6,3,2,5,2,18
Wise,1,1,2,2,1,7
Wythe,2,2,2,0,0,6
York,1,2,1,0,0,4
Out of State,3,4,5,0,2,14
Total,448,462,428,427,459,2224
,,"Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004"
,,,,,,Page 39
