Name: “Table 1 of 1 on page 24 of 87”,Name: “Table 1 of 1 on page 24 of 87”,Name: “Table 1 of 1 on page 24 of 87”,Name: “Table 1 of 1 on page 24 of 87”,Name: “Table 1 of 1 on page 24 of 87”,Name: “Table 1 of 1 on page 24 of 87”,Name: “Table 1 of 1 on page 24 of 87”
Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24
,,,,,,
,"Table 8. Total Cases by Locality of Residence, 2003","Table 8. Total Cases by Locality of Residence, 2003","Table 8. Total Cases by Locality of Residence, 2003","Table 8. Total Cases by Locality of Residence, 2003","Table 8. Total Cases by Locality of Residence, 2003",
,,,Manner of Death,Manner of Death,,
Locality of Residence,Accident,Homicide,Natural,Suicide,Undetermined,Total
Accomack,19,2,12,4,0,37
Albemarle,21,3,13,10,0,47
Alexandria,14,3,23,16,1,57
Alleghany,2,0,6,4,0,12
Amelia,7,1,3,2,0,13
Amherst,10,2,27,2,1,42
Appomattox,9,0,4,3,0,16
Arlington,29,2,40,12,1,84
Augusta,27,4,15,11,1,58
Bath,7,0,2,0,0,9
Bedford City,3,0,1,0,0,4
Bedford,22,0,20,9,1,52
Bland,2,0,2,2,0,6
Botetourt,6,1,5,2,0,14
Bristol,4,0,7,5,0,16
Brunswick,9,3,8,2,0,22
Buchanan,17,2,22,4,0,45
Buckingham,15,3,5,0,0,23
Buena Vista,1,0,1,0,0,2
Campbell,17,1,6,4,0,28
Caroline,10,1,7,4,0,22
Carroll,9,2,18,2,0,31
Charles City,5,1,1,0,0,7
Charlotte,8,0,1,0,0,9
Charlottesville,13,0,21,4,0,38
Chesapeake,42,8,45,19,1,115
Chesterfield,67,22,58,31,0,178
Clarke,3,1,2,2,0,8
Colonial Heights,5,1,4,1,0,11
Covington,2,0,1,0,0,3
Craig,1,0,1,3,0,5
Culpeper,17,0,15,8,0,40
Cumberland,3,0,7,1,0,11
Danville,9,4,17,10,0,40
Dickenson,9,0,5,3,1,18
Dinwiddie,13,2,17,7,0,39
Emporia,3,0,2,1,0,6
Essex,2,0,1,2,0,5
Fairfax City,7,0,4,0,1,12
Fairfax,148,11,140,62,2,363
Falls Church,1,0,3,0,0,4
Fauquier,20,4,15,7,0,46
Floyd,12,1,14,0,0,27
Fluvanna,17,0,7,3,0,27
Franklin City,1,0,0,0,0,1
Franklin,21,3,13,9,1,47
Frederick,22,1,10,8,0,41
Fredericksburg,15,0,9,3,0,27
Galax,1,0,0,1,0,2
Giles,10,0,2,2,0,14
Gloucester,9,1,14,6,0,30
Goochland,8,2,7,2,0,19
Grayson,5,0,4,4,1,14
Greene,3,4,1,1,1,10
Greensville,6,0,12,0,0,18
Halifax,17,4,18,3,1,43
Hampton,36,15,86,11,2,150
Hanover,24,3,23,10,0,60
Harrisonburg,7,0,6,2,0,15
Henrico,79,22,63,34,4,202
Henry,22,3,15,12,2,54
Highland,1,0,0,0,0,1
Hopewell,8,2,7,3,0,20
Isle of Wight,15,2,10,2,0,29
James City,10,1,24,5,1,41
King & Queen,4,1,0,1,0,6
King George,9,0,3,1,0,13
King William,6,2,0,1,0,9
Lancaster,2,0,2,0,0,4
,,,"Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004"
,,,,,,Page 19
