Name: “Table 1 of 1 on page 43 of 87”,Name: “Table 1 of 1 on page 43 of 87”,Name: “Table 1 of 1 on page 43 of 87”,Name: “Table 1 of 1 on page 43 of 87”,Name: “Table 1 of 1 on page 43 of 87”,Name: “Table 1 of 1 on page 43 of 87”,Name: “Table 1 of 1 on page 43 of 87”
Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43
,,,,,,
"Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999-2003","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999-2003","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999-2003","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999-2003","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999-2003","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999-2003","Table 15. Homicide Deaths by Locality of Death by Year of Death, 1999-2003"
,,,Year of Death,Year of Death,,
Locality of Death,1999,2000,2001,2002,2003,Total
Accomack,2,1,1,0,1,5
Albemarle,5,1,3,2,3,14
Alexandria,2,2,5,0,5,14
Alleghany,0,0,0,2,0,2
Amelia,0,1,0,0,1,2
Amherst,1,3,0,1,1,6
Appomattox,1,0,0,1,0,2
Arlington,3,10,2,5,3,23
Augusta,1,3,1,3,4,12
Bedford,2,1,1,2,0,6
Bland,0,1,0,0,0,1
Botetourt,0,2,0,0,1,3
Bristol,1,1,2,0,0,4
Brunswick,1,1,0,2,2,6
Buchanan,1,2,1,4,2,10
Buckingham,0,0,0,0,2,2
Campbell,2,1,0,0,0,3
Caroline,0,0,1,0,0,1
Carroll,1,2,0,1,1,5
Charles City,0,1,0,0,0,1
Charlotte,2,0,0,2,1,5
Charlottesville,6,7,7,5,4,29
Chesapeake,6,9,8,5,4,32
Chesterfield,8,6,6,5,7,32
Clarke,2,0,0,1,1,4
Colonial Heights,1,0,0,0,0,1
Covington,0,0,0,1,0,1
Craig,0,0,0,1,0,1
Culpepper,0,1,3,1,2,7
Cumberland,0,2,0,0,0,2
Danville,9,10,6,8,5,38
Dickenson,0,1,0,2,0,3
Dinwiddie,1,1,2,2,2,8
Emporia,0,2,2,0,0,4
Essex,0,1,3,1,0,5
Fairfax City,0,0,0,1,0,1
Fairfax,26,21,23,19,15,104
Falls Church,1,0,0,0,0,1
Fauquier,3,0,3,1,2,9
Floyd,0,1,2,0,0,3
Fluvanna,0,1,0,0,0,1
Franklin,2,2,2,2,3,11
Frederick,0,0,0,2,1,3
Fredericksburg,4,4,3,1,0,12
Galax,4,1,2,0,0,7
Giles,0,0,0,1,0,1
Gloucester,1,2,1,3,2,9
Goochland,0,0,2,0,2,4
Grayson,0,0,2,1,0,3
Greene,0,0,0,0,4,4
Greensville,15,9,3,6,2,35
Halifax,2,4,3,8,4,21
Hampton,14,8,10,7,12,51
Hanover,2,3,1,4,2,12
Harrisonburg,1,4,1,0,0,6
Henrico,12,8,8,7,19,54
Henry,3,2,1,6,2,14
Highland,0,0,0,0,1,1
Hopewell,5,1,1,3,2,12
Isle of Wight,1,1,1,0,0,3
James City,0,1,3,0,0,4
King & Queen,0,0,3,0,2,5
King George,1,1,1,0,0,3
King William,1,0,0,1,1,3
Lancaster,0,0,3,0,0,3
Lee,1,2,2,1,2,8
,,"Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004"
,,,,,,Page 38
