Name: “Table 1 of 1 on page 66 of 87”,Name: “Table 1 of 1 on page 66 of 87”,Name: “Table 1 of 1 on page 66 of 87”,Name: “Table 1 of 1 on page 66 of 87”,Name: “Table 1 of 1 on page 66 of 87”,Name: “Table 1 of 1 on page 66 of 87”,Name: “Table 1 of 1 on page 66 of 87”,Name: “Table 1 of 1 on page 66 of 87”,Name: “Table 1 of 1 on page 66 of 87”,Name: “Table 1 of 1 on page 66 of 87”
Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66
,,,,,,,,,
ETHANOL RELATED ACCIDENTAL DEATHS,ETHANOL RELATED ACCIDENTAL DEATHS,ETHANOL RELATED ACCIDENTAL DEATHS,ETHANOL RELATED ACCIDENTAL DEATHS,ETHANOL RELATED ACCIDENTAL DEATHS,ETHANOL RELATED ACCIDENTAL DEATHS,ETHANOL RELATED ACCIDENTAL DEATHS,,,
Ethanol was detected in 23.6 percent of all accidental deaths in 2003. Vehicular related accidental,Ethanol was detected in 23.6 percent of all accidental deaths in 2003. Vehicular related accidental,Ethanol was detected in 23.6 percent of all accidental deaths in 2003. Vehicular related accidental,Ethanol was detected in 23.6 percent of all accidental deaths in 2003. Vehicular related accidental,Ethanol was detected in 23.6 percent of all accidental deaths in 2003. Vehicular related accidental,Ethanol was detected in 23.6 percent of all accidental deaths in 2003. Vehicular related accidental,Ethanol was detected in 23.6 percent of all accidental deaths in 2003. Vehicular related accidental,Ethanol was detected in 23.6 percent of all accidental deaths in 2003. Vehicular related accidental,Ethanol was detected in 23.6 percent of all accidental deaths in 2003. Vehicular related accidental,Ethanol was detected in 23.6 percent of all accidental deaths in 2003. Vehicular related accidental
deaths had detectable levels of ethanol in 26.8 percent of those deaths.,deaths had detectable levels of ethanol in 26.8 percent of those deaths.,deaths had detectable levels of ethanol in 26.8 percent of those deaths.,deaths had detectable levels of ethanol in 26.8 percent of those deaths.,deaths had detectable levels of ethanol in 26.8 percent of those deaths.,deaths had detectable levels of ethanol in 26.8 percent of those deaths.,deaths had detectable levels of ethanol in 26.8 percent of those deaths.,,,
"Figure 59. Accidental Deaths by Presence of Ethanol by Method of Death, 2003","Figure 59. Accidental Deaths by Presence of Ethanol by Method of Death, 2003","Figure 59. Accidental Deaths by Presence of Ethanol by Method of Death, 2003","Figure 59. Accidental Deaths by Presence of Ethanol by Method of Death, 2003","Figure 59. Accidental Deaths by Presence of Ethanol by Method of Death, 2003","Figure 59. Accidental Deaths by Presence of Ethanol by Method of Death, 2003","Figure 59. Accidental Deaths by Presence of Ethanol by Method of Death, 2003","Figure 59. Accidental Deaths by Presence of Ethanol by Method of Death, 2003","Figure 59. Accidental Deaths by Presence of Ethanol by Method of Death, 2003",
0,,,,,,,,,
Other,,2,,,,,,,
0,,,,,,,,,
Animal Related,,3,,,,,,,
,,1,,,,,,,
Machinery,,7,,,,,,,
,,1,,,,,,,
Aircraft,12,,,,,,,,
0,,,,,,,,,
Electrical,14,,,,,,,,
,,5,,,,,,,
Unknown,13,,,,,Ethanol > = 0.01%,Ethanol > = 0.01%,,
,,7,,,,,,,
Poisoned,13,,,,,No Ethanol,,,
,,9,,,,,,,
Exposure,,22,,,,,,,
,,6,,,,,,,
Traumatic Injury,,41,,,,,,,
,20,,,,,,,,
Fire,,67,,,,,,,
,,50,,,,,,,
Asphyxia,,128,,,,,,,
,,26,,,,,,,
Fall,,,,,357,,,,
,,148,,,,,,,
Drug Use,,,,,345,,,,
,,,,270,,,,,
Vehicular,,,,,,,,738,
0,,100,200,300,400,500,600,700,800
,,,,,"Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004"
,,,,,,,,Page 61,Page 61
