Name: “Table 1 of 1 on page 34 of 87”,Name: “Table 1 of 1 on page 34 of 87”,Name: “Table 1 of 1 on page 34 of 87”,Name: “Table 1 of 1 on page 34 of 87”,Name: “Table 1 of 1 on page 34 of 87”,Name: “Table 1 of 1 on page 34 of 87”,Name: “Table 1 of 1 on page 34 of 87”
Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34
,,,,,,
"Table 11. Accidental Deaths by Locality of Death by Year of Death , 1999-2003 ~ continued","Table 11. Accidental Deaths by Locality of Death by Year of Death , 1999-2003 ~ continued","Table 11. Accidental Deaths by Locality of Death by Year of Death , 1999-2003 ~ continued","Table 11. Accidental Deaths by Locality of Death by Year of Death , 1999-2003 ~ continued","Table 11. Accidental Deaths by Locality of Death by Year of Death , 1999-2003 ~ continued","Table 11. Accidental Deaths by Locality of Death by Year of Death , 1999-2003 ~ continued","Table 11. Accidental Deaths by Locality of Death by Year of Death , 1999-2003 ~ continued"
,,,Year of Death,,,
Locality of Death,1999,2000,2001,2002,2003,Total
Lancaster,11,8,5,9,4,37
Lee,8,14,13,6,23,64
Lexington,10,4,1,5,1,21
Loudoun,15,16,25,15,26,97
Louisa,7,11,8,12,7,45
Lunenburg,7,4,2,8,2,23
Lynchburg,39,42,39,40,45,205
Madison,2,2,2,4,5,15
Manassas,15,10,12,12,14,63
Martinsville,17,13,24,15,17,86
Mathews,2,1,3,2,4,12
Mecklenburg,13,14,12,13,13,65
Middlesex,5,2,4,6,4,21
Montgomery,29,21,29,22,22,123
Nelson,5,5,5,9,7,31
New Kent,2,6,7,2,8,25
Newport News,56,56,52,52,55,271
Norfolk,114,127,144,138,105,628
Northampton,9,7,13,10,10,49
Northumberland,0,3,2,1,3,9
Norton,6,5,6,5,5,27
Nottoway,7,3,6,2,10,28
Orange,7,4,6,10,6,33
Page,3,10,10,7,7,37
Patrick,4,6,8,7,6,31
Petersburg,19,18,10,18,13,78
Pittsylvania,8,12,21,21,7,69
Poquoson,3,0,2,0,0,5
Portsmouth,24,23,24,24,27,122
Powhatan,0,2,5,3,8,18
Prince Edward,2,7,11,4,8,32
Prince George,3,9,7,8,5,32
Prince William,20,38,36,36,42,172
Pulaski,11,8,18,20,14,71
Radford,2,3,1,3,0,9
Rappahannock,1,0,1,1,3,6
Richmond City,166,200,188,179,225,958
Richmond,3,1,1,2,1,8
Roanoke City,74,76,80,98,89,417
Roanoke,8,10,10,8,15,51
Rockbridge,6,11,2,9,12,40
Rockingham,10,9,11,13,19,62
Russell,9,11,29,12,29,90
Salem,3,10,6,8,10,37
Scott,3,10,9,12,9,43
Shenandoah,6,8,7,12,11,44
Smyth,9,10,9,10,11,49
Southampton,9,17,12,6,7,51
Spotsylvania,13,21,15,8,13,70
Stafford,7,7,12,4,12,42
Staunton,1,1,3,1,6,12
Suffolk,20,21,17,31,14,103
Surry,1,5,3,4,1,14
Sussex,9,3,7,9,6,34
Tazewell,8,9,15,19,20,71
Virginia Beach,57,70,73,67,72,339
Warren,7,11,5,9,16,48
Washington,19,21,9,17,25,91
Waynesboro,2,1,3,3,0,9
Westmoreland,5,1,9,6,5,26
Williamsburg,2,10,16,13,7,48
Winchester,16,21,25,29,18,109
Wise,7,16,7,11,21,62
Wythe,6,15,12,20,6,59
York,2,8,12,2,11,35
Unknown,1,0,0,0,0,1
Out of State,1,1,2,0,2,6
TOTAL,1820,1969,2035,2145,2305,10274
,,,"Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004"
,,,,,,Page 29
