Name: “Table 1 of 1 on page 38 of 87”,Name: “Table 1 of 1 on page 38 of 87”,Name: “Table 1 of 1 on page 38 of 87”,Name: “Table 1 of 1 on page 38 of 87”,Name: “Table 1 of 1 on page 38 of 87”,Name: “Table 1 of 1 on page 38 of 87”,Name: “Table 1 of 1 on page 38 of 87”
Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38
,,,,,,
"Table 13. Suicide Deaths by Locality of Death by Year of Death, 1999-2003","Table 13. Suicide Deaths by Locality of Death by Year of Death, 1999-2003","Table 13. Suicide Deaths by Locality of Death by Year of Death, 1999-2003","Table 13. Suicide Deaths by Locality of Death by Year of Death, 1999-2003","Table 13. Suicide Deaths by Locality of Death by Year of Death, 1999-2003","Table 13. Suicide Deaths by Locality of Death by Year of Death, 1999-2003","Table 13. Suicide Deaths by Locality of Death by Year of Death, 1999-2003"
,,,Year of Death,Year of Death,,
Locality of Death,1999,2000,2001,2002,2003,Total
Accomack,6,4,2,2,4,18
Albemarle,7,8,7,5,10,37
Alexandria,8,9,11,13,18,59
Alleghany,0,2,3,1,4,10
Amelia,0,0,1,2,2,5
Amherst,4,1,3,10,1,19
Appomattox,0,0,1,4,2,7
Arlington,9,14,10,22,15,70
Augusta,11,6,3,10,12,42
Bath,0,0,1,0,0,1
Bedford City,1,2,2,0,0,5
Bedford,9,11,10,4,7,41
Bland,3,0,1,0,3,7
Botetourt,5,4,4,4,2,19
Bristol,0,2,1,1,3,7
Brunswick,0,1,0,2,4,7
Buchanan,6,4,9,8,5,32
Buckingham,4,4,2,2,0,12
Buena Vista,0,2,0,1,0,3
Campbell,4,5,9,2,5,25
Caroline,5,3,1,2,5,16
Carroll,6,10,3,3,2,24
Charles City,1,1,0,1,1,4
Charlotte,3,0,3,1,0,7
Charlottesville,10,13,16,7,8,54
Chesapeake,18,8,17,12,16,71
Chesterfield,28,22,25,26,29,130
Clarke,3,1,0,2,2,8
Colonial Heights,3,1,1,3,1,9
Covington,0,2,0,2,0,4
Craig,1,0,0,2,3,6
Culpepper,10,2,5,5,8,30
Cumberland,2,1,0,1,0,4
Danville,11,12,11,7,10,51
Dickenson,3,3,4,6,4,20
Dinwiddie,8,5,2,6,6,27
Emporia,2,0,0,1,1,4
Essex,1,1,1,4,3,10
Fairfax City,2,1,0,2,0,5
Fairfax,62,75,64,87,64,352
Falls Church,0,1,0,0,0,1
Fauquier,5,3,7,6,8,29
Floyd,1,0,1,2,0,4
Fluvanna,1,0,3,1,3,8
Franklin,5,6,9,9,8,37
Frederick,1,2,0,6,7,16
Fredericksburg,5,6,5,8,11,35
Galax,3,1,2,3,1,10
Giles,0,5,2,1,3,11
Gloucester,3,2,3,6,6,20
Goochland,2,1,2,2,2,9
Grayson,1,0,0,0,5,6
Greene,2,3,1,0,2,8
Greensville,2,6,2,2,2,14
Halifax,5,6,4,8,3,26
Hampton,12,10,12,10,11,55
Hanover,4,10,13,6,7,40
Harrisonburg,7,2,3,2,3,17
Henrico,32,26,37,19,35,149
Henry,6,8,5,5,4,28
Highland,1,0,0,1,0,2
Hopewell,4,3,5,3,2,17
Isle of Wight,2,7,3,4,4,20
James City,1,3,3,4,3,14
King & Queen,3,1,1,0,1,6
King George,4,3,2,2,1,12
King William,2,1,2,0,1,6
,,,"Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004"
,,,,,,Page 33
