Name: “Table 1 of 1 on page 21 of 87”,Name: “Table 1 of 1 on page 21 of 87”,Name: “Table 1 of 1 on page 21 of 87”,Name: “Table 1 of 1 on page 21 of 87”,Name: “Table 1 of 1 on page 21 of 87”,Name: “Table 1 of 1 on page 21 of 87”,Name: “Table 1 of 1 on page 21 of 87”
Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21
,,,,,,
,"Table 7. Total Cases by Locality of Death, 2003","Table 7. Total Cases by Locality of Death, 2003","Table 7. Total Cases by Locality of Death, 2003","Table 7. Total Cases by Locality of Death, 2003","Table 7. Total Cases by Locality of Death, 2003",
,,,Manner of Death,Manner of Death,,
Locality of Death,Accident,Homicide,Natural,Suicide,Undetermined,Total
Accomack,16,1,8,4,0,29
Albemarle,26,3,14,10,0,53
Alexandria,14,5,40,18,0,77
Alleghany,3,0,8,4,0,15
Amelia,2,1,3,2,0,8
Amherst,5,1,17,1,1,25
Appomattox,2,0,3,2,0,7
Arlington,31,3,60,15,1,110
Augusta,26,4,16,12,1,59
Bath,6,0,1,0,0,7
Bedford City,2,0,2,0,0,4
Bedford,14,0,18,7,1,40
Bland,2,0,1,3,0,6
Botetourt,6,1,4,2,0,13
Bristol,6,0,5,3,0,14
Brunswick,5,2,6,4,0,17
Buchanan,20,2,24,5,0,51
Buckingham,8,2,7,0,0,17
Buena Vista,0,0,0,0,0,0
Campbell,15,0,4,5,0,24
Caroline,6,0,10,5,0,21
Carroll,8,1,13,2,0,24
Charles City,4,0,1,1,0,6
Charlotte,4,1,0,0,0,5
Charlottesville,83,4,30,8,2,127
Chesapeake,38,4,40,16,1,99
Chesterfield,50,7,52,29,0,138
Clarke,6,1,1,2,0,10
Colonial Heights,1,0,2,1,0,4
Covington,2,0,1,0,0,3
Craig,1,0,1,3,0,5
Culpeper,11,2,16,8,0,37
Cumberland,2,0,3,0,0,5
Danville,21,5,18,10,1,55
Dickenson,7,0,2,4,1,14
Dinwiddie,8,2,13,6,1,30
Emporia,8,0,8,1,0,17
Essex,8,0,4,3,0,15
Fairfax City,3,0,4,0,0,7
Fairfax,232,15,160,64,6,477
Falls Church,0,0,2,0,0,2
Fauquier,21,2,16,8,0,47
Floyd,11,0,6,0,0,17
Fluvanna,11,0,5,3,0,19
Franklin City,1,0,1,0,0,2
Franklin,16,3,14,8,1,42
Frederick,15,1,6,7,0,29
Fredericksburg,39,0,23,11,3,76
Galax,3,0,6,1,1,11
Giles,12,0,3,3,0,18
Gloucester,11,2,11,6,0,30
Goochland,8,2,3,2,0,15
Grayson,4,0,1,5,1,11
Greene,3,4,1,2,0,10
Greensville,3,2,15,2,0,22
Halifax,16,4,19,3,1,43
Hampton,33,12,88,11,2,146
Hanover,25,2,23,7,0,57
Harrisonburg,10,0,9,3,0,22
Henrico,65,19,71,35,3,193
Henry,17,2,8,4,1,32
Highland,0,1,0,0,0,1
Hopewell,3,2,4,2,0,11
Isle of Wight,13,0,4,4,0,21
James City,11,0,30,3,0,44
King & Queen,3,2,0,1,0,6
King George,5,0,3,1,0,9
King William,3,1,0,1,0,5
Lancaster,4,0,2,1,0,7
,,,"Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004"
,,,,,,Page 16
