Name: “Table 1 of 1 on page 39 of 87”,Name: “Table 1 of 1 on page 39 of 87”,Name: “Table 1 of 1 on page 39 of 87”,Name: “Table 1 of 1 on page 39 of 87”,Name: “Table 1 of 1 on page 39 of 87”,Name: “Table 1 of 1 on page 39 of 87”,Name: “Table 1 of 1 on page 39 of 87”
Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39
,,,,,,
"Table 13. Suicide Deaths by Locality of Death by Year of Death, 1999–2003 continued","Table 13. Suicide Deaths by Locality of Death by Year of Death, 1999–2003 continued","Table 13. Suicide Deaths by Locality of Death by Year of Death, 1999–2003 continued","Table 13. Suicide Deaths by Locality of Death by Year of Death, 1999–2003 continued","Table 13. Suicide Deaths by Locality of Death by Year of Death, 1999–2003 continued","Table 13. Suicide Deaths by Locality of Death by Year of Death, 1999–2003 continued","Table 13. Suicide Deaths by Locality of Death by Year of Death, 1999–2003 continued"
,,,Year of Death,Year of Death,,
Locality of Death,1999,2000,2001,2002,2003,Total
Lancaster,0,2,0,1,1,4
Lee,5,4,3,6,5,23
Lexington,1,1,0,0,0,2
Loudoun,13,6,17,10,17,63
Louisa,4,3,6,3,5,21
Lunenburg,2,0,0,3,2,7
Lynchburg,8,10,5,12,10,45
Madison,1,4,2,1,1,9
Manassas,7,4,3,3,3,20
Martinsville,4,5,9,6,9,33
Mathews,1,3,0,2,0,6
Mecklenburg,4,3,6,4,6,23
Middlesex,1,0,2,2,1,6
Montgomery,13,3,10,8,4,38
Nelson,7,3,2,2,5,19
New Kent,3,4,2,4,1,14
Newport News,15,24,23,16,16,94
Norfolk,28,28,43,32,31,162
Northampton,1,4,0,4,1,10
Northumberland,1,0,1,2,1,5
Norton,2,5,5,0,2,14
Nottoway,2,1,0,4,1,8
Orange,4,3,1,3,3,14
Page,1,2,3,3,5,14
Patrick,5,3,1,6,4,19
Petersburg,4,4,4,3,3,18
Pittsylvania,9,9,9,15,8,50
Poquoson,2,0,1,1,1,5
Portsmouth,13,6,14,10,10,53
Powhatan,1,2,5,6,1,15
Prince Edward,4,2,1,1,1,9
Prince George,4,3,0,6,3,16
Prince William,26,25,21,15,20,107
Pulaski,4,4,7,11,7,33
Radford,3,3,1,2,0,9
Rappahannock,0,1,0,2,1,4
Richmond City,42,21,45,44,27,179
Richmond,1,1,4,0,3,9
Roanoke City,22,28,18,21,19,108
Roanoke,6,12,10,15,10,53
Rockbridge,4,3,2,2,2,13
Rockingham,2,5,12,5,4,28
Russell,6,9,9,6,2,32
Salem,3,4,1,2,8,18
Scott,7,9,4,3,3,26
Shenandoah,5,8,5,5,8,31
Smyth,6,4,3,3,2,18
Southampton,3,4,3,3,2,15
Spotsylvania,5,5,9,11,9,39
Stafford,12,5,5,8,7,37
Staunton,2,3,3,4,3,15
Suffolk,0,9,7,4,8,28
Surry,1,1,1,1,1,5
Sussex,3,1,4,2,3,13
Tazewell,15,9,7,5,9,45
Virginia Beach,44,42,37,35,43,201
Warren,5,6,6,4,1,22
Washington,8,16,12,6,7,49
Waynesboro,3,3,2,4,1,13
Westmoreland,1,4,2,2,2,11
Williamsburg,3,2,2,2,5,14
Winchester,12,8,5,10,9,44
Wise,7,3,8,9,7,34
Wythe,4,3,8,7,5,27
York,5,4,3,1,7,20
Out of State,0,3,5,2,5,15
TOTAL,810,775,809,818,804,4016
,,"Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004"
,,,,,,Page 34
