Name: “Table 1 of 1 on page 22 of 87”,Name: “Table 1 of 1 on page 22 of 87”,Name: “Table 1 of 1 on page 22 of 87”,Name: “Table 1 of 1 on page 22 of 87”,Name: “Table 1 of 1 on page 22 of 87”,Name: “Table 1 of 1 on page 22 of 87”,Name: “Table 1 of 1 on page 22 of 87”
Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22
,,,,,,
,"Table 7. Total Cases by Locality of Death, 2003 ~ continued","Table 7. Total Cases by Locality of Death, 2003 ~ continued","Table 7. Total Cases by Locality of Death, 2003 ~ continued","Table 7. Total Cases by Locality of Death, 2003 ~ continued","Table 7. Total Cases by Locality of Death, 2003 ~ continued",
,,,Manner of Death,Manner of Death,,
Locality of Death,Accident,Homicide,Natural,Suicide,Undetermined,Total
Lee,23,2,11,5,1,42
Lexington,1,0,2,0,0,3
Loudoun,26,1,26,17,1,71
Louisa,7,1,7,5,1,21
Lunenburg,2,0,3,2,0,7
Lynchburg,45,7,30,10,0,92
Madison,5,0,7,1,1,14
Manassas,14,5,7,3,1,30
Martinsville,17,1,11,9,1,39
Mathews,4,0,1,0,0,5
Mecklenburg,13,1,14,6,0,34
Middlesex,4,0,2,1,0,7
Montgomery,22,1,19,4,2,48
Nelson,7,0,2,5,0,14
New Kent,8,0,1,1,0,10
Newport News,56,29,80,16,1,182
Norfolk,105,59,117,31,8,320
Northampton,10,1,10,1,1,23
Northumberland,3,0,2,1,1,7
Norton,5,0,5,2,0,12
Nottoway,10,0,20,1,0,31
Orange,6,0,9,3,0,18
Page,7,0,6,5,1,19
Patrick,6,0,3,4,0,13
Petersburg,13,7,38,3,0,61
Pittsylvania,7,2,17,8,0,34
Poquoson,0,0,1,1,0,2
Portsmouth,27,11,61,10,4,113
Powhatan,8,0,17,1,1,27
Prince Edward,8,0,12,1,1,22
Prince George,5,1,2,3,1,12
Prince William,42,8,41,20,1,112
Pulaski,14,0,9,7,1,31
Radford,0,0,1,0,0,1
Rappahannock,3,1,2,1,0,7
Richmond City,225,115,158,27,1,526
Richmond,1,0,5,3,0,9
Roanoke City,89,22,37,19,1,168
Roanoke,15,1,7,10,0,33
Rockbridge,12,3,9,2,0,26
Rockingham,19,0,16,4,0,39
Russell,29,1,9,2,0,41
Salem,10,0,13,8,0,31
Scott,9,1,1,3,0,14
Shenandoah,11,3,13,8,0,35
Smyth,11,0,5,2,0,18
South Boston,0,0,0,0,0,0
Southampton,7,2,9,2,0,20
Spotsylvania,13,4,20,9,0,46
Stafford,12,4,10,7,0,33
Staunton,6,1,11,3,0,21
Suffolk,14,2,28,8,1,53
Surry,1,0,5,1,0,7
Sussex,6,0,7,3,1,17
Tazewell,20,2,16,9,0,47
Virginia Beach,72,23,111,43,5,254
Warren,16,0,14,1,0,31
Washington,25,2,20,7,0,54
Waynesboro,0,0,4,1,1,6
Westmoreland,5,0,3,2,0,10
Williamsburg,6,2,22,5,1,36
Winchester,18,2,15,9,1,45
Wise,21,1,8,7,0,37
Wythe,6,0,6,5,0,17
York,11,0,9,7,0,27
Unknown,0,0,0,0,1,1
Out of State,2,2,2,5,1,12
Total,2305,459,2181,804,72,5821
,,,"Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004"
,,,,,,Page 17
