Name: “Table 1 of 1 on page 25 of 110”,Name: “Table 1 of 1 on page 25 of 110”,Name: “Table 1 of 1 on page 25 of 110”,Name: “Table 1 of 1 on page 25 of 110”,Name: “Table 1 of 1 on page 25 of 110”,Name: “Table 1 of 1 on page 25 of 110”,Name: “Table 1 of 1 on page 25 of 110”
Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25
,,,,,,
,,,,,,~continued
,,,MANNER,MANNER,,
,Accident,Homicide,Natural,Suicide,Undetermined,
Locality of Injury Leading to Death,Total,Total,Total,Total,Total,Total
PITTSYLVANIA COUNTY,22,3,14,11,0,50
POQUOSON,1,0,3,1,0,5
PORTSMOUTH,24,22,59,13,4,122
POWHATAN COUNTY,8,0,32,5,0,45
PRINCE EDWARD COUNTY,13,3,7,2,0,25
PRINCE GEORGE COUNTY,8,1,7,2,0,18
PRINCE WILLIAM COUNTY,54,11,49,37,1,152
PULASKI COUNTY,19,0,5,7,3,34
RADFORD,6,0,3,4,0,13
RAPPAHANNOCK COUNTY,6,0,0,1,0,7
RICHMOND CITY,113,95,135,36,5,384
RICHMOND COUNTY,3,1,3,4,0,11
ROANOKE CITY,29,15,32,18,2,96
ROANOKE COUNTY,26,2,12,14,1,55
ROCKBRIDGE COUNTY,9,1,11,2,0,23
ROCKINGHAM COUNTY,23,1,10,7,1,42
RUSSELL COUNTY,18,1,6,5,1,31
SALEM,7,0,4,3,0,14
SCOTT COUNTY,5,0,4,3,0,12
SHENANDOAH COUNTY,12,0,7,10,0,29
SMYTH COUNTY,14,7,4,7,0,32
SOUTHAMPTON COUNTY,13,1,10,2,0,26
SPOTSYLVANIA COUNTY,30,0,24,6,0,60
STAFFORD COUNTY,14,2,15,12,0,43
STAUNTON CITY,2,1,8,3,1,15
SUFFOLK,19,10,24,6,1,60
SURRY COUNTY,7,1,0,0,0,8
SUSSEX COUNTY,9,0,6,0,0,15
TAZEWELL COUNTY,38,1,14,12,1,66
VIRGINIA BEACH,103,24,115,30,2,274
WARREN COUNTY,11,0,6,8,0,25
WASHINGTON COUNTY,26,2,20,8,1,57
WAYNESBORO,9,0,3,6,0,18
WESTMORELAND COUNTY,6,1,3,4,0,14
WILLIAMSBURG CITY,10,3,29,8,1,51
WINCHESTER CITY,16,1,11,3,0,31
WISE COUNTY,13,3,14,8,0,38
WYTHE COUNTY,10,0,11,7,0,28
YORK COUNTY,15,2,15,4,0,36
TOTAL FOR STATE,2193,492,2191,869,75,5820
OUT OF STATE,34,2,8,5,1,50
OUT OF COUNTRY,0,0,1,0,0,1
UNKNOWN,21,4,5,1,5,30
TOTAL,2248,498,2205,875,81,5907
,"Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006","Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006","Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006","Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006",,
,Page 19,Page 19,,,,
