Name: “Table 1 of 1 on page 54 of 110”,Name: “Table 1 of 1 on page 54 of 110”,Name: “Table 1 of 1 on page 54 of 110”,Name: “Table 1 of 1 on page 54 of 110”,Name: “Table 1 of 1 on page 54 of 110”,Name: “Table 1 of 1 on page 54 of 110”,Name: “Table 1 of 1 on page 54 of 110”,Name: “Table 1 of 1 on page 54 of 110”,Name: “Table 1 of 1 on page 54 of 110”
Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54
,,,,,,,,
,,,,,,,,~continued
,,,Year of Death,Year of Death,Year of Death,,,
Locality of Death,1999,2000,2001,2002,2003,2004,2005,Total
Charlotte,3,0,3,1,0,1,0,8
Charlottesville,10,13,16,7,8,13,16,83
Chesapeake,18,8,17,12,16,19,10,100
Chesterfield,28,22,25,26,29,27,26,183
Clarke,3,1,0,2,2,1,2,11
Colonial Heights,3,1,1,3,1,1,1,11
Covington,0,2,0,2,0,1,0,5
Craig,1,0,0,2,3,0,2,8
Culpepper,10,2,5,5,8,7,5,42
Cumberland,2,1,0,1,0,1,1,6
Danville,11,12,11,7,10,6,10,67
Dickenson,3,3,4,6,4,3,2,25
Dinwiddie,8,5,2,6,6,3,8,38
Emporia,2,0,0,1,1,1,0,5
Essex,1,1,1,4,3,2,0,12
Fairfax City,2,1,0,2,0,1,0,6
Fairfax,62,75,64,87,64,72,82,506
Falls Church,0,1,0,0,0,1,1,3
Fauquier,5,3,7,6,8,13,9,51
Floyd,1,0,1,2,0,3,1,8
Fluvanna,1,0,3,1,3,1,1,10
Franklin,5,6,9,9,8,9,7,53
Frederick,1,2,0,6,7,10,5,31
Fredericksburg,5,6,5,8,11,5,3,43
Galax,3,1,2,3,1,1,3,14
Giles,0,5,2,1,3,3,1,15
Gloucester,3,2,3,6,6,8,10,38
Goochland,2,1,2,2,2,1,4,14
Grayson,1,0,0,0,5,5,5,16
Greene,2,3,1,0,2,3,1,12
Greensville,2,6,2,2,2,0,0,14
Halifax,5,6,4,8,3,5,3,34
Hampton,12,10,12,10,11,13,10,78
Hanover,4,10,13,6,7,8,9,57
Harrisonburg,7,2,3,2,3,1,5,23
Henrico,32,26,37,19,35,21,23,193
Henry,6,8,5,5,4,8,11,47
Highland,1,0,0,1,0,2,1,5
Hopewell,4,3,5,3,2,1,2,20
Isle of Wight,2,7,3,4,4,5,1,26
James City,1,3,3,4,3,6,1,21
King & Queen,3,1,1,0,1,1,1,8
King George,4,3,2,2,1,2,1,15
King William,2,1,2,0,1,3,1,10
Lancaster,0,2,0,1,1,0,1,5
Lee,5,4,3,6,5,9,5,37
Lexington,1,1,0,0,0,0,1,3
Loudoun,13,6,17,10,17,17,17,97
Louisa,4,3,6,3,5,6,3,30
Lunenburg,2,0,0,3,2,3,2,12
,"Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006","Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006","Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006","Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006","Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006",,,
,,Page 48,Page 48,,,,,
