Name: “Table 1 of 1 on page 58 of 110”,Name: “Table 1 of 1 on page 58 of 110”,Name: “Table 1 of 1 on page 58 of 110”,Name: “Table 1 of 1 on page 58 of 110”,Name: “Table 1 of 1 on page 58 of 110”,Name: “Table 1 of 1 on page 58 of 110”,Name: “Table 1 of 1 on page 58 of 110”,Name: “Table 1 of 1 on page 58 of 110”,Name: “Table 1 of 1 on page 58 of 110”
Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58
,,,,,,,,
"Figure 25. Homicide Deaths by Race/Ethnicity, 2005","Figure 25. Homicide Deaths by Race/Ethnicity, 2005","Figure 25. Homicide Deaths by Race/Ethnicity, 2005","Figure 25. Homicide Deaths by Race/Ethnicity, 2005","Figure 25. Homicide Deaths by Race/Ethnicity, 2005","Figure 25. Homicide Deaths by Race/Ethnicity, 2005","Figure 25. Homicide Deaths by Race/Ethnicity, 2005",,
,,Hawaiian/Pacific,Hawaiian/Pacific,,,,,
,,Islander,,,,,,
,,0%,,,,,,
,,,Other,,,,,
,Asian,,3%,,,,,
,1%,,,,,,,
,,,,,,White,,
,,,,,,37%,,
Black,,,,,,,,
59%,,,,,,,,
,"Figure 26. Homicide Deaths by Year of Death, 1999-2005","Figure 26. Homicide Deaths by Year of Death, 1999-2005","Figure 26. Homicide Deaths by Year of Death, 1999-2005","Figure 26. Homicide Deaths by Year of Death, 1999-2005","Figure 26. Homicide Deaths by Year of Death, 1999-2005",,,
520,,,,,,,6.8,
,,,,,,6.6,6.6,
500,,,,,,,,
6.5,6.5,,,,,,,
,,,,,,498,,
,,,,,,,6.4,
480,,,,,,,,
,,,,6.2,,,,
,,,,,,,6.2,
460,,,,,,,,
,462,,,,,,,
,,,,459,,,,0
,,,,,,,6.0,0
448,,5.9,,,,,,
440,,,,,,,,
,,,5.9,,,,,
,,428,,,,,5.8,
,,,,,5.8,,,
,,,427,,429,,,
420,,,,,,,,
,,,,,,,5.6,
400,,,,,,,,
,,,,,,,5.4,
380,,,,,,,5.2,
1999,2000,2001,2002,2003,2004,2005,,
,,,Cases,Rate,,,,
,"Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006","Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006","Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006","Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006",,,,
,,,Page 52,,,,,
