Name: “Table 1 of 1 on page 55 of 110”,Name: “Table 1 of 1 on page 55 of 110”,Name: “Table 1 of 1 on page 55 of 110”,Name: “Table 1 of 1 on page 55 of 110”,Name: “Table 1 of 1 on page 55 of 110”,Name: “Table 1 of 1 on page 55 of 110”,Name: “Table 1 of 1 on page 55 of 110”,Name: “Table 1 of 1 on page 55 of 110”,Name: “Table 1 of 1 on page 55 of 110”
Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55
,,,,,,,,
,,,,,,,,~continued
,,,Year of Death,Year of Death,Year of Death,,,
Locality of Death,1999,2000,2001,2002,2003,2004,2005,Total
Lynchburg,8,10,5,12,10,6,9,60
Madison,1,4,2,1,1,1,2,12
Manassas,7,4,3,3,3,1,4,25
Martinsville,4,5,9,6,9,6,6,45
Mathews,1,3,0,2,0,0,3,9
Mecklenburg,4,3,6,4,6,9,9,41
Middlesex,1,0,2,2,1,2,3,11
Montgomery,13,3,10,8,4,10,9,57
Nelson,7,3,2,2,5,2,4,25
New Kent,3,4,2,4,1,4,2,20
Newport News,15,24,23,16,16,18,13,125
Norfolk,28,28,43,32,31,32,31,225
Northampton,1,4,0,4,1,4,1,15
Northumberland,1,0,1,2,1,1,3,9
Norton,2,5,5,0,2,3,0,17
Nottoway,2,1,0,4,1,4,0,12
Orange,4,3,1,3,3,0,6,20
Page,1,2,3,3,5,0,5,19
Patrick,5,3,1,6,4,6,5,30
Petersburg,4,4,4,3,3,5,4,27
Pittsylvania,9,9,9,15,8,5,9,64
Poquoson,2,0,1,1,1,0,1,6
Portsmouth,13,6,14,10,10,10,12,75
Powhatan,1,2,5,6,1,4,5,24
Prince Edward,4,2,1,1,1,2,3,14
Prince George,4,3,0,6,3,6,1,23
Prince William,26,25,21,15,20,17,35,159
Pulaski,4,4,7,11,7,7,7,47
Radford,3,3,1,2,0,2,4,15
Rappahannock,0,1,0,2,1,1,1,6
Richmond City,42,21,45,44,27,27,50,256
Richmond,1,1,4,0,3,1,4,14
Roanoke City,22,28,18,21,19,17,24,149
Roanoke,6,12,10,15,10,9,13,75
Rockbridge,4,3,2,2,2,5,1,19
Rockingham,2,5,12,5,4,6,6,40
Russell,6,9,9,6,2,9,6,47
Salem,3,4,1,2,8,6,3,27
Scott,7,9,4,3,3,3,3,32
Shenandoah,5,8,5,5,8,6,10,47
Smyth,6,4,3,3,2,5,7,30
Southampton,3,4,3,3,2,2,2,19
Spotsylvania,5,5,9,11,9,8,6,53
Stafford,12,5,5,8,7,9,11,57
Staunton,2,3,3,4,3,3,3,21
Suffolk,0,9,7,4,8,8,6,42
Surry,1,1,1,1,1,0,0,5
Sussex,3,1,4,2,3,1,0,14
Tazewell,15,9,7,5,9,6,12,63
Virginia Beach,44,42,37,35,43,48,30,279
,"Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006","Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006","Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006","Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006","Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006",,,
,,Page 49,Page 49,,,,,
