Name: “Table 1 of 1 on page 50 of 110”,Name: “Table 1 of 1 on page 50 of 110”,Name: “Table 1 of 1 on page 50 of 110”,Name: “Table 1 of 1 on page 50 of 110”,Name: “Table 1 of 1 on page 50 of 110”,Name: “Table 1 of 1 on page 50 of 110”,Name: “Table 1 of 1 on page 50 of 110”
Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50
,,,,,,
,"Figure 23. Suicide Deaths by Year of Death, 1999-2005","Figure 23. Suicide Deaths by Year of Death, 1999-2005","Figure 23. Suicide Deaths by Year of Death, 1999-2005","Figure 23. Suicide Deaths by Year of Death, 1999-2005","Figure 23. Suicide Deaths by Year of Death, 1999-2005",
900,,,,,,12.0
880,,,,,,11.8
11.8,,,,,,
860,,,,,,
,,,,,,11.6
,,,,,,11.6
840,,,,,,
,,,,,,11.4
820,,11.2,11.2,,11.3,
,,,,,,11.2
800,,,,,,875
,,,,,,11.0
,10.9,,,,,
780,,,,,840,
,,,,10.9,,
,,,818,,,
810,,809,,,,10.8
,,,,804,,
760,,,,,,
,775,,,,,
740,,,,,,10.6
720,,,,,,10.4
1999,2000,2001,2002,2003,2004,2005
,,Cases,Rate,,,
,"Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006","Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006","Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006","Virginia Department of Health, Office of the Chief Medical Examiner ♦ October 2006",,
,,Page 44,,,,
