raw_row_number,date,location,county_name,subject_race,officer_id_hash,officer_race,type,search_conducted
2,2006-01-07,Albermarle County,Albermarle County,white,09f1212418,NA,vehicular,TRUE
3,2006-01-07,Albermarle County,Albermarle County,white,d3d41865e7,NA,vehicular,TRUE
97684,2006-01-07,Albermarle County,Albermarle County,white,11d2d3403d,NA,vehicular,FALSE
97685,2006-01-07,Albermarle County,Albermarle County,white,11d2d3403d,NA,vehicular,FALSE
97686,2006-01-07,Albermarle County,Albermarle County,white,11d2d3403d,NA,vehicular,FALSE
97687,2006-01-07,Albermarle County,Albermarle County,white,11d2d3403d,NA,vehicular,FALSE
97688,2006-01-07,Albermarle County,Albermarle County,white,11d2d3403d,NA,vehicular,FALSE
97689,2006-01-07,Albermarle County,Albermarle County,white,11d2d3403d,NA,vehicular,FALSE
97690,2006-01-07,Albermarle County,Albermarle County,white,6d0a10a94a,NA,vehicular,FALSE
97691,2006-01-07,Albermarle County,Albermarle County,white,6d0a10a94a,NA,vehicular,FALSE
97692,2006-01-07,Albermarle County,Albermarle County,white,6d0a10a94a,NA,vehicular,FALSE
97693,2006-01-07,Albermarle County,Albermarle County,white,6d0a10a94a,NA,vehicular,FALSE
97694,2006-01-07,Albermarle County,Albermarle County,white,d3fc0bdb3c,NA,vehicular,FALSE
97695,2006-01-07,Albermarle County,Albermarle County,white,d3fc0bdb3c,NA,vehicular,FALSE
97696,2006-01-07,Albermarle County,Albermarle County,white,d3fc0bdb3c,NA,vehicular,FALSE
97697,2006-01-07,Albermarle County,Albermarle County,white,d3fc0bdb3c,NA,vehicular,FALSE
97698,2006-01-07,Albermarle County,Albermarle County,white,623824090d,NA,vehicular,FALSE
97699,2006-01-07,Albermarle County,Albermarle County,white,623824090d,NA,vehicular,FALSE
97700,2006-01-07,Albermarle County,Albermarle County,white,623824090d,NA,vehicular,FALSE
97701,2006-01-07,Albermarle County,Albermarle County,white,623824090d,NA,vehicular,FALSE
97702,2006-01-07,Albermarle County,Albermarle County,white,623824090d,NA,vehicular,FALSE
97703,2006-01-07,Albermarle County,Albermarle County,white,623824090d,NA,vehicular,FALSE
97704,2006-01-07,Albermarle County,Albermarle County,white,623824090d,NA,vehicular,FALSE
97705,2006-01-07,Albermarle County,Albermarle County,white,623824090d,NA,vehicular,FALSE
97706,2006-01-07,Albermarle County,Albermarle County,white,623824090d,NA,vehicular,FALSE
97707,2006-01-07,Albermarle County,Albermarle County,white,623824090d,NA,vehicular,FALSE
97708,2006-01-07,Albermarle County,Albermarle County,white,623824090d,NA,vehicular,FALSE
97709,2006-01-07,Albermarle County,Albermarle County,white,623824090d,NA,vehicular,FALSE
97710,2006-01-07,Albermarle County,Albermarle County,white,09f1212418,NA,vehicular,FALSE
97711,2006-01-07,Albermarle County,Albermarle County,white,09f1212418,NA,vehicular,FALSE
97712,2006-01-07,Albermarle County,Albermarle County,white,09f1212418,NA,vehicular,FALSE
97713,2006-01-07,Albermarle County,Albermarle County,white,09f1212418,NA,vehicular,FALSE
97714,2006-01-07,Albermarle County,Albermarle County,white,d3d41865e7,NA,vehicular,FALSE
97715,2006-01-07,Albermarle County,Albermarle County,white,7e69abbfca,NA,vehicular,FALSE
97716,2006-01-07,Albermarle County,Albermarle County,white,7e69abbfca,NA,vehicular,FALSE
97717,2006-01-07,Albermarle County,Albermarle County,white,08a953a889,NA,vehicular,FALSE
97718,2006-01-07,Albermarle County,Albermarle County,white,08a953a889,NA,vehicular,FALSE
97719,2006-01-07,Albermarle County,Albermarle County,white,08a953a889,NA,vehicular,FALSE
97720,2006-01-07,Albermarle County,Albermarle County,white,08a953a889,NA,vehicular,FALSE
97721,2006-01-07,Albermarle County,Albermarle County,white,08a953a889,NA,vehicular,FALSE
97722,2006-01-07,Albermarle County,Albermarle County,white,08a953a889,NA,vehicular,FALSE
97723,2006-01-07,Albermarle County,Albermarle County,white,08a953a889,NA,vehicular,FALSE
97724,2006-01-07,Albermarle County,Albermarle County,white,08a953a889,NA,vehicular,FALSE
97725,2006-01-07,Albermarle County,Albermarle County,white,08a953a889,NA,vehicular,FALSE
97726,2006-01-07,Albermarle County,Albermarle County,white,08a953a889,NA,vehicular,FALSE
97727,2006-01-07,Albermarle County,Albermarle County,white,08a953a889,NA,vehicular,FALSE
97728,2006-01-07,Albermarle County,Albermarle County,white,08a953a889,NA,vehicular,FALSE
97729,2006-01-07,Albermarle County,Albermarle County,white,a054d4aebb,NA,vehicular,FALSE
97730,2006-01-07,Albermarle County,Albermarle County,white,a054d4aebb,NA,vehicular,FALSE
97731,2006-01-07,Albermarle County,Albermarle County,white,a054d4aebb,NA,vehicular,FALSE
97732,2006-01-07,Albermarle County,Albermarle County,white,a054d4aebb,NA,vehicular,FALSE
3237552,2006-01-07,Albermarle County,Albermarle County,black,11d2d3403d,NA,vehicular,FALSE
3237553,2006-01-07,Albermarle County,Albermarle County,black,7e69abbfca,NA,vehicular,FALSE
3237554,2006-01-07,Albermarle County,Albermarle County,black,08a953a889,NA,vehicular,FALSE
3237555,2006-01-07,Albermarle County,Albermarle County,black,08a953a889,NA,vehicular,FALSE
3237556,2006-01-07,Albermarle County,Albermarle County,black,08a953a889,NA,vehicular,FALSE
3237557,2006-01-07,Albermarle County,Albermarle County,black,08a953a889,NA,vehicular,FALSE
3237558,2006-01-07,Albermarle County,Albermarle County,black,08a953a889,NA,vehicular,FALSE
3237559,2006-01-07,Albermarle County,Albermarle County,black,a054d4aebb,NA,vehicular,FALSE
3237560,2006-01-07,Albermarle County,Albermarle County,black,a054d4aebb,NA,vehicular,FALSE
4419800,2006-01-07,Albermarle County,Albermarle County,hispanic,6d0a10a94a,NA,vehicular,FALSE
4419801,2006-01-07,Albermarle County,Albermarle County,hispanic,623824090d,NA,vehicular,FALSE
103422,2006-01-14,Albermarle County,Albermarle County,white,11d2d3403d,NA,vehicular,FALSE
103423,2006-01-14,Albermarle County,Albermarle County,white,11d2d3403d,NA,vehicular,FALSE
103424,2006-01-14,Albermarle County,Albermarle County,white,11d2d3403d,NA,vehicular,FALSE
103425,2006-01-14,Albermarle County,Albermarle County,white,11d2d3403d,NA,vehicular,FALSE
103426,2006-01-14,Albermarle County,Albermarle County,white,11d2d3403d,NA,vehicular,FALSE
103427,2006-01-14,Albermarle County,Albermarle County,white,11d2d3403d,NA,vehicular,FALSE
103428,2006-01-14,Albermarle County,Albermarle County,white,11d2d3403d,NA,vehicular,FALSE
103429,2006-01-14,Albermarle County,Albermarle County,white,6d0a10a94a,NA,vehicular,FALSE
103430,2006-01-14,Albermarle County,Albermarle County,white,6d0a10a94a,NA,vehicular,FALSE
103431,2006-01-14,Albermarle County,Albermarle County,white,6d0a10a94a,NA,vehicular,FALSE
103432,2006-01-14,Albermarle County,Albermarle County,white,6d0a10a94a,NA,vehicular,FALSE
103433,2006-01-14,Albermarle County,Albermarle County,white,6d0a10a94a,NA,vehicular,FALSE
103434,2006-01-14,Albermarle County,Albermarle County,white,d3fc0bdb3c,NA,vehicular,FALSE
103435,2006-01-14,Albermarle County,Albermarle County,white,d3fc0bdb3c,NA,vehicular,FALSE
103436,2006-01-14,Albermarle County,Albermarle County,white,d3fc0bdb3c,NA,vehicular,FALSE
103437,2006-01-14,Albermarle County,Albermarle County,white,d3fc0bdb3c,NA,vehicular,FALSE
103438,2006-01-14,Albermarle County,Albermarle County,white,d3fc0bdb3c,NA,vehicular,FALSE
103439,2006-01-14,Albermarle County,Albermarle County,white,d3fc0bdb3c,NA,vehicular,FALSE
103440,2006-01-14,Albermarle County,Albermarle County,white,d3fc0bdb3c,NA,vehicular,FALSE
103441,2006-01-14,Albermarle County,Albermarle County,white,d3fc0bdb3c,NA,vehicular,FALSE
103442,2006-01-14,Albermarle County,Albermarle County,white,d3fc0bdb3c,NA,vehicular,FALSE
103443,2006-01-14,Albermarle County,Albermarle County,white,d3fc0bdb3c,NA,vehicular,FALSE
103444,2006-01-14,Albermarle County,Albermarle County,white,d3fc0bdb3c,NA,vehicular,FALSE
103445,2006-01-14,Albermarle County,Albermarle County,white,87e4d7dc5d,NA,vehicular,FALSE
103446,2006-01-14,Albermarle County,Albermarle County,white,09f1212418,NA,vehicular,FALSE
103447,2006-01-14,Albermarle County,Albermarle County,white,09f1212418,NA,vehicular,FALSE
103448,2006-01-14,Albermarle County,Albermarle County,white,09f1212418,NA,vehicular,FALSE
103449,2006-01-14,Albermarle County,Albermarle County,white,09f1212418,NA,vehicular,FALSE
103450,2006-01-14,Albermarle County,Albermarle County,white,09f1212418,NA,vehicular,FALSE
103451,2006-01-14,Albermarle County,Albermarle County,white,09f1212418,NA,vehicular,FALSE
103452,2006-01-14,Albermarle County,Albermarle County,white,09f1212418,NA,vehicular,FALSE
103453,2006-01-14,Albermarle County,Albermarle County,white,09f1212418,NA,vehicular,FALSE
103454,2006-01-14,Albermarle County,Albermarle County,white,09f1212418,NA,vehicular,FALSE
103455,2006-01-14,Albermarle County,Albermarle County,white,09f1212418,NA,vehicular,FALSE
103456,2006-01-14,Albermarle County,Albermarle County,white,7e69abbfca,NA,vehicular,FALSE
103457,2006-01-14,Albermarle County,Albermarle County,white,7e69abbfca,NA,vehicular,FALSE
103458,2006-01-14,Albermarle County,Albermarle County,white,7e69abbfca,NA,vehicular,FALSE
103459,2006-01-14,Albermarle County,Albermarle County,white,7e69abbfca,NA,vehicular,FALSE
103460,2006-01-14,Albermarle County,Albermarle County,white,7e69abbfca,NA,vehicular,FALSE
103461,2006-01-14,Albermarle County,Albermarle County,white,7e69abbfca,NA,vehicular,FALSE
103462,2006-01-14,Albermarle County,Albermarle County,white,7e69abbfca,NA,vehicular,FALSE
103463,2006-01-14,Albermarle County,Albermarle County,white,7e69abbfca,NA,vehicular,FALSE
103464,2006-01-14,Albermarle County,Albermarle County,white,7e69abbfca,NA,vehicular,FALSE
103465,2006-01-14,Albermarle County,Albermarle County,white,7e69abbfca,NA,vehicular,FALSE
103466,2006-01-14,Albermarle County,Albermarle County,white,08a953a889,NA,vehicular,FALSE
103467,2006-01-14,Albermarle County,Albermarle County,white,08a953a889,NA,vehicular,FALSE
103468,2006-01-14,Albermarle County,Albermarle County,white,a054d4aebb,NA,vehicular,FALSE
103469,2006-01-14,Albermarle County,Albermarle County,white,a054d4aebb,NA,vehicular,FALSE
3239669,2006-01-14,Albermarle County,Albermarle County,black,11d2d3403d,NA,vehicular,FALSE
3239670,2006-01-14,Albermarle County,Albermarle County,black,fe0b5c5dbc,NA,vehicular,FALSE
3239671,2006-01-14,Albermarle County,Albermarle County,black,d3fc0bdb3c,NA,vehicular,FALSE
3239672,2006-01-14,Albermarle County,Albermarle County,black,09f1212418,NA,vehicular,FALSE
3239673,2006-01-14,Albermarle County,Albermarle County,black,09f1212418,NA,vehicular,FALSE
3239674,2006-01-14,Albermarle County,Albermarle County,black,7e69abbfca,NA,vehicular,FALSE
3239675,2006-01-14,Albermarle County,Albermarle County,black,7e69abbfca,NA,vehicular,FALSE
3239676,2006-01-14,Albermarle County,Albermarle County,black,7e69abbfca,NA,vehicular,FALSE
3239677,2006-01-14,Albermarle County,Albermarle County,black,7e69abbfca,NA,vehicular,FALSE
3239678,2006-01-14,Albermarle County,Albermarle County,black,7e69abbfca,NA,vehicular,FALSE
3239679,2006-01-14,Albermarle County,Albermarle County,black,7e69abbfca,NA,vehicular,FALSE
3239680,2006-01-14,Albermarle County,Albermarle County,black,08a953a889,NA,vehicular,FALSE
3239681,2006-01-14,Albermarle County,Albermarle County,black,a054d4aebb,NA,vehicular,FALSE
3239682,2006-01-14,Albermarle County,Albermarle County,black,a054d4aebb,NA,vehicular,FALSE
4420325,2006-01-14,Albermarle County,Albermarle County,hispanic,11d2d3403d,NA,vehicular,FALSE
