raw_row_number,date,location,county_name,subject_race,officer_id_hash,officer_race,type,search_conducted
7285,2007-07-07,CHARLOTTE COUNTY,Charlotte County,white,48a1add72f,NA,vehicular,TRUE
8369,2007-10-13,CHARLOTTE COUNTY,Charlotte County,white,a17de66775,NA,vehicular,TRUE
8370,2007-10-13,CHARLOTTE COUNTY,Charlotte County,white,a17de66775,NA,vehicular,TRUE
8371,2007-10-13,CHARLOTTE COUNTY,Charlotte County,white,a17de66775,NA,vehicular,TRUE
8372,2007-10-13,CHARLOTTE COUNTY,Charlotte County,white,a17de66775,NA,vehicular,TRUE
9216,2008-01-12,CHARLOTTE COUNTY,Charlotte County,white,48a1add72f,NA,vehicular,TRUE
60734,2007-02-03,CHARLOTTE COUNTY,Charlotte County,black,48a1add72f,NA,vehicular,TRUE
60764,2007-02-10,CHARLOTTE COUNTY,Charlotte County,black,48a1add72f,NA,vehicular,TRUE
60791,2007-02-17,CHARLOTTE COUNTY,Charlotte County,black,efed9081d7,NA,vehicular,TRUE
61330,2007-04-07,CHARLOTTE COUNTY,Charlotte County,black,48a1add72f,NA,vehicular,TRUE
61537,2007-06-02,CHARLOTTE COUNTY,Charlotte County,black,48a1add72f,NA,vehicular,TRUE
61901,2007-08-25,CHARLOTTE COUNTY,Charlotte County,black,48a1add72f,NA,vehicular,TRUE
63460,2008-01-12,CHARLOTTE COUNTY,Charlotte County,black,48a1add72f,NA,vehicular,TRUE
71750,2013-03-02,CHARLOTTE COUNTY,Charlotte County,black,610af418ff,NA,vehicular,TRUE
84743,2007-09-08,CHARLOTTE COUNTY,Charlotte County,hispanic,48a1add72f,NA,vehicular,TRUE
88637,2006-01-07,CHARLOTTE COUNTY,Charlotte County,hispanic,efed9081d7,NA,vehicular,TRUE
88905,2007-11-10,CHARLOTTE COUNTY,Charlotte County,hispanic,48a1add72f,NA,vehicular,TRUE
98599,2006-01-07,CHARLOTTE COUNTY,Charlotte County,white,0e62c14950,NA,vehicular,FALSE
98600,2006-01-07,CHARLOTTE COUNTY,Charlotte County,white,0e62c14950,NA,vehicular,FALSE
98601,2006-01-07,CHARLOTTE COUNTY,Charlotte County,white,0e62c14950,NA,vehicular,FALSE
98602,2006-01-07,CHARLOTTE COUNTY,Charlotte County,white,0e62c14950,NA,vehicular,FALSE
98603,2006-01-07,CHARLOTTE COUNTY,Charlotte County,white,d2fdb29a55,NA,vehicular,FALSE
98604,2006-01-07,CHARLOTTE COUNTY,Charlotte County,white,d2fdb29a55,NA,vehicular,FALSE
98605,2006-01-07,CHARLOTTE COUNTY,Charlotte County,white,d2fdb29a55,NA,vehicular,FALSE
98606,2006-01-07,CHARLOTTE COUNTY,Charlotte County,white,efed9081d7,NA,vehicular,FALSE
104509,2006-01-14,CHARLOTTE COUNTY,Charlotte County,white,0e62c14950,NA,vehicular,FALSE
104510,2006-01-14,CHARLOTTE COUNTY,Charlotte County,white,0e62c14950,NA,vehicular,FALSE
104511,2006-01-14,CHARLOTTE COUNTY,Charlotte County,white,0e62c14950,NA,vehicular,FALSE
104512,2006-01-14,CHARLOTTE COUNTY,Charlotte County,white,0e62c14950,NA,vehicular,FALSE
104513,2006-01-14,CHARLOTTE COUNTY,Charlotte County,white,a17de66775,NA,vehicular,FALSE
104514,2006-01-14,CHARLOTTE COUNTY,Charlotte County,white,a17de66775,NA,vehicular,FALSE
104515,2006-01-14,CHARLOTTE COUNTY,Charlotte County,white,610af418ff,NA,vehicular,FALSE
104516,2006-01-14,CHARLOTTE COUNTY,Charlotte County,white,610af418ff,NA,vehicular,FALSE
104517,2006-01-14,CHARLOTTE COUNTY,Charlotte County,white,610af418ff,NA,vehicular,FALSE
104518,2006-01-14,CHARLOTTE COUNTY,Charlotte County,white,efed9081d7,NA,vehicular,FALSE
104519,2006-01-14,CHARLOTTE COUNTY,Charlotte County,white,efed9081d7,NA,vehicular,FALSE
104520,2006-01-14,CHARLOTTE COUNTY,Charlotte County,white,efed9081d7,NA,vehicular,FALSE
110714,2006-01-21,CHARLOTTE COUNTY,Charlotte County,white,0e62c14950,NA,vehicular,FALSE
110715,2006-01-21,CHARLOTTE COUNTY,Charlotte County,white,0e62c14950,NA,vehicular,FALSE
110716,2006-01-21,CHARLOTTE COUNTY,Charlotte County,white,0e62c14950,NA,vehicular,FALSE
110717,2006-01-21,CHARLOTTE COUNTY,Charlotte County,white,0e62c14950,NA,vehicular,FALSE
110718,2006-01-21,CHARLOTTE COUNTY,Charlotte County,white,0e62c14950,NA,vehicular,FALSE
110719,2006-01-21,CHARLOTTE COUNTY,Charlotte County,white,a17de66775,NA,vehicular,FALSE
110720,2006-01-21,CHARLOTTE COUNTY,Charlotte County,white,a17de66775,NA,vehicular,FALSE
110721,2006-01-21,CHARLOTTE COUNTY,Charlotte County,white,610af418ff,NA,vehicular,FALSE
110722,2006-01-21,CHARLOTTE COUNTY,Charlotte County,white,610af418ff,NA,vehicular,FALSE
110723,2006-01-21,CHARLOTTE COUNTY,Charlotte County,white,610af418ff,NA,vehicular,FALSE
110724,2006-01-21,CHARLOTTE COUNTY,Charlotte County,white,efed9081d7,NA,vehicular,FALSE
110725,2006-01-21,CHARLOTTE COUNTY,Charlotte County,white,efed9081d7,NA,vehicular,FALSE
110726,2006-01-21,CHARLOTTE COUNTY,Charlotte County,white,efed9081d7,NA,vehicular,FALSE
110727,2006-01-21,CHARLOTTE COUNTY,Charlotte County,white,efed9081d7,NA,vehicular,FALSE
110728,2006-01-21,CHARLOTTE COUNTY,Charlotte County,white,efed9081d7,NA,vehicular,FALSE
110729,2006-01-21,CHARLOTTE COUNTY,Charlotte County,white,efed9081d7,NA,vehicular,FALSE
117401,2006-01-28,CHARLOTTE COUNTY,Charlotte County,white,0e62c14950,NA,vehicular,FALSE
117402,2006-01-28,CHARLOTTE COUNTY,Charlotte County,white,0e62c14950,NA,vehicular,FALSE
117403,2006-01-28,CHARLOTTE COUNTY,Charlotte County,white,0e62c14950,NA,vehicular,FALSE
117404,2006-01-28,CHARLOTTE COUNTY,Charlotte County,white,0e62c14950,NA,vehicular,FALSE
117405,2006-01-28,CHARLOTTE COUNTY,Charlotte County,white,0e62c14950,NA,vehicular,FALSE
117406,2006-01-28,CHARLOTTE COUNTY,Charlotte County,white,a17de66775,NA,vehicular,FALSE
117407,2006-01-28,CHARLOTTE COUNTY,Charlotte County,white,a17de66775,NA,vehicular,FALSE
117408,2006-01-28,CHARLOTTE COUNTY,Charlotte County,white,610af418ff,NA,vehicular,FALSE
