raw_row_number,date,location,county_name,subject_race,officer_id_hash,officer_race,type,search_conducted
40567,2006-01-07,Campbell County,Campbell County,white,83a595c673,NA,vehicular,TRUE
98409,2006-01-07,Campbell County,Campbell County,white,89eca7008b,NA,vehicular,FALSE
98410,2006-01-07,Campbell County,Campbell County,white,89eca7008b,NA,vehicular,FALSE
98411,2006-01-07,Campbell County,Campbell County,white,89eca7008b,NA,vehicular,FALSE
98412,2006-01-07,Campbell County,Campbell County,white,4c535134a7,NA,vehicular,FALSE
98413,2006-01-07,Campbell County,Campbell County,white,4c535134a7,NA,vehicular,FALSE
98414,2006-01-07,Campbell County,Campbell County,white,4c535134a7,NA,vehicular,FALSE
98415,2006-01-07,Campbell County,Campbell County,white,4c535134a7,NA,vehicular,FALSE
98416,2006-01-07,Campbell County,Campbell County,white,4c535134a7,NA,vehicular,FALSE
98417,2006-01-07,Campbell County,Campbell County,white,e9ab7147bd,NA,vehicular,FALSE
98418,2006-01-07,Campbell County,Campbell County,white,e9ab7147bd,NA,vehicular,FALSE
98419,2006-01-07,Campbell County,Campbell County,white,e9ab7147bd,NA,vehicular,FALSE
98420,2006-01-07,Campbell County,Campbell County,white,e9ab7147bd,NA,vehicular,FALSE
98421,2006-01-07,Campbell County,Campbell County,white,e9ab7147bd,NA,vehicular,FALSE
98422,2006-01-07,Campbell County,Campbell County,white,e9ab7147bd,NA,vehicular,FALSE
98423,2006-01-07,Campbell County,Campbell County,white,e9ab7147bd,NA,vehicular,FALSE
98424,2006-01-07,Campbell County,Campbell County,white,e9ab7147bd,NA,vehicular,FALSE
98425,2006-01-07,Campbell County,Campbell County,white,28c13c53b6,NA,vehicular,FALSE
98426,2006-01-07,Campbell County,Campbell County,white,28c13c53b6,NA,vehicular,FALSE
98427,2006-01-07,Campbell County,Campbell County,white,28c13c53b6,NA,vehicular,FALSE
98428,2006-01-07,Campbell County,Campbell County,white,28c13c53b6,NA,vehicular,FALSE
98429,2006-01-07,Campbell County,Campbell County,white,28c13c53b6,NA,vehicular,FALSE
