raw_row_number,date,location,county_name,subject_race,officer_id_hash,officer_race,type,search_conducted
7,2006-01-07,BEDFORD COUNTY,Bedford County,white,9af36d6c41,NA,vehicular,TRUE
8,2006-01-07,BEDFORD COUNTY,Bedford County,white,9af36d6c41,NA,vehicular,TRUE
742,2006-03-18,BEDFORD COUNTY,Bedford County,white,6cadb3649a,NA,vehicular,TRUE
1033,2006-04-15,BEDFORD COUNTY,Bedford County,white,4bef4325c4,NA,vehicular,TRUE
1634,2006-06-10,BEDFORD COUNTY,Bedford County,white,6cadb3649a,NA,vehicular,TRUE
1820,2006-06-24,BEDFORD COUNTY,Bedford County,white,2be77fb324,NA,vehicular,TRUE
1821,2006-06-24,BEDFORD COUNTY,Bedford County,white,2be77fb324,NA,vehicular,TRUE
2654,2006-07-15,BEDFORD COUNTY,Bedford County,white,9af36d6c41,NA,vehicular,TRUE
2655,2006-07-15,BEDFORD COUNTY,Bedford County,white,c4f01dc723,NA,vehicular,TRUE
2950,2006-08-12,BEDFORD COUNTY,Bedford County,white,c4f01dc723,NA,vehicular,TRUE
3027,2006-08-19,BEDFORD COUNTY,Bedford County,white,6cadb3649a,NA,vehicular,TRUE
3230,2006-09-09,BEDFORD COUNTY,Bedford County,white,9af36d6c41,NA,vehicular,TRUE
3288,2006-09-16,BEDFORD COUNTY,Bedford County,white,4bef4325c4,NA,vehicular,TRUE
3289,2006-09-16,BEDFORD COUNTY,Bedford County,white,c4f01dc723,NA,vehicular,TRUE
3374,2006-09-23,BEDFORD COUNTY,Bedford County,white,6cadb3649a,NA,vehicular,TRUE
3566,2006-10-14,BEDFORD COUNTY,Bedford County,white,4bef4325c4,NA,vehicular,TRUE
3567,2006-10-14,BEDFORD COUNTY,Bedford County,white,6cadb3649a,NA,vehicular,TRUE
3699,2006-10-28,BEDFORD COUNTY,Bedford County,white,6cadb3649a,NA,vehicular,TRUE
3745,2006-11-04,BEDFORD COUNTY,Bedford County,white,6cadb3649a,NA,vehicular,TRUE
5032,2006-12-16,BEDFORD COUNTY,Bedford County,white,8a63d7de00,NA,vehicular,TRUE
5033,2006-12-16,BEDFORD COUNTY,Bedford County,white,8a63d7de00,NA,vehicular,TRUE
5034,2006-12-16,BEDFORD COUNTY,Bedford County,white,8a63d7de00,NA,vehicular,TRUE
5384,2007-01-20,BEDFORD COUNTY,Bedford County,white,2be77fb324,NA,vehicular,TRUE
5458,2007-01-27,BEDFORD COUNTY,Bedford County,white,4bef4325c4,NA,vehicular,TRUE
5459,2007-01-27,BEDFORD COUNTY,Bedford County,white,c4f01dc723,NA,vehicular,TRUE
5530,2007-02-03,BEDFORD COUNTY,Bedford County,white,9af36d6c41,NA,vehicular,TRUE
