raw_row_number,date,location,county_name,subject_race,officer_id_hash,officer_race,type,search_conducted
1381,2006-05-20,APPOMATTOX COUNTY,Appomattox County,white,aad33d300f,NA,vehicular,TRUE
1547,2006-06-03,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
2545,2006-07-08,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
2651,2006-07-15,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
3024,2006-08-19,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
4898,2006-12-02,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
5108,2006-12-23,APPOMATTOX COUNTY,Appomattox County,white,0f2c966c32,NA,vehicular,TRUE
5109,2006-12-23,APPOMATTOX COUNTY,Appomattox County,white,aad33d300f,NA,vehicular,TRUE
5257,2007-01-06,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
5881,2007-03-10,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
5882,2007-03-10,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
6674,2007-05-12,APPOMATTOX COUNTY,Appomattox County,white,4bbc06feae,NA,vehicular,TRUE
6802,2007-05-26,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
6967,2007-06-09,APPOMATTOX COUNTY,Appomattox County,white,b01e617eeb,NA,vehicular,TRUE
7049,2007-06-16,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
7271,2007-07-07,APPOMATTOX COUNTY,Appomattox County,white,4bbc06feae,NA,vehicular,TRUE
7409,2007-07-21,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
7621,2007-08-11,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
7622,2007-08-11,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
7686,2007-08-18,APPOMATTOX COUNTY,Appomattox County,white,aad33d300f,NA,vehicular,TRUE
7741,2007-08-25,APPOMATTOX COUNTY,Appomattox County,white,b47a8643d2,NA,vehicular,TRUE
7794,2007-09-01,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
7884,2007-09-08,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
7968,2007-09-15,APPOMATTOX COUNTY,Appomattox County,white,b47a8643d2,NA,vehicular,TRUE
8211,2007-09-29,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
8541,2007-11-03,APPOMATTOX COUNTY,Appomattox County,white,b01e617eeb,NA,vehicular,TRUE
8602,2007-11-10,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
8672,2007-11-17,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
8927,2007-12-15,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
9070,2007-12-29,APPOMATTOX COUNTY,Appomattox County,white,b47a8643d2,NA,vehicular,TRUE
9131,2008-01-05,APPOMATTOX COUNTY,Appomattox County,white,b47a8643d2,NA,vehicular,TRUE
9693,2008-03-01,APPOMATTOX COUNTY,Appomattox County,white,aad33d300f,NA,vehicular,TRUE
10008,2008-03-29,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
10009,2008-03-29,APPOMATTOX COUNTY,Appomattox County,white,aad33d300f,NA,vehicular,TRUE
10117,2008-04-12,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
10118,2008-04-12,APPOMATTOX COUNTY,Appomattox County,white,aad33d300f,NA,vehicular,TRUE
10267,2008-04-26,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
10479,2008-05-17,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
10536,2008-05-24,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
10537,2008-05-24,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
10538,2008-05-24,APPOMATTOX COUNTY,Appomattox County,white,aad33d300f,NA,vehicular,TRUE
10990,2008-07-12,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
10991,2008-07-12,APPOMATTOX COUNTY,Appomattox County,white,aad33d300f,NA,vehicular,TRUE
11269,2008-07-19,APPOMATTOX COUNTY,Appomattox County,white,b01e617eeb,NA,vehicular,TRUE
11316,2008-07-26,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
11572,2008-08-23,APPOMATTOX COUNTY,Appomattox County,white,57ed779c1f,NA,vehicular,TRUE
12089,2008-09-20,APPOMATTOX COUNTY,Appomattox County,white,aad33d300f,NA,vehicular,TRUE
12090,2008-09-20,APPOMATTOX COUNTY,Appomattox County,white,aad33d300f,NA,vehicular,TRUE
12173,2008-09-27,APPOMATTOX COUNTY,Appomattox County,white,aad33d300f,NA,vehicular,TRUE
12494,2008-11-01,APPOMATTOX COUNTY,Appomattox County,white,aad33d300f,NA,vehicular,TRUE
12611,2008-11-15,APPOMATTOX COUNTY,Appomattox County,white,b47a8643d2,NA,vehicular,TRUE
12976,2008-11-29,APPOMATTOX COUNTY,Appomattox County,white,1ed7eab894,NA,vehicular,TRUE
13115,2008-12-13,APPOMATTOX COUNTY,Appomattox County,white,1ed7eab894,NA,vehicular,TRUE
13116,2008-12-13,APPOMATTOX COUNTY,Appomattox County,white,1ed7eab894,NA,vehicular,TRUE
13179,2008-12-20,APPOMATTOX COUNTY,Appomattox County,white,1ed7eab894,NA,vehicular,TRUE
14594,2009-02-14,APPOMATTOX COUNTY,Appomattox County,white,aad33d300f,NA,vehicular,TRUE
15815,2009-04-04,APPOMATTOX COUNTY,Appomattox County,white,e823437477,NA,vehicular,TRUE
15887,2009-04-11,APPOMATTOX COUNTY,Appomattox County,white,aad33d300f,NA,vehicular,TRUE
15888,2009-04-11,APPOMATTOX COUNTY,Appomattox County,white,aad33d300f,NA,vehicular,TRUE
16029,2009-04-25,APPOMATTOX COUNTY,Appomattox County,white,aad33d300f,NA,vehicular,TRUE
16167,2009-05-09,APPOMATTOX COUNTY,Appomattox County,white,aad33d300f,NA,vehicular,TRUE
16168,2009-05-09,APPOMATTOX COUNTY,Appomattox County,white,c8889beb49,NA,vehicular,TRUE
16229,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
16230,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
16231,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
16232,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
16233,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
16234,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
16235,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
16236,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
16237,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
16238,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
16239,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
16240,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
16241,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
16242,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
16243,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
16244,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
16245,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
16246,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
16247,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
16248,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
16249,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
16250,2009-05-16,APPOMATTOX COUNTY,Appomattox County,white,32742c3d0e,NA,vehicular,TRUE
