raw_row_number,date,location,county_name,subject_race,officer_id_hash,officer_race,type,search_conducted
102761,2006-01-07,Bristol City,NA,white,9a36aebd5a,NA,vehicular,FALSE
102762,2006-01-07,Bristol City,NA,white,9a36aebd5a,NA,vehicular,FALSE
102763,2006-01-07,Bristol City,NA,white,5f926fd02b,NA,vehicular,FALSE
102764,2006-01-07,Bristol City,NA,white,5f926fd02b,NA,vehicular,FALSE
102765,2006-01-07,Bristol City,NA,white,5f926fd02b,NA,vehicular,FALSE
102766,2006-01-07,Bristol City,NA,white,5f926fd02b,NA,vehicular,FALSE
102767,2006-01-07,Bristol City,NA,white,43cd704a91,NA,vehicular,FALSE
102768,2006-01-07,Bristol City,NA,white,43cd704a91,NA,vehicular,FALSE
102769,2006-01-07,Bristol City,NA,white,43cd704a91,NA,vehicular,FALSE
102770,2006-01-07,Bristol City,NA,white,43cd704a91,NA,vehicular,FALSE
102771,2006-01-07,Bristol City,NA,white,43cd704a91,NA,vehicular,FALSE
102772,2006-01-07,Bristol City,NA,white,43cd704a91,NA,vehicular,FALSE
102773,2006-01-07,Bristol City,NA,white,43cd704a91,NA,vehicular,FALSE
102774,2006-01-07,Bristol City,NA,white,43cd704a91,NA,vehicular,FALSE
102775,2006-01-07,Bristol City,NA,white,43cd704a91,NA,vehicular,FALSE
102776,2006-01-07,Bristol City,NA,white,43cd704a91,NA,vehicular,FALSE
102777,2006-01-07,Bristol City,NA,white,43cd704a91,NA,vehicular,FALSE
102778,2006-01-07,Bristol City,NA,white,43cd704a91,NA,vehicular,FALSE
102779,2006-01-07,Bristol City,NA,white,43cd704a91,NA,vehicular,FALSE
102780,2006-01-07,Bristol City,NA,white,74a3079cba,NA,vehicular,FALSE
102781,2006-01-07,Bristol City,NA,white,74a3079cba,NA,vehicular,FALSE
102782,2006-01-07,Bristol City,NA,white,74a3079cba,NA,vehicular,FALSE
102783,2006-01-07,Bristol City,NA,white,74a3079cba,NA,vehicular,FALSE
102784,2006-01-07,Bristol City,NA,white,74a3079cba,NA,vehicular,FALSE
3239224,2006-01-07,Bristol City,NA,black,9a36aebd5a,NA,vehicular,FALSE
3239225,2006-01-07,Bristol City,NA,black,9a36aebd5a,NA,vehicular,FALSE
4420277,2006-01-07,Bristol City,NA,hispanic,74a3079cba,NA,vehicular,FALSE
4720229,2006-01-07,Bristol City,NA,asian/pacific islander,43cd704a91,NA,vehicular,FALSE
109051,2006-01-14,Bristol City,NA,white,a03b2cffbc,NA,vehicular,FALSE
