Date,Offense,Street,Subdivison,Zip,E.D.,City,Area
4/26/2002,"DAMAGE PROPERTY, PRIVATE",BACK CREEK ROAD,179,23696,3,SEAFORD,100
6/24/2002,"DAMAGE PROPERTY, PRIVATE",BACK CREEK ROAD,179,23696,3,SEAFORD,100
7/11/2002,GRAND LARCENY,BACK CREEK ROAD,179,23696,3,SEAFORD,100
2/16/2002,UNLAWFUL PURCHASE OR POSSESS A,BAY TREE BEACH ROAD,179,23696,3,SEAFORD,200
6/4/2002,RUNAWAY JUVENILE,BAY TREE BEACH ROAD,179,23696,3,SEAFORD,200
10/19/2002,DAMAGE PROPERTY,BAY TREE BEACH ROAD,179,23696,3,SEAFORD,200
11/19/2002,IDENTITY FRAUD > $200 OR IMPRI,BAY TREE BEACH ROAD,179,23696,3,SEAFORD,200
4/15/2002,"MANUF, SALE, POSSESSION CONTRO",BLANTON DRIVE,179,23696,3,SEAFORD,200
10/13/2002,CITIZEN REQUESTED ASSISTANCE,BLANTON DRIVE,179,23696,3,SEAFORD,200
8/7/2002,"LARCENY,FROM MOTOR VEHICLE",COVE DRIVE,179,23696,3,GRAFTON,200
8/19/2002,PETIT LARCENY,CREEK CIRCLE,242,23696,3,SEAFORD,200
8/19/2002,PETIT LARCENY,CREEK CIRCLE,242,23696,3,SEAFORD,200
8/19/2002,"LARCENY,FROM MOTOR VEHICLE",CREEK CIRCLE,242,23696,3,SEAFORD,200
8/19/2002,"LARCENY,FROM MOTOR VEHICLE",CREEK CIRCLE,242,23696,3,SEAFORD,200
8/20/2002,"LARCENY,FROM MOTOR VEHICLE",CREEK CIRCLE,242,23696,3,SEAFORD,200
2/13/2002,GRAND LARCENY,DAWSON CRESCENT,247,23696,3,GRAFTON,200
2/7/2002,RUNAWAY JUVENILE,DAWSON DRIVE,247,23696,3,GRAFTON,200
8/24/2002,CITIZEN REQUESTED ASSISTANCE,DAWSON DRIVE,247,23696,3,GRAFTON,200
8/19/2002,GRAND LARCENY,ELLERSON COURT,86,23696,3,SEAFORD,200
1/20/2002,CITIZEN REQUESTED ASSISTANCE,FOX LANE,179,23696,3,SEAFORD,200
5/7/2002,"DAMAGE PROPERTY, PRIVATE",GLENN COVE,58,23696,3,GRAFTON,200
9/4/2002,CITIZEN REQUESTED ASSISTANCE,GLENN COVE,58,23696,3,GRAFTON,200
6/4/2002,"MANUF, SALE, POSSESSION CONTRO",GREGORY DRIVE,67,23696,3,SEAFORD,200
6/4/2002,"MANUF, SALE, POSSESSION CONTRO",GREGORY DRIVE,67,23696,3,SEAFORD,200
1/1/2002,CITIZEN REQUESTED ASSISTANCE,HERITAGE PLACE,86,23696,3,SEAFORD,200
2/18/2002,CITIZEN REQUESTED ASSISTANCE,HERITAGE PLACE,86,23696,3,SEAFORD,200
2/22/2002,"BURGLARY, RESIDENTIAL",HERITAGE PLACE,86,23696,3,SEAFORD,200
3/12/2002,RUNAWAY JUVENILE,LUDLOW DRIVE,193,23696,3,SEAFORD,200
8/12/2002,CITIZEN REQUESTED ASSISTANCE,MASTIN AVENUE,86,23696,3,GRAFTON,200
6/22/2002,"ASSAULT, SIMPLE",MCPHERSON COURT,193,23696,3,SEAFORD,200
6/5/2002,"DAMAGE PROPERTY, PRIVATE",MELODY LANE,124,23696,3,YORKTOWN,200
11/8/2002,CITIZEN REQUESTED ASSISTANCE,MELODY LANE,124,23696,3,YORKTOWN,200
11/22/2002,ANNOYING PHONE CALLS,MELODY LANE,124,23696,3,YORKTOWN,200
7/24/2002,"LARCENY,FROM MOTOR VEHICLE",OLD SEAFORD ROAD,179,23696,3,SEAFORD,200
10/7/2002,DRUNK IN PUBLIC,OLD SEAFORD ROAD & AUG,179,23696,3,SEAFORD,200
10/28/2002,UNAUTHORIZED USE OF VEHICLE,PAMELA PLACE,86,23696,3,SEAFORD,200
11/18/2002,PETIT LARCENY,PARK LANE,247,23696,3,SEAFORD,200
3/16/2002,CITIZEN REQUESTED ASSISTANCE,PRESSON ROAD,179,23696,3,SEAFORD,200
6/5/2002,"ASSAULT, SIMPLE, DOMESTIC",PRESSON ROAD,179,23696,3,SEAFORD,200
7/29/2002,PEEPING INTO OCCUPIED DWELLING,PRESSON ROAD,179,23696,3,SEAFORD,200
9/30/2002,TAKING INDECENT LIBERTIES WITH,PRESSON ROAD,179,23696,3,SEAFORD,200
8/7/2002,"LARCENY,FROM MOTOR VEHICLE",PURGOLD DRIVE,179,23696,3,SEAFORD,200
10/16/2002,"DAMAGE PROPERTY, PRIVATE",PUTNAM DRIVE,167,23696,3,SEAFORD,200
7/31/2002,CITIZEN REQUESTED ASSISTANCE,RAYMOND DRIVE,180,23696,3,SEAFORD,200
1/14/2002,CREDIT CARD THEFT,SEAFORD RD,179,23696,3,SEAFORD,200
1/31/2002,"LARCENY, ALL OTHERS",SEAFORD RD,179,23696,3,SEAFORD,200
3/7/2002,INDECENT EXPOSURE,SEAFORD RD,179,23696,3,SEAFORD,200
4/27/2002,"ASSAULT, AGGRAVATED",SEAFORD RD,179,23696,3,SEAFORD,200
4/29/2002,CITIZEN REQUESTED ASSISTANCE,SEAFORD RD,179,23696,3,SEAFORD,200
5/2/2002,ASSAULT & BATTERY -POLICE OFCR,SEAFORD RD,179,23696,3,SEAFORD,200
5/8/2002,BAD CHECKS,SEAFORD RD,179,23696,3,SEAFORD,200
5/8/2002,BAD CHECKS,SEAFORD RD,179,23696,3,SEAFORD,200
5/8/2002,BAD CHECKS,SEAFORD RD,179,23696,3,SEAFORD,200
5/8/2002,BAD CHECKS,SEAFORD RD,179,23696,3,SEAFORD,200
6/4/2002,"DAMAGE PROPERTY, BUSINESS",SEAFORD RD,179,23696,3,SEAFORD,200
