Date ,Report Type ,Street ,Zip ,Area ,ED ,N#
1/21/2004,"BURGLARY, RESIDENTIAL ",ALLENDALE PLACE ,23185,300,1,162
1/21/2004,"DAMAGE PROPERTY, PRIVATE ",ALLENDALE PLACE ,23185,300,1,162
1/21/2004,GRAND LARCENY ,ALLENDALE PLACE ,23185,300,1,162
8/25/2004,"DAMAGE PROPERTY, PRIVATE ",ANNAPOLIS CIRCLE ,23185,300,1,60
3/25/2004,POSSESSION OF MARIJUANA ,ANNAPOLIS DRIVE ,23185,300,1,60
7/18/2004,"LARCENY,FROM MOTOR VEHICLE ",ANNAPOLIS DRIVE ,23185,300,1,60
7/18/2004,"LARCENY,FROM MOTOR VEHICLE ",ANNAPOLIS DRIVE ,23185,300,1,60
10/23/2015,CITIZEN REQUESTED ASSISTANCE ,ANNAPOLIS DRIVE ,23185,300,1,60
11/11/2015,"ASSAULT, SIMPLE, DOMESTIC ",ANNAPOLIS DRIVE ,23185,300,1,60
1/13/2004,AGGRAVATED SEXUAL BATTERY -VICTIM UNDER 13 YRS ,ARDEN ROAD ,23185,300,1,79
1/5/2004,"LARCENY,FROM MOTOR VEHICLE ",BANNEKER DRIVE ,23185,300,1,20
2/13/2004,GRAND LARCENY ,BANNEKER DRIVE ,23185,300,1,20
2/14/2004,"DAMAGE PROPERTY, PRIVATE ",BANNEKER DRIVE ,23185,300,1,20
2/14/2004,"LARCENY,FROM MOTOR VEHICLE ",BANNEKER DRIVE ,23185,300,1,20
2/17/2004,TRESPASSING ,BANNEKER DRIVE ,23185,300,1,20
3/24/2004,CITIZEN REQUESTED ASSISTANCE ,BANNEKER DRIVE ,23185,300,1,20
10/16/2015,CITIZEN REQUESTED ASSISTANCE ,BANNEKER DRIVE ,23185,300,1,20
12/11/2015,"LARCENY,FROM MOTOR VEHICLE ",BANNEKER DRIVE ,23185,300,1,20
12/23/2015,CITIZEN REQUESTED ASSISTANCE ,BANNEKER DRIVE ,23185,300,1,20
3/10/2004,"ASSAULT, SIMPLE ",BERKLEY DRIVE ,23185,300,1,244
5/27/2004,POSSESSION OF MARIJUANA ,BETHUNE & DREW ROAD ,23185,300,1,20
1/1/2004,RUNAWAY JUVENILE ,BETHUNE DRIVE ,23185,300,1,20
1/14/2004,PETIT LARCENY ,BETHUNE DRIVE ,23185,300,1,20
1/21/2004,"DAMAGE PROPERTY, PRIVATE ",BETHUNE DRIVE ,23185,300,1,20
1/21/2004,"LARCENY,FROM MOTOR VEHICLE ",BETHUNE DRIVE ,23185,300,1,20
1/25/2004,CITIZEN REQUESTED ASSISTANCE ,BETHUNE DRIVE ,23185,300,1,20
1/31/2004,"DAMAGE PROPERTY, PRIVATE ",BETHUNE DRIVE ,23185,300,1,20
2/13/2004,"LARCENY,FROM MOTOR VEHICLE ",BETHUNE DRIVE ,23185,300,1,20
2/19/2004,"DAMAGE PROPERTY, PRIVATE ",BETHUNE DRIVE ,23185,300,1,20
3/7/2004,"ASSAULT, SIMPLE ",BETHUNE DRIVE ,23185,300,1,20
4/8/2004,ANNOYING PHONE CALLS ,BETHUNE DRIVE ,23185,300,1,20
4/24/2004,DISORDERLY CONDUCT ,BETHUNE DRIVE ,23185,300,1,20
6/9/2004,CITIZEN REQUESTED ASSISTANCE ,BETHUNE DRIVE ,23185,300,1,20
6/22/2004,"ASSAULT, SIMPLE, DOMESTIC ",BETHUNE DRIVE ,23185,300,1,20
7/24/2004,CITIZEN REQUESTED ASSISTANCE ,BETHUNE DRIVE ,23185,300,1,20
7/29/2004,RUNAWAY JUVENILE ,BETHUNE DRIVE ,23185,300,1,20
7/31/2004,RUNAWAY JUVENILE ,BETHUNE DRIVE ,23185,300,1,20
8/4/2004,CITIZEN REQUESTED ASSISTANCE ,BETHUNE DRIVE ,23185,300,1,20
8/31/2004,CITIZEN REQUESTED ASSISTANCE ,BETHUNE DRIVE ,23185,300,1,20
6/30/2004,"DAMAGE PROPERTY, PRIVATE ",BLALOCK DRIVE ,23185,300,1,244
2/12/2004,"ASSAULT, SIMPLE ",BLUFFS CIRCLE ,23185,300,1,226
6/3/2004,CITIZEN REQUESTED ASSISTANCE ,BLUFFS CIRCLE ,23185,300,1,226
10/28/2015,ANNOYING PHONE CALLS ,BOOKER T ,23185,300,1,20
6/26/2004,GRAND LARCENY ,BOTTOM COMMONS ,23185,300,1,60
2/11/2004,"ASSAULT, SIMPLE, DOMESTIC ",BOWSTRING DRIVE ,23185,300,1,162
6/18/2004,GRAND LARCENY ,BOWSTRING DRIVE ,23185,300,1,162
11/3/2015,CITIZEN REQUESTED ASSISTANCE ,BOWSTRING DRIVE ,23185,300,1,162
6/15/2004,"DAMAGE PROPERTY, PRIVATE ",BRITANIA DRIVE ,23185,300,1,161
7/7/2004,"DAMAGE PROPERTY, PRIVATE ",BRITANIA DRIVE ,23185,300,1,161
11/2/2015,"DAMAGE PROPERTY, PRIVATE ",BRITANIA DRIVE ,23185,300,1,161
12/25/2015,"ASSAULT, SIMPLE, DOMESTIC ",BRITANIA DRIVE ,23185,300,1,161
10/9/2015,CURSING/OBSCENE LANGUAGE ,BURGUNDY ROAD ,23185,300,1,217
10/9/2015,TRESPASSING ,BURGUNDY ROAD ,23185,300,1,217
7/16/2004,CITIZEN REQUESTED ASSISTANCE ,BURNHAM ROAD ,23185,300,1,125
1/2/2004,CITIZEN REQUESTED ASSISTANCE ,BYPASS ROAD ,23185,300,1,229
1/9/2004,CITIZEN REQUESTED ASSISTANCE ,BYPASS ROAD ,23185,300,1,229
1/10/2004,CITIZEN REQUESTED ASSISTANCE ,BYPASS ROAD ,23185,300,1,229
1/14/2004,GRAND LARCENY ,BYPASS ROAD ,23185,300,1,229
1/26/2004,DISORDERLY CONDUCT ,BYPASS ROAD ,23185,300,1,229
1/28/2004,OBSCENE/THREATENING PHONE CALL ,BYPASS ROAD ,23185,300,1,229
2/7/2004,PETIT LARCENY ,BYPASS ROAD ,23185,300,1,229
2/10/2004,"LARCENY,FROM MOTOR VEHICLE ",BYPASS ROAD ,23185,300,1,229
2/10/2004,PETIT LARCENY ,BYPASS ROAD ,23185,300,1,229
2/15/2004,CITIZEN REQUESTED ASSISTANCE ,BYPASS ROAD ,23185,300,1,229
2/15/2004,"DAMAGE PROPERTY, PRIVATE ",BYPASS ROAD ,23185,300,1,229
2/16/2004,CITIZEN REQUESTED ASSISTANCE ,BYPASS ROAD ,23185,300,1,229
2/16/2004,CITIZEN REQUESTED ASSISTANCE ,BYPASS ROAD ,23185,300,1,229
2/17/2004,CITIZEN REQUESTED ASSISTANCE ,BYPASS ROAD ,23185,300,1,229
2/17/2004,RECOVERED VEHICLE-STOLEN OTHER JURISDICTION ,BYPASS ROAD ,23185,300,1,229
2/21/2004,"ASSAULT, SIMPLE ",BYPASS ROAD ,23185,300,1,229
2/21/2004,LOST PROPERTY ,BYPASS ROAD ,23185,300,1,229
