Name: “Table 1 of 1 on page 16 of 17”,Name: “Table 1 of 1 on page 16 of 17”,Name: “Table 1 of 1 on page 16 of 17”,Name: “Table 1 of 1 on page 16 of 17”,Name: “Table 1 of 1 on page 16 of 17”,Name: “Table 1 of 1 on page 16 of 17”,Name: “Table 1 of 1 on page 16 of 17”,Name: “Table 1 of 1 on page 16 of 17”,Name: “Table 1 of 1 on page 16 of 17”,Name: “Table 1 of 1 on page 16 of 17”
Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16
,,,,,,,,,
,,"Jail and Anthem Reports of Inmate and Hospitalization Data, FY13","Jail and Anthem Reports of Inmate and Hospitalization Data, FY13","Jail and Anthem Reports of Inmate and Hospitalization Data, FY13","Jail and Anthem Reports of Inmate and Hospitalization Data, FY13","Jail and Anthem Reports of Inmate and Hospitalization Data, FY13","Jail and Anthem Reports of Inmate and Hospitalization Data, FY13",,
,,Jail,Jail,Jail,Anthem,Anthem,,,
,,,,,,,Average cost,Potentially,
Jail,,FY13 Number,FY13 Number,,# Inmates with,Total Cost,per hospitalized,Medicaid,
Number,Jail Name,Disabled,Pregnant,FY13 65+,Hospitalizations,Hospitalizations,inmate in FY13,Eligible Cost,notes:
001,ACCOMACK COUNTY JAIL,0,0,0,2,"9,719.79","4,859.90",-,
003,ALBEMARLE-CHARLOTTESVILLE REG.,,,,2,"4,632.28","2,316.14",-,
510,ALEXANDRIA DETENTION CENTER,,,,,,-,-,not anthem
005,ALLEGHANY COUNTY REGIONAL JAIL,0,0,0,3,"2,939.00",979.67,-,
013,ARLINGTON COUNTY DETENTION FAC,,,,,,-,-,not anthem
031,B.R.R.J - CAMPBELL,,,,,,-,-,
010,B.R.R.J. - AMHERST,0,0,2,1,"9,824.99","9,824.99","19,649.98",
019,B.R.R.J. - BEDFORD,,,,,,-,-,
083,B.R.R.J. - HALIFAX,,,,,,-,-,
680,B.R.R.J.- LYNCHBURG,,,,1,-,-,-,
023,BOTETOURT COUNTY JAIL,,,,,,-,-,not anthem
520,BRISTOL CITY JAIL,,,,,,-,-,
137,CENTRAL VIRGINIA REGIONAL JAIL,0,0,0,4,"74,386.46","18,596.62",-,
037,CHARLOTTE COUNTY JAIL,0,0,0,1,"5,691.92","5,691.92",-,
550,CHESAPEAKE CITY JAIL,,2,0,17,"177,086.54","10,416.86","20,833.71",
041,CHESTERFIELD COUNTY JAIL,0,0,0,3,"13,858.75","4,619.58",-,
047,CULPEPER COUNTY JAIL,,,,,,-,-,
590,DANVILLE CITY JAIL,0,0,1,2,"22,238.58","11,119.29","11,119.29",
220,DANVILLE CITY JAIL FARM,0,0,0,2,"69,001.33","34,500.67",-,
131,EASTERN SHORE REGIONAL JAIL,0,0,0,1,"4,835.33","4,835.33",-,
059,FAIRFAX ADULT DETENTION CENTER,0,0,1,5,"11,130.16","2,226.03","2,226.03",
061,FAUQUIER COUNTY JAIL,,,,,,-,-,
067,FRANKLIN COUNTY JAIL,1,0,0,1,"5,752.00","5,752.00","5,752.00",
073,GLOUCESTER COUNTY JAIL,0,0,0,3,"26,397.57","8,799.19",-,
650,HAMPTON CORRECTIONAL FACILITY,1,0,0,9,"128,607.21","14,289.69","14,289.69",
475,HAMPTON ROADS REGIONAL JAIL,,,,39,"943,533.65","24,193.17",-,
087,HENRICO COUNTY JAIL,0,0,1,32,"809,083.68","25,283.87","25,283.87",
089,HENRY COUNTY JAIL,0,0,1,2,"26,560.85","13,280.43","13,280.43",
103,LANCASTER CORRECTIONAL CENTER,0,0,0,1,"6,522.92","6,522.92",-,
107,LOUDOUN COUNTY ADULT DETENTION,,,,5,"48,242.38","9,648.48",-,
690,MARTINSVILLE CITY JAIL,2,0,0,1,"2,592.00","2,592.00","5,184.00",
495,MEHERRIN RIVER REGIONAL JAIL,,,,,,-,-,not anthem
119,MIDDLE PENINSULA REGIONAL,,,,5,"45,236.52","9,047.30",-,
493,MIDDLE RIVER REGIONAL JAIL,,,,4,"56,021.23","14,005.31",-,
121,MONTGOMERY COUNTY JAIL,,,,,,-,-,
117,MRRJ - MECKLENBURG,1,0,0,1,"28,986.00","28,986.00","28,986.00",not anthem
480,NEW RIVER REGIONAL JAIL,1,,,5,"89,252.98","17,850.60","17,850.60",
700,NEWPORT NEWS CITY JAIL,,,,5,"56,330.08","11,266.02",-,
250,NEWPORT NEWS CITY PRISON FARM,,,,2,"33,657.22","16,828.61",-,
710,NORFOLK CITY JAIL,,,,18,"208,839.72","11,602.21",-,
193,NORTHERN NECK REGIONAL JAIL,,,,,,-,-,
069,NORTHWESTERN REGIONAL JAIL,,,,6,"85,007.35","14,167.89",-,
139,PAGE COUNTY JAIL,,,,,,-,-,
,,,,,14,,,,
