Name: “Table 1 of 1 on page 115 of 117”,Name: “Table 1 of 1 on page 115 of 117”,Name: “Table 1 of 1 on page 115 of 117”,Name: “Table 1 of 1 on page 115 of 117”,Name: “Table 1 of 1 on page 115 of 117”
Table: 113,Table: 113,Table: 113,Table: 113,Table: 113
,,,,
Appendix 3,Appendix 3,,,
Sentencing Guidelines Compliance by Judicial Circuit:,Sentencing Guidelines Compliance by Judicial Circuit:,Sentencing Guidelines Compliance by Judicial Circuit:,Sentencing Guidelines Compliance by Judicial Circuit:,
"Property, Drug, and Miscellaneous Offenses","Property, Drug, and Miscellaneous Offenses","Property, Drug, and Miscellaneous Offenses","Property, Drug, and Miscellaneous Offenses",
,,WEAPONS,WEAPONS,
,,,n,
,,,o,
,,,i,
,,,t,
,,,a,
,,,v,
,,,a,
,,,r,
,,,g,
,,,g,
,,,A,#
1,77.8%,5.6%,16.7%,18
2,93.3,6.7,0,30
3,91.7,8.3,0,12
4,75.0,15.6,9.4,32
5,83.3,.0,16.7,12
6,72.7,9.1,18.2,11
7,73.2,4.9,22.0,41
8,72.7,27.3,0,11
9,60.0,30.0,10.0,10
10,48.0,28.0,24.0,25
11,61.5,30.8,7.7,13
12,76.9,7.7,15.4,13
13,70.0,13.3,16.7,60
14,73.1,15.4,11.5,26
15,73.5,14.7,11.8,34
16,64.7,29.4,5.9,17
17,50.0,50.0,0,2
18,66.7,0,33.3,3
19,50.0,25.0,25.0,8
20,90.9,9.1,0,11
21,73.7,15.8,10.5,19
22,77.3,13.6,9.1,22
23,84.2,5.3,10.5,19
24,75.0,15.0,10.0,20
25,77.8,5.6,16.7,18
26,82.8,0,17.2,29
27,75.8,15.2,9.1,33
28,85.7,0,14.3,14
29,76.5,5.9,17.6,17
30,78.6,7.1,14.3,14
31,50.0,33.3,16.7,6
Total,74.5,12.7,12.8,600
,,,,115
