Canine,,Totals,
Total Picked Up,,47,
Feline,,Totals,
Total Picked Up,,11,
Wildlife,,Totals,
Total Picked Up,,50,
Domestic Other,,Totals,
Total Picked Up,,0,
Other Activities,,Totals,
Search Warrants,,0,
Follow-ups,,11,
Notice/Violations,,50,
Directed Patrols,,2,
Summonses/Warrants,,19,
Education,,Totals,
Programs/Lectures,,3,
Citizen Contacts,,"1,090",
Reports,,Totals,
Exposure,,8,
Facility Inspections,,0,
Reports Taken,,7,
Total Reports,,15,
Calls for Service,,Totals,
Abandon Animals,,8,
Animal Bite,,10,
Animal Cruelty,,36,
Animal Problem,,69,
Animal Trapped,,18,
Barking Animal,,32,
Injured Animal,,78,
Stray Animal,,233,
Vicious Animal,,27,
Wildlife,,39,
Search Warrant,,0,
Officer Initiated Activity,,87,
Phone Message,,216,
Bite Reports,,6,
Dead Animal,,71,
Tethering,Unfounded,Notice,Summons Issued
9,3,5,1
