Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Albemarle County Police Department,08/28/2009,10-FS25101,01,$658.00 U.S. CURRENCY,Forfeiture,$658.00,09/08/2009,04/27/2010,,,$658.00,04/27/2010
Albemarle County Police Department,11/07/2009,10-FS31702,01,$996.00 U.S. CURRENCY,Forfeiture,$996.00,11/13/2009,04/27/2010,,,$996.00,04/27/2010
Albemarle County Police Department,11/20/2009,10-FS33805,01,$697.00 U.S. CURRENCY,Forfeiture,$697.00,12/04/2009,04/27/2010,,,$697.00,04/27/2010
Albemarle County Police Department,12/01/2009,10-FS34103,01,"$1,783.00 U.S. CURRENCY",Forfeiture,"$1,783.00",12/07/2009,02/11/2011,,,"$1,783.00",02/11/2011
Albemarle County Police Department,01/21/2010,10-FS02209,01,"$1,280.00 U.S. CURRENCY",Forfeiture,"$1,280.00",01/22/2010,05/04/2010,,,"$1,280.00",05/04/2010
Albemarle County Police Department,02/28/2010,10-FS07514,01,$611.00 U.S. CURRENCY,Forfeiture,$611.00,03/16/2010,11/08/2010,,,$611.00,11/08/2010
Albemarle County Police Department,03/12/2010,10-FS09002,01,"$1,512.84 U.S. CURRENCY",Forfeiture,"$1,512.84",03/31/2010,06/22/2010,,,"$1,512.84",06/22/2010
Albemarle County Police Department,03/20/2010,10-FS09003,01,$602.00 U.S. CURRENCY,Forfeiture,$602.00,03/31/2010,11/17/2011,,,$602.00,11/17/2011
Albemarle County Police Department,03/22/2010,10-FS09001,01,2005 CHRYSLER 300,Return To Owner,"$8,000.00",03/31/2010,10/08/2010,,,$0.00,10/08/2010
Albemarle County Police Department,04/21/2010,10-FS12002,01,"$1,171.00 U.S. CURRENCY",Return To Owner,"$1,171.00",04/30/2010,02/11/2011,,,$0.00,02/11/2011
Albemarle County Police Department,04/21/2010,10-FS12002,02,"RESIDENCE AT 2721 HUNTINGTON RD, CHARLOTTESVILLE",Return To Owner,"$268,700.00",04/30/2010,12/03/2012,,,$0.00,12/03/2012
