Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Frederick County Sheriff's Office,03/05/2010,10-FS08401,01,"$1,416.00 U.S. CURRENCY",Dismissal,"$1,416.00",03/25/2010,04/30/2010,,,$0.00,04/30/2010
Frederick County Sheriff's Office,06/25/2010,11-FS19002,01,"$1,252.00 U.S. CURRENCY",Forfeiture,"$1,252.00",07/09/2010,10/21/2010,,,"$1,244.00",10/21/2010
Frederick County Sheriff's Office,10/13/2010,11-FS29302,01,"$14,091.00 U.S. CURRENCY",Forfeiture,"$14,091.00",10/20/2010,10/05/2011,,,"$14,091.00",10/05/2011
Frederick County Sheriff's Office,03/25/2011,11-FS10904,01,"$1,074.00 U.S. CURRENCY",Forfeiture,"$1,074.00",04/19/2011,10/05/2011,,,"$1,074.00",10/05/2011
Frederick County Sheriff's Office,03/28/2011,12-FS07202,01,$537.00 U.S. CURRENCY,Forfeiture,$537.00,03/12/2012,09/27/2012,,,$0.00,09/27/2012
Frederick County Sheriff's Office,06/06/2011,11-FS16703,01,"$5,736.00 U.S. CURRENCY",Forfeiture,"$5,736.00",06/16/2011,08/29/2011,,,"$5,736.00",08/29/2011
Frederick County Sheriff's Office,08/20/2011,12-FS24902,01,"$1,141.00 U.S. CURRENCY",Forfeiture,"$1,141.00",09/06/2011,01/24/2012,,,"$1,141.00",01/24/2012
Frederick County Sheriff's Office,08/31/2011,12-FS25801,01,"$1,395.00 U.S. CURRENCY",Forfeiture,"$1,395.00",09/15/2011,01/24/2012,,,"$1,395.00",01/24/2012
Frederick County Sheriff's Office,08/31/2011,12-FS25802,01,"$1,420.00 U.S. CURRENCY",Forfeiture,"$1,420.00",09/15/2011,06/19/2012,,,"$1,420.00",06/19/2012
Frederick County Sheriff's Office,01/31/2012,12-FS04006,01,"$20,630.00 U.S. CURRENCY",Forfeiture,"$20,630.00",02/09/2012,12/28/2012,,,"$20,630.00",12/28/2012
Frederick County Sheriff's Office,02/24/2012,12-FS06514,01,$981.00 U.S. CURRENCY,Forfeiture,$981.00,03/05/2012,06/11/2012,,,$681.00,06/11/2012
Frederick County Sheriff's Office,03/11/2012,12-FS08111,01,"$2,957.00 U.S. CURRENCY",Forfeiture,"$2,957.00",03/21/2012,07/24/2012,,,"$2,957.00",07/24/2012
Frederick County Sheriff's Office,04/05/2012,12-FS10002,01,"$2,348.00 U.S. CURRENCY",Forfeiture,"$2,348.00",04/09/2012,09/28/2012,,,"$2,348.00",09/28/2012
Frederick County Sheriff's Office,05/12/2012,12-FS13907,01,"$6,733.70 US CURRENCY",Forfeiture,"$6,733.70",05/18/2012,03/14/2013,,,"$3,366.85",03/14/2013
Frederick County Sheriff's Office,09/29/2012,13-FS29204,01,$940.00 US CURRENCY,Forfeiture,$940.00,10/18/2012,03/17/2014,,,$940.00,03/17/2014
Frederick County Sheriff's Office,09/29/2012,13-FS29206,01,"$1,253.00 US CURRENCY",Forfeiture,"$1,253.00",10/18/2012,01/09/2013,,,"$1,253.00",01/09/2013
Frederick County Sheriff's Office,10/03/2012,13-FS29205,01,$980.00 US CURRENCY,Pending,$980.00,10/18/2012,,,,$0.00,
Frederick County Sheriff's Office,11/13/2012,13-FS00813,01,"$9,544.00 U.S. Currency",Pending,"$9,544.00",01/08/2013,,,,$0.00,
Frederick County Sheriff's Office,03/11/2013,13-FS08602,01,$816.52 U.S. Currency,Dismissal,$816.52,03/27/2013,10/16/2013,,,$0.00,10/16/2013
Frederick County Sheriff's Office,03/11/2013,13-FS08603,01,1999 NISSAN  1999.5 Pathfinder-V6,Forfeiture,"$3,050.00",03/27/2013,10/17/2013,,,"$1,045.00",10/17/2013
Frederick County Sheriff's Office,03/14/2013,13-FS08601,01,2004 VOLKSWAGEN  Golf,Forfeiture,"$4,825.00",03/27/2013,01/22/2015,,,$0.00,01/22/2015
Frederick County Sheriff's Office,12/01/2013,14-FS05737,01,$925.00 U.S. Currency,Pending,$925.00,02/26/2014,,,,$0.00,
Frederick County Sheriff's Office,01/27/2014,14-FS05738,01,$971.00 U.S. Currency,Forfeiture,$971.00,02/26/2014,07/22/2014,,,$971.00,07/22/2014
Frederick County Sheriff's Office,05/25/2014,14-FS15062,01,"$1,665.00 U.S. Currency",Forfeiture,"$1,665.00",05/30/2014,09/02/2014,,,"$1,665.00",09/02/2014
Frederick County Sheriff's Office,07/11/2014,15-FS20403,01,"$1,293.00 U.S. Currency",Forfeiture,"$1,293.00",07/23/2014,10/21/2014,,,"$1,293.00",10/21/2014
Frederick County Sheriff's Office,08/16/2014,15-FS23271,01,"$1,052.00 U.S. Currency",Pending,"$1,052.00",08/20/2014,,,,$0.00,
Frederick County Sheriff's Office,08/27/2014,15-FS24742,01,"$1,155.00 U.S. Currency",Dismissal,"$1,155.00",09/04/2014,01/12/2015,,,$0.00,01/12/2015
Frederick County Sheriff's Office,09/10/2014,15-FS26159,01,"$1,070.00 U.S. Currency",Pending,"$1,070.00",09/18/2014,,,,$0.00,
Frederick County Sheriff's Office,10/02/2014,15-FS28887,01,2005 KIA  Sedona-V6,Pending,$775.00,10/15/2014,,,,$0.00,
