Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Portsmouth Police Department,02/28/2008,08-FS14103,01,$584.00 U.S. CURRENCY,Forfeiture,$584.00,05/20/2008,04/22/2014,,,$584.00,04/22/2014
Portsmouth Police Department,03/08/2008,08-FS07903,01,"$5,777.00 U.S. CURRENCY",Forfeiture,"$5,777.00",03/19/2008,10/23/2009,,,"$5,777.00",10/23/2009
Portsmouth Police Department,03/08/2008,08-FS07903,02,DIAMOND EARRING,Pending,$500.00,03/19/2008,,,,$0.00,
Portsmouth Police Department,05/22/2008,15-FS29630,01,1995 CHEVROLET TRUCK  Tahoe-V8,Return To Owner,"$1,237.50",11/04/2014,11/24/2014,01/20/2015,,$0.00,01/20/2015
Portsmouth Police Department,05/22/2008,15-FS29630,03,"$2,557.75 in bank account at Northern Star Credit Union",Forfeiture,"$2,557.00",11/04/2014,11/24/2014,,,"$2,557.75",11/24/2014
Portsmouth Police Department,05/22/2008,15-FS29630,04,Kahr 9mm handgun,Return To Owner,$500.00,11/04/2014,11/24/2014,01/20/2015,,$0.00,01/20/2015
Portsmouth Police Department,05/22/2008,15-FS29630,05,"1 mans multi-colored diamond watch(($9,500) 1 mans 14k yellow gold and white charm($600), 1 pair 14k gold chain and cross with diamonds ($4,500), 1 10",Return To Owner,"$18,095.00",11/04/2014,11/24/2014,01/20/2015,,$0.00,01/20/2015
Portsmouth Police Department,05/22/2008,15-FS29630,06,"$2,141.00 U.S. Currency",Return To Owner,"$2,141.00",11/04/2014,11/24/2014,01/20/2015,,$0.00,01/20/2015
Portsmouth Police Department,06/03/2008,14-FS16372,01,"$3,405.00 U.S. Currency",Forfeiture,"$3,405.00",06/12/2014,03/19/2013,,,$76.60,03/19/2013
Portsmouth Police Department,07/19/2008,13-FS10614,01,$932.00 U.S. Currency,Forfeiture,$932.00,04/16/2013,04/26/2013,,,$932.00,04/26/2013
Portsmouth Police Department,10/22/2008,13-FS16210,01,"$3,641.78 U.S. Currency",Forfeiture,"$3,641.78",06/11/2013,06/24/2013,,,"$3,641.78",06/24/2013
Portsmouth Police Department,11/21/2008,14-FS16379,01,$528.77 Bank Account,Forfeiture,$528.77,06/12/2014,03/19/2013,,,$11.90,03/19/2013
Portsmouth Police Department,01/05/2009,09-FS05012,01,$831.00 U.S. CURRENCY,Forfeiture,$831.00,02/19/2009,07/09/2013,,,$831.00,07/09/2013
Portsmouth Police Department,02/19/2009,09-FS06301,01,$697.00 U.S. CURRENCY,Forfeiture,$697.00,03/04/2009,07/09/2013,,,$597.00,07/09/2013
Portsmouth Police Department,05/13/2009,10-FS19101,01,"$2,029.00 U.S. CURRENCY",Return To Owner,"$2,029.00",07/10/2009,02/20/2013,,,$0.00,02/20/2013
Portsmouth Police Department,05/28/2009,10-FS29601,01,1998 MERCEDES CLX 300,Forfeiture,"$2,500.00",10/23/2009,10/23/2009,04/26/2013,,"$4,045.00",04/26/2013
Portsmouth Police Department,05/28/2009,10-FS29601,02,1994 LEXUS GS300,Forfeiture,"$1,000.00",10/23/2009,10/23/2009,04/26/2013,,$845.00,04/26/2013
Portsmouth Police Department,06/12/2009,10-FS21801,01,"$1,080.00",Forfeiture,"$1,080.00",08/06/2009,03/19/2013,,,$540.00,03/19/2013
Portsmouth Police Department,06/19/2009,10-FS20405,01,$577.00 U.S. CURRENCY,Dismissal,$577.00,07/23/2009,02/12/2013,,,$0.00,02/12/2013
Portsmouth Police Department,06/24/2009,10-FS19102,01,42 INCH PHILLIPS FLAT SCREEN TV,Return To Owner,$500.00,07/10/2009,01/19/2010,,,$0.00,01/19/2010
Portsmouth Police Department,06/24/2009,10-FS19102,02,"$2,510.00 U.S. CURRENCY",Forfeiture,"$2,510.00",07/10/2009,01/19/2010,,,"$2,510.00",01/19/2010
Portsmouth Police Department,07/03/2009,10-FS19103,01,"$3,821.00 U.S. CURRENCY",Forfeiture,"$3,821.00",07/10/2009,08/04/2010,,,"$3,821.00",08/04/2010
Portsmouth Police Department,07/07/2009,11-FS21605,01,$503.00 U.S. CURRENCY,Forfeiture,$503.00,08/04/2010,08/04/2010,,,$503.00,08/04/2010
Portsmouth Police Department,07/28/2009,10-FS22406,01,$640.00 U.S. CURRENCY,Forfeiture,$640.00,08/12/2009,08/04/2010,,,$640.00,08/04/2010
Portsmouth Police Department,07/28/2009,10-FS22407,01,2004 FORD EXPEDITION,Pending,"$10,000.00",08/12/2009,10/20/2009,,,$0.00,10/20/2009
Portsmouth Police Department,07/28/2009,10-FS22407,02,WACHOVIA BANK ACCOUNT,Dismissal,$500.00,08/12/2009,10/20/2009,,,$0.00,10/20/2009
Portsmouth Police Department,07/29/2009,10-FS27802,01,1997 FORD EXPEDITION,Return To Owner,"$1,000.00",10/05/2009,03/01/2013,,,$0.00,03/01/2013
Portsmouth Police Department,07/29/2009,10-FS27802,02,"$1,054.00 U.S. CURRENCY",Return To Owner,"$1,054.00",10/05/2009,03/01/2013,,,$0.00,03/01/2013
Portsmouth Police Department,07/29/2009,10-FS27802,03,40 CAL. GLOCK 27,Return To Owner,$500.00,10/05/2009,03/01/2013,,,$0.00,03/01/2013
Portsmouth Police Department,09/01/2009,13-FS00721,01,$705.00 U.S. Currency,Forfeiture,$705.00,01/07/2013,02/12/2012,,,$705.00,02/12/2012
Portsmouth Police Department,09/12/2009,10-FS31706,01,"$1,822.00 U.S. CURRENCY",Dismissal,"$1,822.00",11/13/2009,05/21/2014,,,$0.00,05/21/2014
Portsmouth Police Department,09/23/2009,10-FS29302,01,1998 PONTIAC BONNEVILLE,Return To Owner,"$1,000.00",10/20/2009,02/12/2013,,,$0.00,02/12/2013
Portsmouth Police Department,09/23/2009,10-FS29302,02,"$6,644.00 U.S. CURRENCY",Forfeiture,"$6,644.00",10/20/2009,02/12/2013,,,"$4,644.00",02/12/2013
Portsmouth Police Department,09/25/2009,10-FS27803,01,$679.00 U.S. CURRENCY,Forfeiture,$679.00,10/05/2009,02/12/2013,,,$679.00,02/12/2013
Portsmouth Police Department,09/28/2009,10-FS29303,01,2001 MITSUBISHI DIAMANTE,Forfeiture,"$2,000.00",10/20/2009,08/03/2010,11/15/2010,,$0.00,11/15/2010
Portsmouth Police Department,09/28/2009,10-FS29303,02,$750.00 U.S. CURRENCY,Forfeiture,$750.00,10/20/2009,02/12/2013,,,$750.00,02/12/2013
Portsmouth Police Department,10/27/2009,10-FS31011,01,"SANYO 50"" FLAT SCREEN",Pending,$500.00,11/06/2009,09/23/2013,,,$0.00,09/23/2013
Portsmouth Police Department,10/27/2009,10-FS31011,02,PLAYSTATION 3 PLAYER,Administrative,$500.00,11/06/2009,09/23/2013,,,$0.00,09/23/2013
Portsmouth Police Department,11/04/2009,10-FS31707,01,$806.00 U.S. CURRENCY,Forfeiture,$806.00,11/13/2009,02/12/2013,,,$806.00,02/12/2013
Portsmouth Police Department,11/04/2009,10-FS31708,01,$686.00 U.S. CURRENCY,Forfeiture,$686.00,11/13/2009,02/12/2013,,,$686.00,02/12/2013
Portsmouth Police Department,11/06/2009,10-FS31709,01,"$1,602.00 U.S. CURRENCY",Forfeiture,"$1,602.00",11/13/2009,02/12/2013,,,"$1,602.00",02/12/2013
Portsmouth Police Department,11/10/2009,10-FS01404,01,$605.00 U.S. CURRENCY,Forfeiture,$605.00,01/14/2010,02/12/2013,,,$605.00,02/12/2013
Portsmouth Police Department,12/14/2009,10-FS03304,01,"$1,035.00 U.S. CURRENCY",Dismissal,"$1,035.00",02/02/2010,03/07/2013,,,$0.00,03/07/2013
Portsmouth Police Department,12/31/2009,10-FS02115,01,"$5,330.00 U.S. CURRENCY",Return To Owner,"$5,330.00",01/21/2010,03/22/2013,,,$0.00,03/22/2013
Portsmouth Police Department,01/19/2010,10-FS03305,01,2003 HONDA ACCORD,Return To Owner,"$2,500.00",02/02/2010,03/01/2013,,,$0.00,03/01/2013
