Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Botetourt County Sheriff's Department,01/21/2009,09-FS09311,01,1999 SUZUKI GSXR MOTORCYCLE,Forfeiture,$500.00,04/03/2009,10/14/2014,,,$0.00,10/14/2014
Botetourt County Sheriff's Department,03/09/2009,10-FS18701,01,2000 PONTIAC 2 DOOR,Pending,"$2,375.00",07/06/2009,06/23/2009,,,$0.00,06/23/2009
Botetourt County Sheriff's Department,03/09/2009,10-FS18702,01,1997 FORD PICKUP TRUCK,Forfeiture,"$3,075.00",07/06/2009,06/23/2009,06/06/2011,,$0.00,06/06/2011
Botetourt County Sheriff's Department,03/09/2009,10-FS18703,01,2004 FORD MUSTANG,Release To Lien Holder,"$5,400.00",07/06/2009,06/23/2009,,,$0.00,06/23/2009
Botetourt County Sheriff's Department,07/16/2009,10-FS20409,01,1988 HONDA CIVIC 4 DOOR MAROON,Return To Owner,"$2,425.00",07/23/2009,11/02/2009,,,$0.00,11/02/2009
Botetourt County Sheriff's Department,10/07/2009,10-FS28601,01,2003 CADILLAC CTS,Forfeiture,"$2,000.00",10/13/2009,08/20/2012,01/23/2013,,$0.00,01/23/2013
Botetourt County Sheriff's Department,12/02/2009,10-FS35202,01,1991 CHEVROLET 1500 PICKUP,Forfeiture,"$1,000.00",12/18/2009,03/01/2010,,,$500.00,03/01/2010
Botetourt County Sheriff's Department,12/07/2009,10-FS35201,01,"REAL PROPERTY AT 71 SCOTTS HOLLOW RD., BOTETOURT",Dismissal,"$5,000.00",12/18/2009,10/14/2014,,,$0.00,10/14/2014
Botetourt County Sheriff's Department,03/02/2010,10-FS06713,01,2004 DODGE DAKOTA,Release To Lien Holder,"$10,000.00",03/08/2010,10/14/2014,,,$0.00,10/14/2014
Botetourt County Sheriff's Department,03/03/2010,10-FS06708,01,1992 HONDA,Forfeiture,"$1,000.00",03/08/2010,05/07/2010,,,$0.00,05/07/2010
