Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Hampton Police Division,01/22/2008,08-FS10509,01,$583.00 U.S. CURRENCY,Pending,$583.00,04/14/2008,,,,$0.00,
Hampton Police Division,01/22/2008,08-FS10510,01,1992 LEXUS ES300,Pending,"$3,000.00",04/14/2008,07/09/2008,,,$0.00,07/09/2008
Hampton Police Division,01/30/2008,08-FS05805,01,1985 CHEVROLET MONTE CARLO,Pending,"$2,000.00",02/27/2008,09/16/2009,,,$0.00,09/16/2009
Hampton Police Division,03/13/2008,08-FS11909,01,1995 CADILLAC ELDORADO,Pending,"$3,200.00",04/28/2008,09/22/2008,,,$0.00,09/22/2008
Hampton Police Division,03/13/2008,08-FS11914,01,"$5,628.00 U.S. CURRENCY",Pending,"$5,628.00",04/28/2008,,,,$0.00,
Hampton Police Division,03/23/2008,08-FS11910,01,"$2,200.00 U.S. CURRENCY",Pending,"$2,200.00",04/28/2008,,,,$0.00,
Hampton Police Division,04/02/2008,08-FS11911,01,$602.00 U.S. CURRENCY,Pending,$602.00,04/28/2008,,,,$0.00,
Hampton Police Division,07/26/2008,09-FS21705,01,1988 CHEVROLET CAPRICE CLASSIC,Pending,"$1,750.00",08/04/2008,,,,$0.00,
Hampton Police Division,09/20/2008,09-FS33606,01,$511.00 U.S. CURRENCY,Pending,$511.00,12/01/2008,,,,$0.00,
Hampton Police Division,09/24/2008,09-FS33607,01,COMPAQ LAPTOP,Pending,$500.00,12/01/2008,,,,$0.00,
Hampton Police Division,09/24/2008,09-FS33607,02,SAMSUNG TV-HDTV,Pending,$500.00,12/01/2008,,,,$0.00,
Hampton Police Division,09/24/2008,09-FS33607,03,HORIZON TREADMILL,Pending,$500.00,12/01/2008,,,,$0.00,
Hampton Police Division,09/24/2008,09-FS33607,04,IMPEX FITNESS GYM,Pending,$500.00,12/01/2008,,,,$0.00,
Hampton Police Division,09/24/2008,09-FS33607,05,RCA DVD HOME THEATER,Pending,$500.00,12/01/2008,,,,$0.00,
