Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Chesterfield County Police Department,04/03/2009,09-FS11801,01,2005 CHEVROLET TRUCK,Pending,"$10,000.00",04/28/2009,05/11/2010,,,$0.00,05/11/2010
Chesterfield County Police Department,04/03/2009,09-FS11801,02,"$2,300.00 U.S. CURRENCY",Forfeiture,"$2,300.00",04/28/2009,05/11/2010,,,"$2,300.00",05/11/2010
Chesterfield County Police Department,04/03/2009,09-FS11801,03,2004 HONDA CIVIC,Return To Owner,"$7,000.00",04/28/2009,,,,$0.00,
Chesterfield County Police Department,05/11/2009,09-FS14805,01,2006 DODGE CHARGER,Forfeiture,"$10,000.00",05/28/2009,04/30/2010,05/31/2013,,"$3,475.00",05/31/2013
Chesterfield County Police Department,05/11/2009,09-FS14805,02,"$128,638.00 U.S. CURRENCY",Forfeiture,"$128,638.00",05/28/2009,04/30/2010,,,"$128,237.00",04/30/2010
Chesterfield County Police Department,05/11/2009,09-FS14805,03,2005 DODGE MAGNUM SW,Pending,"$10,000.00",05/28/2009,04/30/2010,,,$0.00,04/30/2010
Chesterfield County Police Department,06/10/2009,09-FS16807,01,"$1,620.00 U.S. CURRENCY",Pending,"$1,620.00",06/17/2009,,,,$0.00,
Chesterfield County Police Department,08/10/2009,10-FS22401,01,"$1,384.00 U.S. CURRENCY",Forfeiture,"$1,384.00",08/12/2009,10/14/2010,,,"$1,384.00",10/14/2010
Chesterfield County Police Department,08/11/2009,10-FS22905,01,1992 TOYOTA CAMRY,Forfeiture,$800.00,08/17/2009,06/07/2010,10/12/2010,,$815.00,10/12/2010
Chesterfield County Police Department,08/11/2009,10-FS22905,02,"$1,000.00 U.S. CURRENCY",Forfeiture,"$1,000.00",08/17/2009,06/07/2010,,,"$1,000.00",06/07/2010
Chesterfield County Police Department,08/27/2009,10-FS24606,01,"$59,481.00 U.S. CURRENCY",Forfeiture,"$59,481.00",09/03/2009,11/03/2009,,,"$59,481.00",11/03/2009
Chesterfield County Police Department,08/27/2009,10-FS24607,01,1994 TOYOTA 2 DOOR,Forfeiture,"$5,000.00",09/03/2009,04/06/2011,09/09/2011,,"$13,000.00",09/09/2011
Chesterfield County Police Department,08/27/2009,10-FS24607,02,"$6,135.00 U.S. CURRENCY",Forfeiture,"$6,135.00",09/03/2009,04/06/2011,,,"$6,135.00",04/06/2011
Chesterfield County Police Department,09/02/2009,10-FS24610,01,"$1,300.00 U.S. CURRENCY",Forfeiture,"$1,300.00",09/03/2009,11/03/2009,,,"$1,300.00",11/03/2009
Chesterfield County Police Department,09/04/2009,10-FS26502,01,$605.00 U.S. CURRENCY,Forfeiture,$605.00,09/22/2009,07/15/2010,,,$605.00,07/15/2010
Chesterfield County Police Department,09/08/2009,10-FS26501,01,$913.00 U.S. CURRENCY,Forfeiture,$913.00,09/22/2009,10/20/2009,,,$913.00,10/20/2009
Chesterfield County Police Department,09/23/2009,10-FS27903,01,"$3,464.00 U.S. CURRENCY",Forfeiture,"$3,464.00",10/06/2009,10/14/2010,,,"$3,464.00",10/14/2010
Chesterfield County Police Department,10/04/2009,10-FS28001,01,2002 FORD F-150,Pending,"$8,000.00",10/07/2009,,,,$0.00,
Chesterfield County Police Department,10/04/2009,10-FS28001,02,"$1,639.00 U.S. CURRENCY",Forfeiture,"$1,639.00",10/07/2009,10/14/2010,,,"$1,639.00",10/14/2010
Chesterfield County Police Department,10/10/2009,10-FS28804,01,1999 VW BEETLE,Forfeiture,"$8,000.00",10/15/2009,08/05/2010,02/08/2011,,$725.00,02/08/2011
Chesterfield County Police Department,10/23/2009,10-FS29906,01,2001 NISSAN,Pending,"$3,000.00",10/26/2009,01/28/2010,,,$0.00,01/28/2010
Chesterfield County Police Department,10/23/2009,10-FS30001,01,2001 ISUZU,Forfeiture,"$3,000.00",10/27/2009,04/30/2010,08/09/2010,,"$2,355.00",08/09/2010
Chesterfield County Police Department,10/23/2009,10-FS30001,02,"$2,083.00 U.S. CURRENCY",Forfeiture,"$2,083.00",10/27/2009,04/30/2010,,,"$2,083.00",04/30/2010
Chesterfield County Police Department,10/27/2009,10-FS31501,01,$700.00 U.S. CURRENCY,Forfeiture,$700.00,11/11/2009,01/29/2010,,,$700.00,01/29/2010
Chesterfield County Police Department,11/02/2009,10-FS31502,01,2006 JEEP SUV,Pending,"$8,000.00",11/11/2009,01/28/2010,,,$0.00,01/28/2010
Chesterfield County Police Department,11/10/2009,10-FS34114,01,SONY TV,Return To Owner,$500.00,12/07/2009,06/04/2013,,,$0.00,06/04/2013
Chesterfield County Police Department,11/10/2009,10-FS34114,02,TOSHIBA TV,Return To Owner,$500.00,12/07/2009,06/04/2013,,,$0.00,06/04/2013
Chesterfield County Police Department,11/10/2009,10-FS34114,03,TOSHIBA TV,Return To Owner,$500.00,12/07/2009,06/04/2013,,,$0.00,06/04/2013
Chesterfield County Police Department,11/10/2009,10-FS34114,04,"$39,965.00 U.S. CURRENCY",Forfeiture,"$39,965.00",12/07/2009,10/18/2010,,,"$39,965.00",10/18/2010
Chesterfield County Police Department,11/20/2009,10-FS34802,01,"$1,354.00 U.S. CURRENCY",Forfeiture,"$1,354.00",12/14/2009,04/30/2010,,,"$1,354.00",04/30/2010
Chesterfield County Police Department,12/01/2009,10-FS34119,01,1995 BMW,Forfeiture,"$1,000.00",12/07/2009,06/30/2011,09/29/2011,,"$1,960.00",09/29/2011
Chesterfield County Police Department,12/01/2009,10-FS34119,02,1990 NISSAN,Forfeiture,$500.00,12/07/2009,06/30/2011,09/29/2011,,$575.00,09/29/2011
Chesterfield County Police Department,12/01/2009,10-FS34119,03,2000 HONDA MOTORCYCLE,Forfeiture,"$1,000.00",12/07/2009,06/30/2011,10/05/2011,,$765.00,10/05/2011
Chesterfield County Police Department,12/01/2009,10-FS34119,04,$697.00 U.S. CURRENCY,Dismissal,$697.00,12/07/2009,10/05/2011,,,$0.00,10/05/2011
Chesterfield County Police Department,12/17/2009,10-FS00510,01,2003 DODGE TRUCK,Forfeiture,"$5,000.00",01/05/2010,06/02/2010,08/09/2010,,"$3,105.00",08/09/2010
Chesterfield County Police Department,12/17/2009,10-FS00511,01,"$3,301.00 U.S. CURRENCY",Forfeiture,"$3,301.00",01/05/2010,06/02/2010,,,"$3,301.00",06/02/2010
Chesterfield County Police Department,12/29/2009,10-FS00601,01,$770.70 U.S. CURRENCY,Forfeiture,$770.70,01/06/2010,07/14/2010,,,$770.70,07/14/2010
Chesterfield County Police Department,12/31/2009,10-FS00602,01,$607.40 U.S. CURRENCY,Forfeiture,$607.00,01/06/2010,06/02/2010,,,$607.40,06/02/2010
Chesterfield County Police Department,01/05/2010,10-FS00801,01,"$1,828.00 U.S. CURRENCY",Forfeiture,"$1,828.00",01/08/2010,06/02/2010,,,"$1,828.00",06/02/2010
Chesterfield County Police Department,01/08/2010,10-FS01203,01,1988 CHEVROLET MONTE CARLO,Forfeiture,"$1,000.00",01/12/2010,06/02/2010,08/09/2010,,"$1,955.00",08/09/2010
Chesterfield County Police Department,01/08/2010,10-FS01203,02,$542.00 U.S. CURRENCY,Forfeiture,$542.00,01/12/2010,06/02/2010,,,$542.00,06/02/2010
Chesterfield County Police Department,01/10/2010,10-FS01301,01,"$1,501.00 U.S. CURRENCY",Forfeiture,"$1,501.00",01/13/2010,06/02/2010,,,"$1,501.00",06/02/2010
Chesterfield County Police Department,01/14/2010,10-FS03231,01,2002 GMC SUV,Forfeiture,"$10,000.00",02/01/2010,01/20/2015,,,"$1,321.00",01/20/2015
