Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Southampton County Sheriff's Office,10/16/2009,10-FS01102,01,"$3,813.00 U.S. CURRENCY",Forfeiture,"$3,813.00",01/11/2010,08/19/2010,,,"$3,813.00",08/19/2010
Southampton County Sheriff's Office,12/16/2009,10-FS01103,01,"$1,130.00 U.S. CURRENCY",Forfeiture,"$1,130.00",01/11/2010,01/24/2011,,,"$1,130.00",01/24/2011
Southampton County Sheriff's Office,05/21/2010,11-FS04506,01,1996 CADILLAC,Return To Owner,"$2,500.00",02/14/2011,03/18/2011,,,$0.00,03/18/2011
Southampton County Sheriff's Office,05/21/2010,11-FS04506,02,2002 MERCEDES,Return To Owner,"$7,000.00",02/14/2011,11/19/2012,,,$0.00,11/19/2012
Southampton County Sheriff's Office,05/21/2010,11-FS04506,03,"$1,736.00 U.S. CURRENCY",Forfeiture,"$1,736.00",02/14/2011,03/18/2011,,,"$1,236.00",03/18/2011
Southampton County Sheriff's Office,03/14/2011,11-FS07701,01,$511.00 U.S. CURRENCY,Return To Owner,$511.00,03/18/2011,11/19/2012,,,$0.00,11/19/2012
Southampton County Sheriff's Office,04/08/2011,11-FS17104,01,"$1,815.00 U.S. CURRENCY",Forfeiture,"$1,815.00",06/20/2011,04/09/2012,,,"$1,815.00",04/09/2012
Southampton County Sheriff's Office,08/08/2011,12-FS23501,01,$731.85 U.S. CURRENCY,Forfeiture,$731.85,08/23/2011,07/13/2013,,,$731.85,07/13/2013
Southampton County Sheriff's Office,10/06/2011,12-FS29001,01,$700.00 U.S. CURRENCY,Forfeiture,$700.00,10/17/2011,06/10/2014,,,$700.00,06/10/2014
Southampton County Sheriff's Office,05/25/2012,12-FS16703,01,2010 CHEVROLET VAN,Return To Owner,"$10,000.00",06/15/2012,07/30/2012,,,$0.00,07/30/2012
Southampton County Sheriff's Office,07/30/2012,13-FS24006,01,"$2,874.00 US CURRENCY",Forfeiture,"$2,874.00",08/27/2012,02/21/2014,,,"$1,437.00",02/21/2014
Southampton County Sheriff's Office,09/28/2012,13-FS32418,01,$636.00 US CURRENCY,Forfeiture,$636.00,11/19/2012,04/29/2013,,,$636.00,04/29/2013
Southampton County Sheriff's Office,07/18/2013,14-FS26914,01,"$1,250.00 U.S. Currency",Forfeiture,"$1,250.00",09/26/2013,08/11/2014,,,"$1,250.00",08/11/2014
Southampton County Sheriff's Office,08/15/2013,14-FS26915,01,"$1,000.00 U.S. Currency",Pending,"$1,000.00",09/26/2013,,,,$0.00,
Southampton County Sheriff's Office,08/28/2013,14-FS26916,01,1993 Mercedes  4D,Pending,"$3,500.00",09/26/2013,,,,$0.00,
Southampton County Sheriff's Office,01/24/2014,14-FS02842,01,"$1,260.00 U.S. Currency",Pending,"$1,260.00",01/28/2014,,,,$0.00,
Southampton County Sheriff's Office,02/09/2014,14-FS07153,01,1995 ACURA  Integra,Pending,$650.00,03/12/2014,,,,$0.00,
Southampton County Sheriff's Office,03/21/2014,14-FS08644,01,"$12,835.33 U.S. Currency",Pending,"$12,835.33",03/27/2014,,,,$0.00,
