Agency,Date Seized,DCJS Seizure #,Property #,Property Description,Disposition Code,Property Value,998 Rcvd,1st 999 Rcvd,2nd 999 Rcvd,3rd 999 Rcvd,Disbursal Total,Disbursement Date
Central Virginia Drug Task Force-3N,10/03/2010,11-FS30103,01,"$1,730.00 U.S. CURRENCY",Forfeiture,"$1,730.00",10/28/2010,07/28/2011,,,"$1,730.00",07/28/2011
Central Virginia Drug Task Force-3N,01/13/2011,11-FS02801,01,"$1,200.00 U.S. CURRENCY",Forfeiture,"$1,200.00",01/28/2011,06/30/2011,,,"$1,200.00",06/30/2011
Central Virginia Drug Task Force-3N,03/02/2011,11-FS08301,01,"$2,452.00 U.S. CURRENCY",Forfeiture,"$2,452.00",03/24/2011,07/28/2011,,,"$2,452.00",07/28/2011
Central Virginia Drug Task Force-3N,02/10/2012,12-FS04805,01,"$8,594.00 U.S. CURRENCY",Forfeiture,"$8,594.00",02/17/2012,07/18/2012,,,"$8,647.53",07/18/2012
Central Virginia Drug Task Force-3N,02/10/2012,12-FS04806,01,"$13,000.00 U.S. CURRENCY",Forfeiture,"$13,000.00",02/17/2012,07/27/2012,,,"$13,078.16",07/27/2012
Central Virginia Drug Task Force-3N,02/10/2012,12-FS04806,02,1987 CADILLAC 4D,Forfeiture,"$3,000.00",02/17/2012,01/09/2013,10/24/2013,,"$1,598.67",10/24/2013
Central Virginia Drug Task Force-3N,02/10/2012,12-FS04806,03,"52"" SANYO FLAT SCREEN TV",Pending,"$1,200.00",02/17/2012,01/09/2013,,,$0.00,01/09/2013
Central Virginia Drug Task Force-3N,02/10/2012,12-FS04807,01,"SHARP AQUOS 52"" LEAD CRYSTAL TV",Pending,"$1,300.00",02/17/2012,06/26/2012,,,$0.00,06/26/2012
Central Virginia Drug Task Force-3N,02/10/2012,12-FS04807,02,"LG MODEL 42LD520 42"" FLAT SCREEN TV",Pending,$600.00,02/17/2012,06/26/2012,,,$0.00,06/26/2012
Central Virginia Drug Task Force-3N,02/10/2012,12-FS04807,03,"SAMSUNG FLAT SCREEN TV 37""",Pending,$600.00,02/17/2012,06/26/2012,,,$0.00,06/26/2012
Central Virginia Drug Task Force-3N,02/10/2012,12-FS04807,04,$1403.00 U.S. CURRENCY,Forfeiture,"$1,403.00",02/17/2012,07/18/2012,,,"$1,411.74",07/18/2012
Central Virginia Drug Task Force-3N,03/14/2012,12-FS08901,01,"$5,332.00 U.S. CURRENCY",Pending,"$5,332.00",03/29/2012,,,,$0.00,
Central Virginia Drug Task Force-3N,06/20/2012,13-FS18403,01,"$3,147.00 US CURRENCY",Dismissal,"$3,147.00",07/02/2012,08/19/2014,,,$0.00,08/19/2014
Central Virginia Drug Task Force-3N,06/20/2012,13-FS18403,02,"65"" TOSHIBA FLAT SCREEN TV",Dismissal,"$1,400.00",07/02/2012,08/19/2014,,,$0.00,08/19/2014
Central Virginia Drug Task Force-3N,08/22/2012,13-FS25503,01,"$2,000.00 US CURRENCY",Dismissal,"$2,000.00",09/11/2012,08/19/2014,,,$0.00,08/19/2014
Central Virginia Drug Task Force-3N,10/02/2012,13-FS31004,01,2001 CADILLAC 4 DR,Return To Owner,"$3,500.00",11/05/2012,04/11/2013,,,$0.00,04/11/2013
Central Virginia Drug Task Force-3N,10/02/2012,13-FS31004,02,LG FLAT SCREEN TV,Return To Owner,$500.00,11/05/2012,04/11/2013,,,$0.00,04/11/2013
Central Virginia Drug Task Force-3N,12/16/2012,13-FS00718,01,"$3,450.00 U.S. Currency",Forfeiture,"$3,450.00",01/07/2013,12/17/2013,,,"$3,450.00",12/17/2013
Central Virginia Drug Task Force-3N,02/13/2013,13-FS07109,01,2003 GMC LIGHT DUTY  Yukon-V8,Pending,"$6,500.00",03/12/2013,,,,$0.00,
Central Virginia Drug Task Force-3N,02/13/2013,13-FS07109,02,$766.39 U.S. Currency,Pending,$766.39,03/12/2013,,,,$0.00,
Central Virginia Drug Task Force-3N,03/26/2013,13-FS09503,01,"$2,455.00 U.S. Currency",Forfeiture,"$2,455.00",04/05/2013,10/17/2013,,,"$2,455.00",10/17/2013
Central Virginia Drug Task Force-3N,03/29/2013,13-FS09504,01,2004 CHEVROLET TRUCK  Silverado 1500-V8,Return To Owner,"$5,500.00",04/05/2013,09/17/2013,,,$0.00,09/17/2013
Central Virginia Drug Task Force-3N,05/07/2013,13-FS12809,01,"$3,730.00 U.S. Currency",Forfeiture,"$3,730.00",05/08/2013,09/10/2014,,,"$3,730.00",09/10/2014
Central Virginia Drug Task Force-3N,05/07/2013,13-FS12810,01,"$9,000.00 U.S. Currency",Forfeiture,"$9,000.00",05/08/2013,10/04/2013,,,"$9,022.37",10/04/2013
Central Virginia Drug Task Force-3N,10/03/2013,14-FS28311,01,$936.00 U.S. Currency,Forfeiture,$936.00,10/10/2013,07/21/2014,,,$936.00,07/21/2014
Central Virginia Drug Task Force-3N,10/07/2013,14-FS28310,01,$950.00 U.S. Currency,Pending,$950.00,10/10/2013,,,,$0.00,
Central Virginia Drug Task Force-3N,02/26/2014,14-FS06933,01,"$1,750.00 U.S. Currency",,"$1,750.00",03/20/2014,,,,$0.00,
Central Virginia Drug Task Force-3N,02/26/2014,14-FS07895,01,"$2,790.97 Bank Account",Pending,"$2,790.97",03/19/2014,,,,$0.00,
Central Virginia Drug Task Force-3N,03/06/2014,14-FS06934,01,"$2,252.00 U.S. Currency",Pending,"$2,252.00",03/10/2014,,,,$0.00,
Central Virginia Drug Task Force-3N,05/05/2014,14-FS16038,01,"$1,250.00 U.S. Currency",Pending,"$1,250.00",06/09/2014,,,,$0.00,
Central Virginia Drug Task Force-3N,10/08/2014,15-FS28359,01,"$1,464.00 U.S. Currency",Pending,"$1,464.00",10/10/2014,,,,$0.00,
